,A02l_A1R,A02l_A2R,A02l_A3R,A02l_A4R,A02l_A5R,A02l_A6R,A02l_A7R,A02l_A1L,A02l_A2L,A02l_A3L,A02l_A4L,A02l_A5L,A02l_A6L,A02l_A7L,time
89,220.90588235294118,321.4329896907216,243.61052631578949,456.17283950617286,297.79545454545456,296.72727272727275,488.0879120879121,228.96153846153845,293.68224299065423,208.76,334.1089108910891,365.46363636363634,331.5816326530612,300.3956043956044,2.739835333333333
90,220.3294117647059,303.11340206185565,236.7578947368421,443.3333333333333,284.125,275.5844155844156,471.9340659340659,212.58653846153845,295.94392523364485,207.42666666666668,338.94059405940595,357.22727272727275,345.07142857142856,285.61538461538464,2.7706199999999996
91,221.6705882352941,300.1340206185567,254.38947368421051,434.1975308641975,302.77272727272725,293.5844155844156,496.0769230769231,230.96153846153845,288.5327102803738,213.33333333333334,365.65346534653463,359.57272727272726,337.765306122449,310.4725274725275,2.8014046666666665
92,240.4,298.4329896907216,252.43157894736842,445.0740740740741,297.59090909090907,292.987012987013,473.86813186813185,240.81730769230768,314.04672897196264,215.98666666666668,344.5247524752475,366.46363636363634,338.7244897959184,278.7802197802198,2.832189333333333
93,237.91764705882352,315.21649484536084,247.70526315789473,424.85185185185185,288.5,291.09090909090907,451.24175824175825,223.1346153846154,311.4672897196262,215.86666666666667,341.8712871287129,376.9727272727273,340.765306122449,288.4945054945055,2.862974
94,221.31764705882352,311.96907216494844,257.5157894736842,434.08641975308643,301.9886363636364,287.961038961039,486.1868131868132,224.3653846153846,302.13084112149534,216.32,329.8217821782178,356.1636363636364,335.55102040816325,287.02197802197804,2.8937586666666664
95,236.8470588235294,305.63917525773195,245.8842105263158,439.69135802469134,289.10227272727275,295.83116883116884,486.4175824175824,233.42307692307693,289.13084112149534,220.21333333333334,340.08910891089107,352.27272727272725,322.2857142857143,288.43956043956047,2.9245433333333333
96,241.52941176470588,304.78350515463916,242.2736842105263,440.24691358024694,291.8636363636364,287.14285714285717,474.54945054945057,233.0096153846154,292.1775700934579,207.50666666666666,337.54455445544556,373.3454545454546,339.5,293.1098901098901,2.9553279999999997
97,229.4470588235294,319.58762886597935,240.14736842105262,421.30864197530866,284.0568181818182,268.6363636363636,459.1978021978022,231.9903846153846,302.78504672897196,214.94666666666666,332.0990099009901,344.6636363636364,343.81632653061223,293.53846153846155,2.9861126666666666
98,247.78823529411764,320.9587628865979,243.8842105263158,411.82716049382714,298.8181818181818,288.8051948051948,466.3076923076923,237.73076923076923,322.5233644859813,214.25333333333333,334.6237623762376,348.3909090909091,343.4591836734694,291.1208791208791,3.016897333333333
99,267.81176470588235,302.89690721649487,231.21052631578948,427.22222222222223,283.35227272727275,306.8961038961039,466.6263736263736,246.14423076923077,300.0093457943925,214.10666666666665,339.9306930693069,385.2,322.765306122449,288.032967032967,3.047682
100,264.50588235294117,326.87628865979383,256.2736842105263,428.9259259259259,299.28409090909093,294.14285714285717,449.967032967033,235.15384615384616,310.8878504672897,208.28,340.019801980198,380.7,334.5612244897959,267.3076923076923,3.0784666666666665
101,248.11764705882354,325.8041237113402,230.50526315789475,440.55555555555554,290.5681818181818,279.35064935064935,448.032967032967,251.5096153846154,300.02803738317755,217.08,350.03960396039605,379.0,323.734693877551,305.3296703296703,3.1092513333333334
102,265.8588235294118,324.0,245.1157894736842,426.641975308642,271.6136363636364,269.038961038961,457.43956043956047,243.96153846153845,297.5140186915888,209.93333333333334,344.8019801980198,352.9818181818182,328.1224489795918,300.64835164835165,3.140036
103,250.64705882352942,321.0,245.58947368421053,443.08641975308643,279.39772727272725,273.6363636363636,446.95604395604397,241.18269230769232,318.5607476635514,204.05333333333334,342.8019801980198,384.0181818181818,331.4795918367347,287.8021978021978,3.1708206666666663
104,272.21176470588233,325.2474226804124,242.2421052631579,413.51851851851853,300.35227272727275,276.14285714285717,475.032967032967,240.15384615384616,291.5327102803738,213.01333333333332,343.7524752475247,361.6363636363636,323.05102040816325,276.010989010989,3.201605333333333
105,253.10588235294117,326.54639175257734,248.44210526315788,415.0987654320988,298.0,285.961038961039,433.85714285714283,244.3846153846154,300.10280373831773,220.01333333333332,351.1287128712871,359.0,325.734693877551,274.0,3.2323899999999997
106,253.3294117647059,300.340206185567,235.82105263157894,406.9012345679012,289.1136363636364,273.94805194805195,452.7142857142857,241.43269230769232,303.1775700934579,226.52,328.1485148514852,357.1363636363636,300.7040816326531,295.8241758241758,3.2631746666666666
107,247.98823529411766,318.22680412371136,242.94736842105263,419.04938271604937,277.89772727272725,276.02597402597405,454.8131868131868,235.1153846153846,282.2429906542056,226.94666666666666,334.029702970297,364.8272727272727,326.33673469387753,277.75824175824175,3.293959333333333
108,250.95294117647057,333.659793814433,241.90526315789472,431.2962962962963,278.53409090909093,268.2207792207792,442.5164835164835,238.41346153846155,306.8878504672897,224.29333333333332,317.63366336633663,368.07272727272726,322.96938775510205,274.31868131868134,3.324744
109,267.4823529411765,319.07216494845363,238.8736842105263,423.4567901234568,280.75,281.87012987012986,452.1098901098901,220.15384615384616,302.8317757009346,219.2,321.8514851485148,348.44545454545454,329.4183673469388,292.0989010989011,3.3555286666666664
110,259.01176470588234,325.08247422680415,251.0842105263158,435.7901234567901,288.8863636363636,266.4805194805195,449.1098901098901,241.25,304.85981308411215,212.66666666666666,351.61386138613864,352.23636363636365,337.94897959183675,286.68131868131866,3.3863133333333333
111,272.6235294117647,313.7319587628866,242.52631578947367,421.55555555555554,290.92045454545456,282.1038961038961,435.38461538461536,238.79807692307693,313.78504672897196,220.88,354.9504950495049,362.94545454545454,322.7551020408163,275.6373626373626,3.4170979999999997
112,262.4,317.64948453608247,237.09473684210528,404.9259259259259,296.1931818181818,275.06493506493507,437.72527472527474,225.23076923076923,313.2897196261682,218.81333333333333,316.81188118811883,359.75454545454545,315.57142857142856,284.86813186813185,3.4478826666666667
113,267.08235294117645,337.5979381443299,234.3684210526316,416.037037037037,286.90909090909093,256.7402597402597,469.9120879120879,222.2403846153846,314.68224299065423,232.49333333333334,336.36633663366337,330.1181818181818,324.92857142857144,274.34065934065933,3.478667333333333
