,A02l_A1R,A02l_A2R,A02l_A3R,A02l_A4R,A02l_A5R,A02l_A6R,A02l_A7R,A02l_A1L,A02l_A2L,A02l_A3L,A02l_A4L,A02l_A5L,A02l_A6L,time
655,151.36363636363637,229.73333333333332,223.46153846153845,747.7441860465116,1048.5192307692307,872.5277777777778,852.0645161290323,144.5,344.0,434.9736842105263,651.1136363636364,856.5769230769231,385.7,20.460016666666665
656,141.36363636363637,221.93333333333334,199.42307692307693,775.6046511627907,998.9423076923077,904.1388888888889,791.6129032258065,159.34615384615384,352.09090909090907,459.2368421052632,613.2727272727273,778.4615384615385,401.53333333333336,20.491253333333333
657,150.03030303030303,233.23333333333332,228.76923076923077,780.5116279069767,957.6538461538462,902.4444444444445,787.3225806451613,145.3846153846154,333.79545454545456,443.3157894736842,654.1590909090909,810.2307692307693,401.1333333333333,20.52249
658,163.1818181818182,235.46666666666667,224.8846153846154,753.7209302325581,1029.8461538461538,854.7777777777778,836.9032258064516,139.34615384615384,371.79545454545456,451.7894736842105,658.2727272727273,845.2692307692307,363.2,20.553726666666666
659,166.3030303030303,251.5,227.3846153846154,724.8139534883721,1064.75,866.8333333333334,817.0645161290323,117.07692307692308,369.29545454545456,446.92105263157896,615.9772727272727,829.3461538461538,410.4,20.584963333333334
660,140.72727272727272,218.63333333333333,217.46153846153845,742.7209302325581,990.2884615384615,872.6666666666666,830.9677419354839,134.34615384615384,340.59090909090907,437.55263157894734,649.5,810.6923076923077,374.96666666666664,20.6162
661,153.3939393939394,249.86666666666667,230.6153846153846,774.5813953488372,987.0576923076923,842.3333333333334,817.5483870967741,146.19230769230768,361.20454545454544,424.36842105263156,678.75,840.3461538461538,386.56666666666666,20.647436666666668
662,143.42424242424244,247.53333333333333,206.69230769230768,787.2325581395348,1031.3653846153845,851.1666666666666,726.5483870967741,149.3846153846154,361.84090909090907,405.1842105263158,655.9545454545455,804.3076923076923,418.96666666666664,20.678673333333332
663,139.42424242424244,273.7,219.03846153846155,746.4651162790698,989.1538461538462,830.5,795.6774193548387,141.19230769230768,348.52272727272725,429.60526315789474,643.9545454545455,842.4230769230769,400.3,20.70991
664,148.42424242424244,254.63333333333333,251.84615384615384,780.8139534883721,980.1923076923077,875.9166666666666,809.516129032258,139.30769230769232,340.04545454545456,416.89473684210526,654.6363636363636,779.1153846153846,397.76666666666665,20.741146666666666
665,133.96969696969697,244.63333333333333,228.1153846153846,791.9767441860465,1017.4807692307693,848.3888888888889,762.1290322580645,131.69230769230768,348.20454545454544,471.2105263157895,657.9545454545455,787.7692307692307,396.73333333333335,20.772383333333334
666,162.8181818181818,264.53333333333336,216.15384615384616,719.1860465116279,991.5769230769231,865.1944444444445,745.9677419354839,154.69230769230768,347.1136363636364,419.89473684210526,653.8181818181819,837.2692307692307,415.7,20.80362
667,142.75757575757575,256.53333333333336,225.26923076923077,720.953488372093,1009.9615384615385,802.3611111111111,788.8709677419355,163.57692307692307,357.1818181818182,443.7631578947368,652.3863636363636,805.6923076923077,365.2,20.834856666666667
668,141.0909090909091,245.56666666666666,232.73076923076923,712.2325581395348,989.1346153846154,872.1666666666666,764.8064516129032,141.69230769230768,342.84090909090907,434.3157894736842,603.3636363636364,888.4230769230769,401.3333333333333,20.866093333333332
669,139.8181818181818,237.1,233.3846153846154,747.3488372093024,985.3076923076923,861.0833333333334,791.9354838709677,131.84615384615384,331.20454545454544,410.07894736842104,633.2272727272727,792.6538461538462,400.26666666666665,20.89733
670,144.87878787878788,248.2,222.53846153846155,738.6976744186046,974.4038461538462,842.4166666666666,795.4516129032259,135.15384615384616,355.90909090909093,398.36842105263156,658.3863636363636,860.1923076923077,379.2,20.928566666666665
671,155.06060606060606,240.66666666666666,210.69230769230768,756.6744186046511,958.7692307692307,873.5555555555555,815.9677419354839,134.1153846153846,355.9318181818182,449.3157894736842,608.7045454545455,764.7307692307693,388.06666666666666,20.959803333333333
672,158.96969696969697,245.9,208.26923076923077,694.1627906976744,1018.8269230769231,826.3055555555555,843.516129032258,130.80769230769232,352.6363636363636,422.39473684210526,680.6590909090909,746.3076923076923,385.3333333333333,20.991039999999998
673,135.84848484848484,264.8,229.69230769230768,731.1627906976744,982.0961538461538,862.5833333333334,804.7096774193549,145.65384615384616,368.47727272727275,459.55263157894734,626.9772727272727,811.9230769230769,402.3,21.022276666666667
674,139.75757575757575,237.3,218.1153846153846,731.1162790697674,931.9615384615385,808.3611111111111,816.0,134.92307692307693,371.20454545454544,442.42105263157896,656.0,774.8846153846154,403.5,21.05351333333333
675,133.45454545454547,246.6,238.5,700.953488372093,950.3653846153846,802.1111111111111,789.9354838709677,138.5,346.25,481.9736842105263,635.9318181818181,799.4615384615385,397.8333333333333,21.08475
676,133.72727272727272,222.56666666666666,238.80769230769232,701.0232558139535,977.9230769230769,843.0,794.0645161290323,135.6153846153846,349.0,466.10526315789474,629.2272727272727,800.1153846153846,367.43333333333334,21.115986666666668
677,139.66666666666666,237.16666666666666,213.96153846153845,673.7209302325581,943.25,779.7777777777778,770.9354838709677,124.57692307692308,326.9318181818182,434.07894736842104,636.7727272727273,768.3461538461538,359.26666666666665,21.147223333333333
678,153.0,228.7,226.46153846153845,679.3023255813954,940.0192307692307,797.0833333333334,733.5806451612904,139.1153846153846,352.9318181818182,427.3157894736842,643.4318181818181,775.7307692307693,399.06666666666666,21.17846
679,142.6060606060606,249.36666666666667,251.07692307692307,754.4186046511628,977.6923076923077,873.7222222222222,819.6451612903226,141.65384615384616,356.22727272727275,429.7894736842105,623.8636363636364,779.8846153846154,394.0,21.209696666666666
680,142.12121212121212,255.86666666666667,237.19230769230768,725.1860465116279,901.5769230769231,827.2222222222222,738.741935483871,122.73076923076923,328.5,422.63157894736844,622.2272727272727,777.3076923076923,357.7,21.240933333333334
681,127.63636363636364,224.3,253.07692307692307,696.2790697674419,996.3269230769231,793.3333333333334,757.516129032258,134.3846153846154,339.3636363636364,465.8157894736842,591.2272727272727,761.4615384615385,349.73333333333335,21.27217
682,141.9090909090909,238.6,212.65384615384616,730.0232558139535,952.8461538461538,821.0833333333334,788.5806451612904,133.34615384615384,354.65909090909093,399.2631578947368,602.4090909090909,813.3076923076923,343.2,21.303406666666667
683,140.0909090909091,260.03333333333336,214.03846153846155,715.2790697674419,995.4423076923077,802.4166666666666,763.3548387096774,132.34615384615384,297.20454545454544,429.44736842105266,671.3863636363636,755.2692307692307,378.96666666666664,21.334643333333332
684,149.54545454545453,218.76666666666668,230.19230769230768,712.8604651162791,971.9615384615385,782.0277777777778,789.5806451612904,131.84615384615384,324.25,438.60526315789474,639.1818181818181,871.1923076923077,377.6666666666667,21.36588
685,134.33333333333334,247.53333333333333,203.34615384615384,696.8372093023256,1001.6923076923077,774.6111111111111,785.0322580645161,139.23076923076923,336.3863636363636,411.63157894736844,616.8636363636364,782.8461538461538,365.6333333333333,21.397116666666665
686,140.66666666666666,226.33333333333334,231.3846153846154,719.8139534883721,908.2692307692307,841.1388888888889,776.7741935483871,139.3846153846154,317.77272727272725,462.4736842105263,614.0,834.9230769230769,360.96666666666664,21.428353333333334
687,147.06060606060606,249.46666666666667,251.57692307692307,745.2325581395348,938.5,809.8055555555555,786.0967741935484,138.1153846153846,309.4318181818182,452.7105263157895,641.7272727272727,810.6153846153846,428.8,21.45959
688,147.45454545454547,240.2,249.3846153846154,690.2093023255813,1012.0961538461538,780.9444444444445,762.0,144.5,344.5681818181818,405.0263157894737,638.6136363636364,814.1153846153846,371.93333333333334,21.490826666666667
689,132.66666666666666,247.9,239.5,701.5348837209302,992.2692307692307,847.1944444444445,715.6451612903226,136.57692307692307,326.6136363636364,402.4736842105263,613.8863636363636,837.3076923076923,383.06666666666666,21.52206333333333
690,131.54545454545453,250.76666666666668,215.69230769230768,751.6976744186046,965.4807692307693,807.7222222222222,764.483870967742,129.8846153846154,358.3181818181818,446.0,693.9545454545455,750.7307692307693,365.46666666666664,21.5533
691,140.1818181818182,213.33333333333334,223.80769230769232,737.8604651162791,993.4807692307693,808.25,745.5483870967741,130.65384615384616,356.65909090909093,431.44736842105266,603.0,845.8076923076923,424.2,21.584536666666665
692,139.96969696969697,225.26666666666668,202.92307692307693,750.3023255813954,892.3269230769231,824.8333333333334,748.2258064516129,135.5,318.5,412.89473684210526,602.1136363636364,769.1923076923077,376.1666666666667,21.615773333333333
693,135.3030303030303,233.0,210.57692307692307,751.6744186046511,965.4615384615385,757.1944444444445,764.7741935483871,139.15384615384616,285.20454545454544,470.36842105263156,636.3181818181819,792.9230769230769,377.8666666666667,21.647009999999998
694,140.4848484848485,228.56666666666666,225.23076923076923,690.9767441860465,929.0576923076923,840.1944444444445,763.483870967742,145.5,320.4318181818182,431.13157894736844,620.75,773.0384615384615,381.8333333333333,21.678246666666666
695,129.0909090909091,233.43333333333334,221.23076923076923,703.2790697674419,941.7692307692307,773.4722222222222,742.5806451612904,138.5,293.9318181818182,435.86842105263156,607.4318181818181,752.3076923076923,409.8,21.70948333333333
696,130.0,230.63333333333333,191.73076923076923,737.0,878.2692307692307,756.7222222222222,751.3870967741935,141.76923076923077,314.72727272727275,435.5,605.0,777.3076923076923,394.8,21.74072
697,152.6969696969697,248.53333333333333,207.23076923076923,697.6279069767442,949.5576923076923,860.0555555555555,792.0322580645161,135.34615384615384,318.15909090909093,441.3157894736842,607.0227272727273,771.3846153846154,410.93333333333334,21.771956666666668
698,144.21212121212122,216.43333333333334,211.19230769230768,743.953488372093,963.8076923076923,860.3055555555555,754.0322580645161,144.30769230769232,305.5681818181818,427.3157894736842,642.3863636363636,840.9230769230769,370.76666666666665,21.803193333333333
699,136.36363636363637,223.83333333333334,210.23076923076923,757.8837209302326,931.7307692307693,793.8888888888889,743.3225806451613,130.6153846153846,304.47727272727275,442.39473684210526,630.9090909090909,741.1923076923077,395.56666666666666,21.83443
700,128.6969696969697,218.36666666666667,227.5,733.2558139534884,930.4423076923077,826.4444444444445,692.7741935483871,130.03846153846155,291.77272727272725,434.89473684210526,634.5227272727273,711.1153846153846,363.06666666666666,21.865666666666666
701,122.81818181818181,218.4,199.26923076923077,720.0232558139535,940.2115384615385,807.7777777777778,766.1612903225806,132.03846153846155,280.45454545454544,413.42105263157896,653.4772727272727,717.3461538461538,376.7,21.896903333333334
702,136.0909090909091,220.33333333333334,224.76923076923077,720.3255813953489,953.0,826.5,785.5806451612904,149.5,266.6136363636364,425.4736842105263,616.0227272727273,730.3076923076923,427.6666666666667,21.92814
703,133.63636363636363,237.26666666666668,206.03846153846155,764.8139534883721,896.3461538461538,777.3888888888889,815.2258064516129,139.76923076923077,258.02272727272725,442.10526315789474,628.4090909090909,714.4615384615385,356.93333333333334,21.959376666666667
704,138.84848484848484,214.73333333333332,198.26923076923077,702.7674418604652,884.0769230769231,820.6111111111111,759.3548387096774,128.26923076923077,257.70454545454544,422.9736842105263,619.4545454545455,706.1923076923077,361.4,21.990613333333332
705,141.63636363636363,250.93333333333334,223.30769230769232,762.4418604651163,938.9615384615385,801.6388888888889,731.2903225806451,142.15384615384616,258.70454545454544,414.13157894736844,627.0454545454545,688.8076923076923,365.93333333333334,22.02185
706,130.24242424242425,230.56666666666666,223.76923076923077,718.9069767441861,978.25,783.3055555555555,724.3548387096774,130.69230769230768,243.25,411.1842105263158,594.75,754.6153846153846,408.5,22.053086666666665
707,141.78787878787878,216.46666666666667,213.23076923076923,770.5116279069767,948.7692307692307,824.7777777777778,748.258064516129,141.8846153846154,260.52272727272725,429.7368421052632,613.5909090909091,789.6153846153846,375.6666666666667,22.084323333333334
708,134.84848484848484,213.93333333333334,216.34615384615384,802.1162790697674,933.0192307692307,758.75,714.2903225806451,121.84615384615384,238.25,402.6842105263158,594.2045454545455,769.0769230769231,368.96666666666664,22.11556
709,145.3030303030303,220.53333333333333,225.19230769230768,740.4883720930233,928.3653846153846,764.7222222222222,785.3870967741935,123.84615384615384,231.6590909090909,400.3157894736842,627.3636363636364,743.0384615384615,423.53333333333336,22.146796666666667
710,153.06060606060606,183.6,235.73076923076923,762.3023255813954,897.9807692307693,878.8055555555555,737.0322580645161,138.96153846153845,215.72727272727272,381.6578947368421,622.7045454545455,736.1538461538462,391.06666666666666,22.17803333333333
711,146.9090909090909,220.86666666666667,214.07692307692307,743.1627906976744,887.5192307692307,756.6111111111111,787.3225806451613,138.03846153846155,228.63636363636363,410.6842105263158,576.7045454545455,735.4230769230769,399.8666666666667,22.20927
712,151.3939393939394,200.66666666666666,213.19230769230768,714.9767441860465,913.8269230769231,807.25,751.0322580645161,149.26923076923077,231.0909090909091,446.3157894736842,631.3409090909091,788.1538461538462,393.73333333333335,22.240506666666665
713,162.9090909090909,191.9,201.8846153846154,735.4883720930233,924.7115384615385,783.5555555555555,760.0,133.6153846153846,216.77272727272728,396.44736842105266,609.8863636363636,714.1538461538462,376.76666666666665,22.271743333333333
714,152.96969696969697,187.1,212.3846153846154,761.3023255813954,903.1730769230769,821.3888888888889,724.0,162.92307692307693,228.61363636363637,389.6842105263158,617.9545454545455,751.5769230769231,388.4,22.302979999999998
715,165.36363636363637,190.33333333333334,226.19230769230768,713.1860465116279,907.5769230769231,765.2777777777778,764.258064516129,182.07692307692307,236.13636363636363,390.10526315789474,625.0,689.5,412.73333333333335,22.334216666666666
716,183.1818181818182,187.16666666666666,214.15384615384616,717.7906976744187,899.2115384615385,808.4722222222222,727.516129032258,166.80769230769232,202.70454545454547,358.42105263157896,613.6363636363636,773.2307692307693,356.6666666666667,22.36545333333333
717,183.06060606060606,169.36666666666667,213.5,705.9302325581396,890.75,754.6944444444445,707.3870967741935,171.69230769230768,204.72727272727272,414.1842105263158,635.4090909090909,733.0384615384615,352.76666666666665,22.39669
718,204.96969696969697,159.16666666666666,183.80769230769232,731.4651162790698,908.9807692307693,753.1111111111111,809.0645161290323,202.34615384615384,192.13636363636363,379.89473684210526,622.2272727272727,777.9230769230769,371.26666666666665,22.427926666666668
719,216.54545454545453,151.36666666666667,184.80769230769232,686.5813953488372,842.0961538461538,787.4444444444445,722.0,214.8846153846154,194.8181818181818,413.0263157894737,565.9318181818181,733.1923076923077,339.5,22.459163333333333
720,223.06060606060606,158.13333333333333,194.19230769230768,761.8604651162791,897.5769230769231,756.5,713.2258064516129,222.15384615384616,201.3409090909091,399.2368421052632,628.4090909090909,670.0384615384615,414.43333333333334,22.4904
721,218.96969696969697,165.06666666666666,181.34615384615384,691.2325581395348,906.9807692307693,729.1111111111111,681.7741935483871,240.8846153846154,206.1818181818182,390.1578947368421,585.6136363636364,706.6538461538462,406.8333333333333,22.521636666666666
722,248.03030303030303,170.9,186.46153846153845,690.7674418604652,882.6538461538462,758.5833333333334,766.8387096774194,225.6153846153846,189.86363636363637,356.1842105263158,645.2272727272727,798.8461538461538,373.8,22.552873333333334
723,257.54545454545456,182.5,190.0,706.3023255813954,883.0,777.2777777777778,687.9354838709677,256.34615384615387,195.86363636363637,345.36842105263156,626.8409090909091,766.9615384615385,358.76666666666665,22.58411
724,244.5151515151515,166.96666666666667,189.30769230769232,746.9302325581396,924.6923076923077,736.9722222222222,732.7096774193549,295.5,188.8409090909091,346.2631578947368,547.4772727272727,720.6538461538462,355.6333333333333,22.615346666666667
725,268.1818181818182,174.56666666666666,194.65384615384616,704.8372093023256,904.9807692307693,770.1111111111111,688.0322580645161,276.46153846153845,204.13636363636363,347.13157894736844,600.6363636363636,735.0769230769231,361.3666666666667,22.646583333333332
726,278.969696969697,150.2,189.03846153846155,715.6976744186046,854.8461538461538,738.3055555555555,708.3548387096774,290.0,191.5,339.3157894736842,605.5,732.8846153846154,383.06666666666666,22.67782
727,277.90909090909093,159.33333333333334,201.03846153846155,716.8837209302326,935.5769230769231,727.0277777777778,721.1935483870968,312.5,203.9318181818182,353.3157894736842,626.75,713.3846153846154,364.6333333333333,22.709056666666665
728,302.06060606060606,150.2,199.53846153846155,734.7441860465116,877.8461538461538,776.6666666666666,735.2903225806451,294.88461538461536,194.8181818181818,333.57894736842104,601.2272727272727,702.4615384615385,319.53333333333336,22.740293333333334
729,298.1515151515151,181.3,176.1153846153846,661.5581395348837,931.1153846153846,783.3611111111111,748.1612903225806,304.0,190.9090909090909,314.8157894736842,599.1136363636364,726.0769230769231,379.1666666666667,22.77153
730,306.27272727272725,169.83333333333334,181.57692307692307,655.0,881.6346153846154,767.9722222222222,689.6774193548387,326.0,197.8409090909091,311.63157894736844,612.1590909090909,711.4615384615385,373.43333333333334,22.802766666666667
731,287.1515151515151,164.83333333333334,194.80769230769232,685.8372093023256,927.2884615384615,726.4722222222222,714.3870967741935,335.8076923076923,198.86363636363637,318.5,586.6136363636364,661.8461538461538,400.23333333333335,22.83400333333333
732,300.45454545454544,180.9,185.76923076923077,722.4418604651163,916.9423076923077,801.4166666666666,695.3548387096774,322.5,200.9090909090909,292.3157894736842,581.8863636363636,709.8076923076923,341.06666666666666,22.86524
733,286.4848484848485,182.13333333333333,181.46153846153845,709.9302325581396,890.1923076923077,764.6388888888889,726.1290322580645,339.5,216.6818181818182,311.7105263157895,599.2045454545455,711.3846153846154,317.8,22.896476666666665
734,330.030303030303,164.26666666666668,190.03846153846155,694.9302325581396,873.8461538461538,749.8888888888889,703.9032258064516,331.11538461538464,209.63636363636363,248.89473684210526,608.7727272727273,734.7307692307693,377.56666666666666,22.927713333333333
735,320.5151515151515,179.96666666666667,161.69230769230768,659.2325581395348,841.3846153846154,725.4444444444445,683.3548387096774,367.65384615384613,206.29545454545453,266.5,598.5227272727273,686.1153846153846,356.5,22.958949999999998
736,291.1515151515151,192.6,154.92307692307693,660.1395348837209,870.8653846153846,716.0555555555555,714.1612903225806,296.38461538461536,215.1590909090909,259.60526315789474,632.2045454545455,731.0,362.0,22.990186666666666
737,282.6666666666667,205.0,166.80769230769232,643.8372093023256,896.5769230769231,771.9722222222222,728.9032258064516,356.38461538461536,221.36363636363637,243.89473684210526,598.6363636363636,671.3461538461538,387.3,23.02142333333333
738,357.3939393939394,192.26666666666668,164.76923076923077,674.2790697674419,874.2115384615385,747.9166666666666,710.483870967742,378.88461538461536,233.8181818181818,250.60526315789474,604.8181818181819,709.0769230769231,372.1666666666667,23.05266
739,329.09090909090907,222.46666666666667,154.42307692307693,686.9302325581396,844.9230769230769,737.3888888888889,697.3548387096774,333.8076923076923,229.9318181818182,252.71052631578948,607.5454545454545,795.7692307692307,372.3333333333333,23.083896666666668
740,340.7878787878788,222.33333333333334,159.46153846153845,658.2790697674419,885.1346153846154,751.5833333333334,756.3225806451613,367.88461538461536,239.4318181818182,233.3421052631579,593.3636363636364,763.0,375.1333333333333,23.115133333333333
741,387.3333333333333,210.36666666666667,145.23076923076923,657.0697674418604,875.7307692307693,686.3333333333334,756.8064516129032,350.0,244.4090909090909,220.18421052631578,585.2954545454545,775.4230769230769,374.6,23.14637
742,337.27272727272725,232.43333333333334,150.65384615384616,621.9302325581396,897.5384615384615,738.0277777777778,691.0,360.46153846153845,280.79545454545456,207.31578947368422,573.0454545454545,730.1538461538462,339.06666666666666,23.177606666666666
743,344.6969696969697,245.53333333333333,144.42307692307693,610.953488372093,872.7692307692307,720.3888888888889,713.6774193548387,361.96153846153845,291.1363636363636,219.8421052631579,593.0,752.6538461538462,363.06666666666666,23.208843333333334
744,360.57575757575756,267.2,148.3846153846154,610.9302325581396,874.1730769230769,731.8611111111111,699.4516129032259,406.9230769230769,310.90909090909093,198.18421052631578,560.0,721.9230769230769,355.3333333333333,23.24008
745,339.09090909090907,268.5,135.30769230769232,619.4651162790698,877.0192307692307,749.0277777777778,680.8387096774194,381.38461538461536,334.25,192.42105263157896,529.8181818181819,696.3846153846154,359.8333333333333,23.271316666666667
746,341.7878787878788,269.9,131.69230769230768,606.5581395348837,889.9230769230769,742.9444444444445,691.4193548387096,373.53846153846155,364.75,195.02631578947367,553.8409090909091,710.9230769230769,355.43333333333334,23.302553333333332
747,340.3939393939394,304.3333333333333,137.84615384615384,635.2325581395348,893.2884615384615,752.5,639.516129032258,349.61538461538464,350.97727272727275,202.5,591.4772727272727,749.8076923076923,370.8666666666667,23.33379
748,353.8484848484849,309.96666666666664,144.26923076923077,588.6046511627907,837.5769230769231,727.5555555555555,671.1290322580645,389.11538461538464,376.22727272727275,196.60526315789474,579.25,712.9615384615385,335.2,23.365026666666665
749,384.6969696969697,324.73333333333335,139.6153846153846,612.0697674418604,870.8076923076923,720.6111111111111,665.5483870967741,398.0,378.3636363636364,184.26315789473685,551.3863636363636,730.3461538461538,349.6,23.396263333333334
750,369.8787878787879,321.6333333333333,136.19230769230768,604.4418604651163,857.6538461538462,623.9444444444445,675.0322580645161,363.4230769230769,408.09090909090907,204.73684210526315,578.4090909090909,621.3076923076923,359.8333333333333,23.4275
751,379.27272727272725,338.8666666666667,152.53846153846155,592.2558139534884,879.9038461538462,755.0277777777778,643.8387096774194,415.96153846153845,439.47727272727275,191.6578947368421,538.0909090909091,707.6538461538462,370.26666666666665,23.458736666666667
752,341.09090909090907,344.1666666666667,131.84615384615384,558.5581395348837,830.7307692307693,765.3888888888889,645.741935483871,390.1923076923077,431.8181818181818,184.3684210526316,506.52272727272725,673.5,350.43333333333334,23.48997333333333
753,355.6969696969697,341.06666666666666,133.5,561.0697674418604,825.6923076923077,700.25,628.9032258064516,402.0769230769231,421.9318181818182,187.23684210526315,569.1590909090909,713.2692307692307,369.4,23.52121
754,353.93939393939394,364.8,136.1153846153846,561.2325581395348,848.3269230769231,713.0555555555555,621.0,351.61538461538464,455.97727272727275,181.31578947368422,558.0909090909091,642.0769230769231,339.26666666666665,23.552446666666665
755,356.3939393939394,398.1333333333333,132.03846153846155,571.5581395348837,826.3269230769231,731.8611111111111,660.9677419354839,418.11538461538464,439.15909090909093,184.89473684210526,551.9772727272727,608.6538461538462,352.1,23.583683333333333
756,366.4848484848485,370.3,134.53846153846155,544.7209302325581,834.1538461538462,739.1111111111111,621.9032258064516,369.5769230769231,453.45454545454544,193.60526315789474,552.0,686.9615384615385,325.5,23.614919999999998
757,334.6969696969697,430.8666666666667,134.42307692307693,530.0232558139535,830.4807692307693,720.0,649.1290322580645,416.34615384615387,499.1136363636364,175.07894736842104,535.75,621.6923076923077,323.1,23.646156666666666
758,352.45454545454544,398.2,148.26923076923077,531.2093023255813,848.2692307692307,715.5,609.6774193548387,371.2307692307692,485.79545454545456,188.78947368421052,507.15909090909093,615.2692307692307,342.26666666666665,23.677393333333335
759,353.06060606060606,373.96666666666664,144.57692307692307,515.4186046511628,841.3653846153846,757.4166666666666,575.5483870967741,387.0769230769231,522.5,187.07894736842104,484.02272727272725,629.3846153846154,347.93333333333334,23.70863
760,414.27272727272725,412.1,128.34615384615384,521.0232558139535,811.2307692307693,753.1944444444445,656.6129032258065,396.38461538461536,465.1363636363636,157.18421052631578,534.4772727272727,619.0384615384615,328.8666666666667,23.739866666666668
761,342.3636363636364,429.5,138.15384615384616,476.1860465116279,826.75,652.8055555555555,651.0967741935484,390.65384615384613,510.25,175.0,545.25,670.7692307692307,387.26666666666665,23.771103333333333
762,362.72727272727275,411.46666666666664,143.96153846153845,494.5348837209302,813.7692307692307,690.2222222222222,646.9677419354839,414.5769230769231,567.5909090909091,195.39473684210526,521.8181818181819,630.6153846153846,350.2,23.80234
763,376.030303030303,407.53333333333336,134.65384615384616,455.13953488372096,821.25,648.4722222222222,616.8064516129032,404.53846153846155,550.4318181818181,157.73684210526315,485.77272727272725,655.1538461538462,384.3666666666667,23.833576666666666
764,377.969696969697,384.0,137.34615384615384,426.90697674418607,788.3461538461538,747.1666666666666,628.1290322580645,445.96153846153845,544.8636363636364,162.47368421052633,496.02272727272725,660.3846153846154,347.1666666666667,23.864813333333334
765,364.72727272727275,422.46666666666664,129.19230769230768,425.95348837209303,848.7115384615385,677.1111111111111,592.3225806451613,404.11538461538464,605.3636363636364,182.6578947368421,504.1363636363636,590.8846153846154,354.1666666666667,23.89605
766,369.3030303030303,388.76666666666665,127.34615384615384,425.5813953488372,827.8653846153846,671.1111111111111,620.3548387096774,409.11538461538464,618.7272727272727,183.8421052631579,450.3636363636364,624.0769230769231,336.03333333333336,23.927286666666667
767,345.54545454545456,412.0,139.69230769230768,378.8837209302326,820.25,606.5555555555555,657.6451612903226,381.96153846153845,596.3863636363636,171.23684210526315,474.09090909090907,569.9230769230769,327.53333333333336,23.958523333333332
768,345.6363636363636,451.8,138.80769230769232,376.83720930232556,778.5961538461538,650.1111111111111,572.6774193548387,387.65384615384613,571.5454545454545,162.3684210526316,484.25,609.7692307692307,357.46666666666664,23.98976
769,348.6060606060606,438.6,130.53846153846155,342.8139534883721,752.1346153846154,594.8611111111111,605.483870967742,366.9230769230769,644.3863636363636,191.42105263157896,400.8863636363636,605.3076923076923,313.8666666666667,24.020996666666665
770,383.45454545454544,421.56666666666666,145.3846153846154,342.5813953488372,746.0384615384615,647.3055555555555,606.3870967741935,449.0769230769231,588.4772727272727,182.26315789473685,413.45454545454544,582.6923076923077,304.8,24.052233333333334
771,357.2121212121212,441.96666666666664,140.26923076923077,352.9767441860465,775.1538461538462,627.0555555555555,589.8387096774194,391.1923076923077,654.0454545454545,185.3684210526316,409.29545454545456,600.6538461538462,346.26666666666665,24.08347
772,362.7878787878788,457.6333333333333,125.23076923076923,326.3720930232558,768.0384615384615,601.8333333333334,587.741935483871,381.34615384615387,593.1590909090909,182.47368421052633,448.8636363636364,640.5384615384615,370.8666666666667,24.114706666666667
773,411.0,430.8666666666667,132.69230769230768,318.3720930232558,725.1730769230769,616.4444444444445,666.2258064516129,393.88461538461536,634.25,191.68421052631578,428.3863636363636,591.1923076923077,348.03333333333336,24.14594333333333
774,369.1212121212121,445.9,134.0,320.1860465116279,793.0192307692307,593.25,622.516129032258,393.5769230769231,627.0227272727273,160.39473684210526,417.95454545454544,586.8461538461538,300.3333333333333,24.17718
775,368.24242424242425,430.26666666666665,117.3076923076923,309.1860465116279,773.1923076923077,626.8888888888889,588.7741935483871,421.2692307692308,658.6818181818181,158.23684210526315,374.1818181818182,577.1538461538462,319.6666666666667,24.208416666666665
776,387.1515151515151,462.1333333333333,140.07692307692307,337.0,824.4230769230769,621.3888888888889,595.2903225806451,402.53846153846155,648.9545454545455,168.8684210526316,348.65909090909093,621.6153846153846,345.1666666666667,24.239653333333333
777,438.42424242424244,415.8666666666667,122.0,287.5348837209302,790.0192307692307,615.6388888888889,581.0,432.61538461538464,699.1818181818181,180.57894736842104,357.04545454545456,592.6538461538462,305.76666666666665,24.270889999999998
778,360.6666666666667,421.4,124.11538461538461,294.93023255813955,785.0384615384615,593.7777777777778,647.6451612903226,394.6923076923077,697.0681818181819,176.42105263157896,322.77272727272725,531.7307692307693,310.76666666666665,24.302126666666666
779,335.09090909090907,441.8,129.15384615384616,261.2093023255814,793.2884615384615,602.7222222222222,595.0322580645161,382.88461538461536,659.8181818181819,181.52631578947367,322.15909090909093,584.3076923076923,328.2,24.333363333333335
780,354.06060606060606,440.0,147.53846153846155,248.04651162790697,737.25,577.1944444444445,628.8387096774194,396.84615384615387,688.25,197.78947368421052,306.84090909090907,575.6153846153846,304.6,24.3646
781,369.27272727272725,480.8,139.30769230769232,282.06976744186045,802.0769230769231,617.7777777777778,631.8709677419355,411.5,669.5681818181819,197.1315789473684,307.5,592.0769230769231,314.3,24.395836666666668
782,393.06060606060606,444.6333333333333,124.6923076923077,269.09302325581393,796.75,561.1111111111111,585.0,459.7307692307692,731.0454545454545,195.10526315789474,290.8863636363636,617.0769230769231,315.96666666666664,24.427073333333333
783,358.90909090909093,483.2,147.69230769230768,251.09302325581396,764.75,604.2777777777778,627.2258064516129,428.1923076923077,674.8863636363636,208.8684210526316,293.52272727272725,616.2692307692307,330.8,24.45831
