,A02l_A4R,A02l_A5R,A02l_A6R,A02l_A7R,A02l_A3L,A02l_A4L,A02l_A5L,A02l_A6L,A02l_A7L,time
310,349.2105263157895,441.188679245283,792.1515151515151,708.5,404.89130434782606,484.3235294117647,394.8095238095238,358.1578947368421,511.7959183673469,9.638571666666667
311,334.8421052631579,418.75471698113205,824.7878787878788,687.0,405.39130434782606,495.44117647058823,430.3333333333333,346.0,505.2448979591837,9.669663833333333
312,375.57894736842104,450.2830188679245,775.3787878787879,745.1538461538462,415.0652173913044,503.2352941176471,418.23809523809524,384.9736842105263,535.2857142857143,9.700756
313,370.5,430.3207547169811,781.9090909090909,724.8269230769231,398.5652173913044,458.1470588235294,420.26190476190476,359.57894736842104,494.8979591836735,9.731848166666667
314,322.8157894736842,443.62264150943395,775.5757575757576,710.3846153846154,410.80434782608694,473.61764705882354,442.07142857142856,379.1842105263158,493.2857142857143,9.762940333333333
315,360.07894736842104,464.07547169811323,789.7575757575758,751.4230769230769,407.1304347826087,492.61764705882354,387.5238095238095,383.6842105263158,535.5918367346939,9.7940325
316,357.0,427.20754716981133,769.4242424242424,750.0769230769231,395.3478260869565,498.8529411764706,406.6904761904762,344.10526315789474,530.0408163265306,9.825124666666667
317,361.39473684210526,446.60377358490564,823.1363636363636,732.6346153846154,405.5217391304348,470.70588235294116,395.23809523809524,366.2894736842105,518.9795918367347,9.856216833333333
318,347.9736842105263,419.9622641509434,792.5151515151515,783.1923076923077,402.7173913043478,505.44117647058823,375.3333333333333,354.9736842105263,494.0408163265306,9.887309
319,330.7368421052632,443.41509433962267,766.0,767.0192307692307,403.4130434782609,468.88235294117646,419.6190476190476,364.6842105263158,508.8775510204082,9.918401166666667
320,352.3421052631579,437.8301886792453,804.8484848484849,736.8653846153846,382.5869565217391,475.70588235294116,407.6904761904762,353.4736842105263,511.48979591836735,9.949493333333333
321,355.7105263157895,421.188679245283,747.4242424242424,715.1153846153846,397.39130434782606,486.61764705882354,402.6904761904762,356.5,525.0408163265306,9.9805855
322,334.2368421052632,436.33962264150944,716.9242424242424,725.6346153846154,412.7391304347826,521.9705882352941,402.0,361.89473684210526,521.1836734693877,10.011677666666667
323,372.42105263157896,435.75471698113205,784.0,709.3269230769231,409.5,470.79411764705884,418.4047619047619,365.05263157894734,533.6326530612245,10.042769833333333
324,367.0,437.2830188679245,759.6666666666666,718.6153846153846,388.69565217391306,480.47058823529414,397.23809523809524,356.57894736842104,527.6326530612245,10.073862
325,360.60526315789474,432.60377358490564,766.7272727272727,740.0192307692307,407.0,487.5,395.2142857142857,342.1842105263158,520.3469387755102,10.104954166666667
326,349.13157894736844,427.52830188679246,777.6666666666666,751.7115384615385,379.2391304347826,488.1764705882353,405.5,368.1842105263158,500.6326530612245,10.136046333333333
327,350.55263157894734,447.1132075471698,732.7121212121212,727.0961538461538,406.3478260869565,460.94117647058823,425.4047619047619,371.13157894736844,539.204081632653,10.1671385
328,362.86842105263156,428.3018867924528,744.5909090909091,704.8076923076923,379.69565217391306,527.2058823529412,392.2142857142857,394.1578947368421,556.0,10.198230666666667
329,370.05263157894734,440.24528301886795,765.2272727272727,724.9230769230769,403.7608695652174,505.8235294117647,397.1904761904762,401.7894736842105,560.1020408163265,10.229322833333333
330,355.5,427.3207547169811,760.8636363636364,739.3461538461538,420.32608695652175,458.47058823529414,406.3333333333333,361.4736842105263,488.7142857142857,10.260415
331,350.3421052631579,435.8301886792453,763.3484848484849,696.6153846153846,419.45652173913044,467.2352941176471,440.6190476190476,382.86842105263156,506.38775510204084,10.291507166666667
332,389.57894736842104,434.1320754716981,737.4090909090909,749.6538461538462,365.5217391304348,462.44117647058823,438.8809523809524,369.13157894736844,540.0204081632653,10.322599333333333
333,303.44736842105266,455.9622641509434,715.3333333333334,726.3846153846154,365.9130434782609,496.6470588235294,378.5,372.2105263157895,547.6122448979592,10.3536915
334,397.2894736842105,438.1698113207547,746.7878787878788,701.3461538461538,359.82608695652175,469.4117647058824,420.73809523809524,369.60526315789474,498.7755102040816,10.384783666666667
335,357.6842105263158,447.75471698113205,731.2575757575758,715.2884615384615,379.10869565217394,499.2647058823529,410.04761904761904,328.0263157894737,470.53061224489795,10.415875833333333
336,346.92105263157896,434.3018867924528,746.2727272727273,705.6538461538462,378.45652173913044,502.44117647058823,375.85714285714283,377.1578947368421,505.2040816326531,10.446968
337,319.05263157894734,440.8301886792453,699.3484848484849,751.4038461538462,381.3478260869565,501.79411764705884,396.9761904761905,384.2894736842105,467.9795918367347,10.478060166666667
338,363.10526315789474,434.66037735849056,737.9242424242424,739.7307692307693,388.7826086956522,523.8529411764706,403.92857142857144,358.42105263157896,489.7551020408163,10.509152333333333
339,359.42105263157896,441.58490566037733,707.8484848484849,722.9230769230769,395.6304347826087,478.97058823529414,383.76190476190476,358.60526315789474,478.7551020408163,10.5402445
340,356.7105263157895,442.9622641509434,696.9242424242424,734.6923076923077,384.0217391304348,518.0294117647059,386.6666666666667,359.60526315789474,502.85714285714283,10.571336666666667
341,325.7368421052632,451.8301886792453,760.4090909090909,746.1346153846154,386.1304347826087,490.52941176470586,414.26190476190476,379.2105263157895,539.469387755102,10.602428833333333
342,392.8157894736842,438.33962264150944,751.3484848484849,710.9615384615385,392.2391304347826,496.20588235294116,404.54761904761904,379.5,522.3265306122449,10.633521
343,327.89473684210526,435.47169811320754,739.0757575757576,742.9615384615385,385.67391304347825,497.29411764705884,400.7857142857143,363.7631578947368,532.3265306122449,10.664613166666667
344,350.7368421052632,440.188679245283,749.6818181818181,737.6538461538462,381.82608695652175,466.6470588235294,398.64285714285717,361.2368421052632,485.42857142857144,10.695705333333333
345,361.6578947368421,423.62264150943395,741.3181818181819,713.0,399.4130434782609,493.5882352941176,402.85714285714283,377.9736842105263,506.46938775510205,10.7267975
346,386.3157894736842,435.2830188679245,723.2424242424242,744.7884615384615,393.0869565217391,480.2647058823529,433.7857142857143,372.39473684210526,545.795918367347,10.757889666666667
347,356.36842105263156,427.1698113207547,754.439393939394,727.7115384615385,380.5217391304348,491.5,388.5,388.1578947368421,488.9387755102041,10.788981833333333
348,331.7105263157895,438.66037735849056,727.1212121212121,718.5961538461538,363.5217391304348,533.4117647058823,349.1904761904762,348.9736842105263,530.4081632653061,10.820074
349,357.10526315789474,436.9433962264151,756.8333333333334,712.8076923076923,360.7173913043478,480.7352941176471,398.2142857142857,388.6842105263158,492.61224489795916,10.851166166666667
350,358.8421052631579,422.7358490566038,725.1969696969697,675.9615384615385,372.04347826086956,472.29411764705884,421.4761904761905,353.4736842105263,518.7755102040817,10.882258333333333
351,324.44736842105266,412.9433962264151,731.469696969697,733.0384615384615,365.69565217391306,493.1764705882353,420.5238095238095,364.92105263157896,529.0816326530612,10.9133505
352,343.1578947368421,437.41509433962267,744.6212121212121,686.0,379.89130434782606,501.05882352941177,405.5952380952381,365.94736842105266,501.14285714285717,10.944442666666667
353,345.89473684210526,431.22641509433964,773.3333333333334,687.9807692307693,404.0869565217391,511.38235294117646,410.4761904761905,387.0,499.46938775510205,10.975534833333333
354,366.1578947368421,444.35849056603774,753.9848484848485,689.2307692307693,367.45652173913044,485.11764705882354,393.9047619047619,374.3421052631579,503.9387755102041,11.006627
355,343.4736842105263,433.75471698113205,720.4848484848485,737.5,388.7391304347826,520.5882352941177,390.85714285714283,405.2894736842105,505.81632653061223,11.037719166666667
356,351.63157894736844,422.8490566037736,763.8939393939394,707.0961538461538,387.80434782608694,505.6470588235294,353.9047619047619,377.94736842105266,495.18367346938777,11.068811333333333
357,333.7105263157895,433.79245283018867,738.1363636363636,671.5961538461538,368.0869565217391,477.02941176470586,381.1904761904762,388.0263157894737,480.2857142857143,11.0999035
358,363.13157894736844,440.07547169811323,756.9242424242424,726.6153846153846,382.5,467.47058823529414,406.4047619047619,335.63157894736844,523.6734693877551,11.130995666666667
359,343.07894736842104,430.54716981132077,714.2272727272727,687.5,383.7608695652174,494.0882352941176,395.7857142857143,369.2894736842105,493.0612244897959,11.162087833333334
360,361.92105263157896,437.79245283018867,752.8636363636364,696.0576923076923,371.3695652173913,509.2352941176471,383.8333333333333,356.1842105263158,498.55102040816325,11.19318
361,342.1842105263158,409.54716981132077,701.7121212121212,725.1538461538462,352.6304347826087,480.5,382.7142857142857,388.6578947368421,502.0816326530612,11.224272166666667
362,319.07894736842104,382.07547169811323,686.3181818181819,721.6538461538462,370.8478260869565,478.55882352941177,396.42857142857144,367.55263157894734,511.7551020408163,11.255364333333334
363,321.8157894736842,407.07547169811323,698.1212121212121,715.9807692307693,392.9782608695652,482.29411764705884,382.4047619047619,386.13157894736844,470.0204081632653,11.2864565
364,381.10526315789474,442.77358490566036,720.2878787878788,722.8269230769231,374.4130434782609,508.6764705882353,368.23809523809524,366.6578947368421,525.0204081632653,11.317548666666667
365,318.1578947368421,430.188679245283,715.439393939394,756.8269230769231,384.04347826086956,503.88235294117646,397.0,349.4736842105263,500.42857142857144,11.348640833333334
366,344.2894736842105,398.9056603773585,704.939393939394,710.0576923076923,375.4347826086956,480.79411764705884,379.73809523809524,371.8421052631579,513.0408163265306,11.379733
367,336.7894736842105,446.5660377358491,676.1212121212121,658.7692307692307,394.7826086956522,493.55882352941177,421.9761904761905,356.05263157894734,521.8571428571429,11.410825166666667
368,333.36842105263156,426.1132075471698,709.4848484848485,713.3269230769231,353.0,479.0882352941176,433.26190476190476,344.57894736842104,491.42857142857144,11.441917333333334
369,320.8157894736842,426.92452830188677,724.4090909090909,704.8846153846154,377.9782608695652,466.52941176470586,375.9047619047619,355.94736842105266,477.3061224489796,11.4730095
370,365.44736842105266,424.1509433962264,755.2878787878788,701.4038461538462,372.7826086956522,487.70588235294116,394.1904761904762,361.0263157894737,503.0204081632653,11.504101666666667
371,339.2631578947368,404.45283018867923,665.4848484848485,716.8461538461538,365.60869565217394,463.6764705882353,360.5238095238095,338.36842105263156,486.51020408163265,11.535193833333334
372,336.3157894736842,411.64150943396226,697.1212121212121,711.9615384615385,368.4347826086956,491.6764705882353,386.64285714285717,372.8421052631579,529.7755102040817,11.566286
373,357.55263157894734,438.47169811320754,715.560606060606,771.4038461538462,381.67391304347825,468.47058823529414,386.2142857142857,341.0,532.1632653061224,11.597378166666667
374,351.1578947368421,452.77358490566036,667.5,721.6153846153846,359.67391304347825,525.6764705882352,365.9047619047619,364.2894736842105,546.2857142857143,11.628470333333334
375,362.05263157894734,417.41509433962267,714.6515151515151,747.9230769230769,395.7391304347826,493.44117647058823,424.6904761904762,388.2631578947368,540.8367346938776,11.6595625
376,348.5,416.39622641509436,703.6969696969697,722.3846153846154,403.3695652173913,473.38235294117646,395.5952380952381,360.1578947368421,520.204081632653,11.690654666666667
377,367.36842105263156,426.0188679245283,695.8030303030303,723.6923076923077,393.19565217391306,464.0,385.4761904761905,339.8157894736842,521.7142857142857,11.721746833333334
378,345.36842105263156,429.188679245283,686.4848484848485,713.3461538461538,422.45652173913044,454.1470588235294,418.76190476190476,372.10526315789474,498.2244897959184,11.752839
379,364.60526315789474,429.39622641509436,715.5757575757576,689.4615384615385,377.4130434782609,451.9117647058824,396.6190476190476,400.6578947368421,514.5918367346939,11.783931166666667
380,330.07894736842104,408.60377358490564,657.469696969697,712.9230769230769,373.4347826086956,448.3529411764706,413.6904761904762,358.7368421052632,503.44897959183675,11.815023333333334
381,348.63157894736844,370.0566037735849,686.0,728.6538461538462,381.9347826086956,490.6764705882353,374.07142857142856,377.7894736842105,526.0408163265306,11.8461155
382,336.4736842105263,431.60377358490564,670.6515151515151,710.2692307692307,350.6304347826087,417.1764705882353,363.7857142857143,378.8421052631579,523.1632653061224,11.877207666666667
383,334.42105263157896,410.3018867924528,657.9090909090909,720.4423076923077,369.7608695652174,505.8529411764706,391.54761904761904,362.10526315789474,497.7142857142857,11.908299833333334
384,333.42105263157896,403.811320754717,692.6818181818181,737.2115384615385,402.30434782608694,453.7647058823529,408.0952380952381,355.7894736842105,504.59183673469386,11.939392
385,317.3421052631579,402.92452830188677,699.6818181818181,689.5576923076923,393.6304347826087,503.7352941176471,354.54761904761904,368.39473684210526,493.8979591836735,11.970484166666667
386,335.89473684210526,421.1509433962264,663.7424242424242,707.0384615384615,374.9347826086956,459.8529411764706,382.26190476190476,366.5,482.83673469387753,12.001576333333334
387,328.89473684210526,413.8490566037736,698.6818181818181,735.0384615384615,360.8478260869565,459.6764705882353,374.9047619047619,355.0,495.9795918367347,12.0326685
388,350.2631578947368,370.5660377358491,691.2878787878788,718.8653846153846,394.5652173913044,503.8235294117647,350.64285714285717,349.55263157894734,503.81632653061223,12.063760666666667
389,337.3421052631579,420.8301886792453,717.0,752.6346153846154,393.4130434782609,435.38235294117646,366.76190476190476,328.63157894736844,520.8775510204082,12.094852833333334
390,360.44736842105266,410.9622641509434,693.1212121212121,731.8461538461538,372.60869565217394,520.3823529411765,352.26190476190476,320.44736842105266,506.16326530612247,12.125945
391,348.2631578947368,407.66037735849056,718.8484848484849,748.4807692307693,369.60869565217394,463.11764705882354,394.23809523809524,381.6578947368421,496.6530612244898,12.157037166666667
392,327.05263157894734,413.62264150943395,719.0,698.2884615384615,367.39130434782606,478.20588235294116,364.85714285714283,365.1578947368421,457.8979591836735,12.188129333333334
393,359.63157894736844,399.7358490566038,680.2272727272727,718.8076923076923,375.0652173913044,467.1764705882353,371.64285714285717,349.60526315789474,513.5918367346939,12.2192215
394,327.0263157894737,423.0566037735849,670.7727272727273,708.8461538461538,401.19565217391306,460.1470588235294,402.5238095238095,358.42105263157896,492.8775510204082,12.250313666666667
395,329.7105263157895,387.8490566037736,712.6969696969697,709.2307692307693,346.19565217391306,487.8235294117647,405.9047619047619,358.94736842105266,512.1224489795918,12.281405833333334
396,345.60526315789474,416.50943396226415,715.0454545454545,718.5576923076923,359.0,482.47058823529414,366.4047619047619,353.42105263157896,491.0408163265306,12.312498
397,302.7894736842105,416.6981132075472,706.5909090909091,739.9807692307693,356.7826086956522,510.70588235294116,373.9761904761905,358.13157894736844,493.6326530612245,12.343590166666667
398,340.0263157894737,404.41509433962267,685.7272727272727,717.5769230769231,378.19565217391306,471.97058823529414,358.9047619047619,359.6842105263158,493.42857142857144,12.374682333333334
399,324.55263157894734,414.6792452830189,698.939393939394,734.8653846153846,370.54347826086956,493.97058823529414,360.45238095238096,355.1578947368421,505.8979591836735,12.4057745
400,347.2368421052632,427.4339622641509,645.8181818181819,721.6153846153846,356.8695652173913,459.88235294117646,381.23809523809524,359.42105263157896,498.1224489795918,12.436866666666667
401,357.1842105263158,422.188679245283,681.969696969697,737.9807692307693,397.39130434782606,457.9117647058824,360.42857142857144,339.2631578947368,472.83673469387753,12.467958833333334
402,327.05263157894734,403.35849056603774,679.5909090909091,717.5769230769231,393.0,446.79411764705884,357.6190476190476,375.7368421052632,466.1020408163265,12.499051
403,314.6842105263158,406.39622641509436,686.969696969697,748.7692307692307,365.3695652173913,528.2058823529412,387.6190476190476,360.2105263157895,452.1020408163265,12.530143166666667
404,333.89473684210526,384.7169811320755,711.0151515151515,758.3076923076923,386.5869565217391,464.02941176470586,380.3809523809524,381.5263157894737,478.0408163265306,12.561235333333334
405,338.2105263157895,399.45283018867923,710.9090909090909,759.6730769230769,367.4782608695652,473.7352941176471,352.76190476190476,334.2105263157895,514.469387755102,12.5923275
406,346.0263157894737,399.1132075471698,693.560606060606,766.0961538461538,365.2608695652174,499.88235294117646,400.0952380952381,331.42105263157896,497.46938775510205,12.623419666666667
407,318.07894736842104,376.50943396226415,711.6363636363636,717.1153846153846,358.39130434782606,463.2647058823529,381.2142857142857,365.07894736842104,512.4081632653061,12.654511833333334
408,318.2631578947368,382.8490566037736,681.8333333333334,719.2692307692307,362.4347826086956,488.70588235294116,355.6190476190476,332.7105263157895,502.0204081632653,12.685604
409,310.44736842105266,382.41509433962267,684.3484848484849,710.1538461538462,378.60869565217394,448.9117647058824,372.6190476190476,350.7368421052632,483.9183673469388,12.716696166666667
410,321.8421052631579,388.35849056603774,687.8939393939394,768.9423076923077,362.5652173913044,496.3529411764706,371.45238095238096,374.1578947368421,502.14285714285717,12.747788333333334
411,355.2631578947368,369.0188679245283,669.469696969697,738.9807692307693,381.1521739130435,495.3235294117647,360.7142857142857,334.13157894736844,480.2040816326531,12.7788805
412,334.2368421052632,383.50943396226415,674.7575757575758,708.5192307692307,382.67391304347825,455.3529411764706,389.95238095238096,372.13157894736844,469.7142857142857,12.809972666666667
413,330.94736842105266,414.79245283018867,680.3181818181819,732.4038461538462,364.39130434782606,446.6470588235294,343.9761904761905,355.86842105263156,513.0816326530612,12.841064833333334
414,312.5,414.9811320754717,655.3484848484849,727.6538461538462,369.17391304347825,455.0882352941176,379.3809523809524,359.2894736842105,496.6734693877551,12.872157
415,307.6578947368421,432.39622641509436,667.469696969697,749.9615384615385,349.5,450.97058823529414,361.9761904761905,349.94736842105266,524.795918367347,12.903249166666667
416,336.5,377.62264150943395,647.2727272727273,723.0192307692307,352.0652173913044,474.0882352941176,373.07142857142856,322.2631578947368,487.51020408163265,12.934341333333334
417,343.13157894736844,388.92452830188677,680.3484848484849,730.5769230769231,370.6521739130435,443.7647058823529,374.6190476190476,332.2631578947368,451.81632653061223,12.9654335
418,344.44736842105266,375.62264150943395,636.6212121212121,768.3653846153846,347.4782608695652,494.1764705882353,380.0,369.13157894736844,505.46938775510205,12.996525666666667
419,323.7105263157895,387.49056603773585,683.6666666666666,695.1538461538462,361.1521739130435,475.6764705882353,386.3333333333333,334.1842105263158,442.9795918367347,13.027617833333334
420,317.86842105263156,408.22641509433964,650.5909090909091,719.25,361.04347826086956,451.6470588235294,370.0238095238095,321.5263157894737,463.2040816326531,13.05871
421,339.39473684210526,380.35849056603774,701.1060606060606,721.9038461538462,337.7173913043478,462.70588235294116,369.4761904761905,338.1842105263158,491.44897959183675,13.089802166666667
422,309.39473684210526,400.8490566037736,665.6212121212121,750.2692307692307,368.4347826086956,446.38235294117646,365.1904761904762,330.7105263157895,482.9387755102041,13.120894333333334
423,311.44736842105266,393.6792452830189,718.6060606060606,678.6923076923077,364.30434782608694,442.47058823529414,394.0,360.39473684210526,461.0408163265306,13.1519865
424,320.7105263157895,391.47169811320754,682.6060606060606,701.7307692307693,363.1521739130435,434.7647058823529,342.1666666666667,359.36842105263156,464.2448979591837,13.183078666666667
425,306.42105263157896,393.35849056603774,702.6666666666666,705.4423076923077,370.95652173913044,450.9117647058824,382.35714285714283,329.07894736842104,462.0204081632653,13.214170833333334
426,324.0,420.54716981132077,702.7575757575758,725.1538461538462,358.3695652173913,442.94117647058823,396.4047619047619,343.2368421052632,459.38775510204084,13.245263
427,333.05263157894734,423.8301886792453,701.1212121212121,743.5192307692307,366.6521739130435,486.9117647058824,374.5238095238095,337.8157894736842,483.3265306122449,13.276355166666667
428,337.5263157894737,417.811320754717,725.060606060606,702.1923076923077,365.0869565217391,440.6764705882353,353.2142857142857,347.07894736842104,454.0408163265306,13.307447333333334
429,312.5,391.39622641509436,758.530303030303,713.3076923076923,370.5,461.7647058823529,381.92857142857144,336.44736842105266,474.18367346938777,13.3385395
430,325.0263157894737,405.35849056603774,729.3636363636364,722.0192307692307,367.6521739130435,459.1764705882353,356.1904761904762,359.63157894736844,495.7959183673469,13.369631666666667
431,334.4736842105263,421.49056603773585,685.0151515151515,729.6730769230769,361.69565217391306,450.2647058823529,361.5,358.3421052631579,476.1224489795918,13.400723833333334
432,332.42105263157896,394.8490566037736,760.9848484848485,768.7115384615385,369.69565217391306,485.44117647058823,371.95238095238096,364.2368421052632,450.3265306122449,13.431816
433,327.94736842105266,399.9056603773585,734.4242424242424,724.7307692307693,366.9347826086956,480.2647058823529,334.76190476190476,347.5263157894737,458.9795918367347,13.462908166666667
434,345.86842105263156,382.49056603773585,709.8484848484849,737.3269230769231,402.2608695652174,497.88235294117646,344.6666666666667,356.10526315789474,476.81632653061223,13.494000333333334
435,320.86842105263156,384.8301886792453,716.6363636363636,705.7692307692307,394.60869565217394,489.1470588235294,351.7142857142857,362.6842105263158,467.9387755102041,13.5250925
436,325.5263157894737,421.39622641509436,732.2424242424242,728.4423076923077,366.89130434782606,474.5,349.45238095238096,332.60526315789474,494.3673469387755,13.556184666666667
437,311.10526315789474,390.20754716981133,730.6818181818181,732.3461538461538,366.39130434782606,429.6470588235294,339.14285714285717,340.36842105263156,508.9591836734694,13.587276833333334
438,310.9736842105263,380.8490566037736,726.7424242424242,684.0576923076923,378.7391304347826,488.6470588235294,387.5,322.10526315789474,475.8775510204082,13.618369
439,328.7368421052632,384.35849056603774,716.5,731.7307692307693,370.32608695652175,491.1470588235294,341.04761904761904,342.86842105263156,483.9183673469388,13.649461166666667
440,345.3157894736842,390.9056603773585,708.6969696969697,760.5384615384615,367.6304347826087,497.94117647058823,362.4761904761905,336.0,507.0816326530612,13.680553333333334
441,308.7894736842105,415.47169811320754,712.2121212121212,740.75,370.0217391304348,496.29411764705884,318.0238095238095,364.05263157894734,471.7959183673469,13.7116455
442,300.7631578947368,404.37735849056605,708.9242424242424,772.7884615384615,389.6521739130435,498.11764705882354,360.23809523809524,346.6842105263158,476.6530612244898,13.742737666666667
443,332.57894736842104,383.47169811320754,722.3030303030303,726.8846153846154,391.80434782608694,503.05882352941177,383.6190476190476,315.60526315789474,491.9795918367347,13.773829833333334
444,323.0263157894737,387.9433962264151,711.8787878787879,746.6730769230769,399.19565217391306,437.7647058823529,335.2142857142857,368.42105263157896,500.734693877551,13.804922
445,319.60526315789474,371.1698113207547,703.8181818181819,711.75,383.32608695652175,464.3235294117647,347.3809523809524,345.92105263157896,502.6326530612245,13.836014166666667
446,323.0,395.92452830188677,708.9242424242424,686.6923076923077,383.3695652173913,459.02941176470586,351.1666666666667,335.1842105263158,518.8571428571429,13.867106333333334
447,327.1842105263158,376.9622641509434,689.5757575757576,726.6538461538462,374.6304347826087,463.44117647058823,346.4761904761905,324.42105263157896,511.7551020408163,13.8981985
448,336.63157894736844,395.62264150943395,646.6515151515151,712.7884615384615,376.7391304347826,440.2352941176471,346.7857142857143,377.0,482.14285714285717,13.929290666666667
449,309.3421052631579,383.6792452830189,684.4090909090909,709.0384615384615,361.45652173913044,428.1764705882353,363.64285714285717,328.10526315789474,494.61224489795916,13.960382833333334
450,306.1842105263158,404.9433962264151,649.1969696969697,745.0769230769231,367.6304347826087,468.61764705882354,341.7142857142857,342.07894736842104,508.44897959183675,13.991475
451,342.9736842105263,392.0566037735849,666.2121212121212,735.25,370.39130434782606,471.5,358.7142857142857,363.2631578947368,495.48979591836735,14.022567166666667
452,314.2368421052632,378.7169811320755,658.4848484848485,729.7884615384615,367.39130434782606,478.44117647058823,346.57142857142856,323.05263157894734,512.2857142857143,14.053659333333334
453,309.5,382.8867924528302,616.2424242424242,704.0192307692307,380.17391304347825,480.94117647058823,374.5,347.2894736842105,490.0816326530612,14.0847515
454,328.4736842105263,367.39622641509436,662.9545454545455,732.8269230769231,384.7826086956522,469.1764705882353,347.0952380952381,336.1578947368421,485.51020408163265,14.115843666666667
455,311.9736842105263,412.7358490566038,645.6363636363636,664.8846153846154,390.80434782608694,453.44117647058823,340.14285714285717,353.7105263157895,507.7551020408163,14.146935833333334
456,314.7105263157895,401.0943396226415,673.969696969697,756.7692307692307,349.5,477.52941176470586,331.95238095238096,363.44736842105266,511.18367346938777,14.178028
457,326.5263157894737,382.0188679245283,650.1515151515151,740.4423076923077,391.4347826086956,462.05882352941177,327.8809523809524,335.86842105263156,480.0612244897959,14.209120166666667
458,311.5,389.0,667.439393939394,727.1153846153846,388.89130434782606,423.20588235294116,356.0952380952381,342.7105263157895,505.44897959183675,14.240212333333334
459,329.44736842105266,360.8867924528302,658.6515151515151,725.1153846153846,386.45652173913044,471.94117647058823,358.73809523809524,367.3157894736842,490.734693877551,14.2713045
460,312.7631578947368,400.0,653.2272727272727,744.2884615384615,362.45652173913044,484.9117647058824,338.3333333333333,372.2368421052632,494.38775510204084,14.302396666666667
461,314.3157894736842,394.7358490566038,629.1060606060606,723.4615384615385,373.5652173913044,481.52941176470586,353.3333333333333,353.5263157894737,502.1020408163265,14.333488833333334
462,294.07894736842104,388.49056603773585,668.8484848484849,717.6538461538462,388.0869565217391,482.55882352941177,353.4047619047619,350.5263157894737,487.3061224489796,14.364581000000001
463,289.55263157894734,411.37735849056605,700.0909090909091,717.0576923076923,347.45652173913044,480.70588235294116,348.3809523809524,340.7368421052632,455.7755102040816,14.395673166666667
464,324.1842105263158,405.64150943396226,632.0909090909091,705.8076923076923,358.95652173913044,474.3235294117647,334.6904761904762,375.94736842105266,472.0408163265306,14.426765333333334
465,287.63157894736844,405.5660377358491,676.0909090909091,683.8269230769231,383.30434782608694,456.2352941176471,362.42857142857144,365.89473684210526,463.7551020408163,14.457857500000001
466,319.1578947368421,404.2641509433962,694.530303030303,700.8846153846154,365.67391304347825,460.52941176470586,356.0,383.9736842105263,510.7142857142857,14.488949666666667
467,330.1842105263158,402.75471698113205,667.6818181818181,726.0192307692307,397.9347826086956,441.29411764705884,341.8333333333333,349.0,490.16326530612247,14.520041833333334
468,285.3421052631579,400.0943396226415,640.9545454545455,723.1153846153846,360.0652173913044,467.44117647058823,362.92857142857144,340.36842105263156,478.14285714285717,14.551134000000001
469,300.6578947368421,370.45283018867923,664.5,737.2115384615385,372.32608695652175,426.79411764705884,333.3095238095238,347.86842105263156,488.3265306122449,14.582226166666667
470,324.05263157894734,384.54716981132077,658.7121212121212,723.7307692307693,364.69565217391306,454.11764705882354,345.76190476190476,342.44736842105266,489.46938775510205,14.613318333333334
471,296.7631578947368,382.4339622641509,666.9090909090909,722.3461538461538,360.2391304347826,457.2352941176471,359.92857142857144,348.8157894736842,493.8775510204082,14.644410500000001
472,292.7894736842105,401.0,644.1060606060606,690.2307692307693,374.5869565217391,443.8235294117647,370.54761904761904,352.10526315789474,502.265306122449,14.675502666666667
473,351.7894736842105,374.0377358490566,690.0,686.4615384615385,363.5217391304348,462.52941176470586,351.42857142857144,341.9736842105263,474.57142857142856,14.706594833333334
474,308.07894736842104,372.24528301886795,668.7121212121212,688.5192307692307,372.7826086956522,441.70588235294116,337.73809523809524,348.3157894736842,476.6938775510204,14.737687000000001
475,299.4736842105263,421.47169811320754,649.7878787878788,692.0384615384615,372.69565217391306,421.8529411764706,353.73809523809524,339.8157894736842,465.9183673469388,14.768779166666667
476,319.6578947368421,410.07547169811323,662.1666666666666,715.2692307692307,389.67391304347825,475.55882352941177,327.9761904761905,355.3157894736842,513.5918367346939,14.799871333333334
477,349.7894736842105,374.07547169811323,667.3484848484849,732.5769230769231,358.95652173913044,436.3529411764706,355.45238095238096,337.2631578947368,488.3265306122449,14.830963500000001
478,315.1842105263158,370.77358490566036,641.9242424242424,754.2884615384615,391.39130434782606,474.61764705882354,343.8809523809524,328.55263157894734,488.14285714285717,14.862055666666667
479,288.4736842105263,393.6792452830189,712.4090909090909,715.0,367.17391304347825,457.97058823529414,322.2142857142857,320.5263157894737,474.48979591836735,14.893147833333334
480,340.44736842105266,386.2830188679245,644.7878787878788,726.9038461538462,378.0,444.4117647058824,393.8333333333333,339.3157894736842,480.0204081632653,14.924240000000001
481,330.8157894736842,392.188679245283,649.6666666666666,704.5192307692307,370.3478260869565,467.5,335.4047619047619,367.8421052631579,474.38775510204084,14.955332166666667
482,322.89473684210526,425.1509433962264,683.9848484848485,702.9230769230769,375.2391304347826,433.4117647058824,353.14285714285717,352.5,492.0816326530612,14.986424333333334
483,302.7631578947368,389.33962264150944,670.1212121212121,692.3461538461538,357.2391304347826,420.5,365.4761904761905,349.05263157894734,505.3265306122449,15.017516500000001
484,316.94736842105266,422.9433962264151,656.8030303030303,697.0192307692307,387.6521739130435,446.7647058823529,368.4761904761905,354.6578947368421,488.9183673469388,15.048608666666667
