,A02l_A2R,A02l_A3R,A02l_A4R,A02l_A5R,A02l_A6R,A02l_A7R,A02l_A2L,A02l_A3L,A02l_A4L,A02l_A5L,A02l_A6L,A02l_A7L,time
1142,917.5217391304348,982.0,1338.75,525.5681818181819,364.4255319148936,318.65909090909093,418.26666666666665,971.9,587.4722222222222,311.5806451612903,329.2682926829268,323.5660377358491,35.38620233333333
1143,912.0652173913044,912.1081081081081,1339.4107142857142,529.9318181818181,326.9574468085106,279.72727272727275,438.06666666666666,978.6,629.5555555555555,276.741935483871,295.2926829268293,338.58490566037733,35.4171885
1144,959.304347826087,913.7027027027027,1263.125,543.7727272727273,317.29787234042556,329.3636363636364,437.23333333333335,1009.2,630.4444444444445,316.8709677419355,301.3414634146341,328.7169811320755,35.44817466666667
1145,932.0,982.9459459459459,1365.0535714285713,536.4545454545455,359.51063829787233,307.1363636363636,402.4,929.1666666666666,633.8888888888889,335.96774193548384,312.6829268292683,320.62264150943395,35.47916083333333
1146,877.9130434782609,989.4324324324324,1243.2857142857142,506.1136363636364,324.2340425531915,298.95454545454544,433.8666666666667,947.1666666666666,579.2777777777778,342.16129032258067,332.5121951219512,329.50943396226415,35.510146999999996
1147,920.7608695652174,950.2432432432432,1331.2857142857142,526.7045454545455,329.3404255319149,329.3636363636364,415.1333333333333,1025.5666666666666,611.9166666666666,278.7741935483871,354.0243902439024,334.6792452830189,35.54113316666667
1148,863.1739130434783,921.3243243243244,1309.7857142857142,489.8863636363636,334.06382978723406,314.6136363636364,363.06666666666666,932.7666666666667,615.8333333333334,291.03225806451616,313.4146341463415,326.47169811320754,35.57211933333333
1149,920.304347826087,941.0,1293.1964285714287,580.25,345.74468085106383,291.47727272727275,418.73333333333335,1004.1333333333333,616.0833333333334,339.6774193548387,335.9024390243902,313.1132075471698,35.6031055
1150,893.0434782608696,967.7567567567568,1305.982142857143,563.3636363636364,347.25531914893617,304.3863636363636,432.2,981.5,637.3888888888889,315.0,340.9756097560976,338.1698113207547,35.63409166666666
1151,898.6739130434783,925.1621621621622,1302.375,570.0909090909091,342.8085106382979,301.45454545454544,444.23333333333335,968.0666666666667,566.6111111111111,351.7096774193548,324.7560975609756,320.811320754717,35.665077833333335
1152,955.5434782608696,1004.1891891891892,1327.0535714285713,567.7727272727273,331.59574468085106,303.79545454545456,401.5,1010.9,569.3333333333334,329.48387096774195,332.7073170731707,316.50943396226415,35.696064
1153,881.5434782608696,991.3243243243244,1292.017857142857,627.2272727272727,332.0851063829787,309.22727272727275,390.6666666666667,1058.8666666666666,597.9166666666666,309.19354838709677,334.0975609756098,324.22641509433964,35.727050166666665
1154,911.4130434782609,992.7027027027027,1333.1964285714287,616.7272727272727,352.1914893617021,320.90909090909093,445.93333333333334,926.7,555.5833333333334,351.8709677419355,335.1219512195122,323.0566037735849,35.75803633333333
1155,862.6521739130435,941.2972972972973,1316.0535714285713,633.2954545454545,366.0851063829787,329.25,417.1,1013.7333333333333,590.0833333333334,359.7096774193548,367.4146341463415,319.2641509433962,35.7890225
1156,906.5434782608696,965.5945945945946,1353.982142857143,670.25,370.78723404255317,313.84090909090907,422.7,958.7,606.2777777777778,366.03225806451616,387.8292682926829,312.1320754716981,35.820008666666666
1157,859.804347826087,918.7027027027027,1314.5535714285713,645.9090909090909,387.72340425531917,312.40909090909093,403.53333333333336,980.8333333333334,616.75,349.61290322580646,419.3658536585366,316.9433962264151,35.85099483333333
1158,913.5,965.5675675675676,1309.4642857142858,650.9090909090909,404.51063829787233,316.77272727272725,403.56666666666666,985.1333333333333,548.8333333333334,385.4193548387097,408.609756097561,329.79245283018867,35.881980999999996
1159,890.1304347826087,978.7297297297297,1350.7142857142858,693.7954545454545,370.29787234042556,291.6818181818182,403.96666666666664,956.6333333333333,625.9444444444445,415.2258064516129,429.609756097561,325.0,35.91296716666667
1160,874.9565217391304,930.918918918919,1274.6607142857142,672.6590909090909,436.3829787234043,310.1818181818182,422.2,898.3666666666667,556.5555555555555,460.7741935483871,450.8048780487805,319.8490566037736,35.94395333333333
1161,872.3260869565217,932.2162162162163,1340.392857142857,675.5909090909091,390.02127659574467,309.27272727272725,406.1666666666667,996.9666666666667,620.25,485.741935483871,441.390243902439,328.1320754716981,35.9749395
1162,855.8478260869565,971.7027027027027,1371.8392857142858,672.7727272727273,395.93617021276594,315.90909090909093,433.6333333333333,964.5333333333333,595.2222222222222,449.51612903225805,450.5609756097561,317.8679245283019,36.00592566666666
1163,901.0434782608696,996.2702702702703,1300.982142857143,628.8181818181819,402.1914893617021,314.5681818181818,372.3,927.9,599.8333333333334,407.1290322580645,478.2682926829268,355.52830188679246,36.036911833333335
1164,896.1739130434783,932.8108108108108,1289.0357142857142,643.9545454545455,384.4255319148936,331.54545454545456,380.43333333333334,1015.5,625.7222222222222,444.5806451612903,448.0243902439024,329.188679245283,36.067898
1165,908.4130434782609,942.3243243243244,1206.9285714285713,641.6136363636364,396.5531914893617,343.3863636363636,408.5,922.8333333333334,629.7222222222222,465.38709677419354,445.9512195121951,331.24528301886795,36.098884166666664
1166,919.0652173913044,934.2702702702703,1276.0535714285713,695.8181818181819,392.0,325.90909090909093,389.1333333333333,950.4666666666667,611.6111111111111,424.258064516129,443.9268292682927,340.92452830188677,36.12987033333333
1167,839.1304347826087,938.4864864864865,1294.3214285714287,687.2954545454545,408.2340425531915,332.6363636363636,385.96666666666664,916.5,596.1666666666666,431.5483870967742,444.8536585365854,354.188679245283,36.1608565
1168,855.4782608695652,954.8378378378378,1341.625,662.6818181818181,398.93617021276594,328.59090909090907,385.6333333333333,897.4,634.6666666666666,443.38709677419354,467.8048780487805,350.07547169811323,36.191842666666666
1169,821.195652173913,952.2432432432432,1274.4107142857142,697.2954545454545,424.4255319148936,329.02272727272725,444.1333333333333,943.3666666666667,626.6388888888889,453.19354838709677,498.8048780487805,340.33962264150944,36.22282883333333
1170,879.2173913043479,971.6486486486486,1229.9107142857142,675.0,449.40425531914894,314.95454545454544,397.6333333333333,894.1333333333333,592.1944444444445,453.741935483871,488.780487804878,350.8490566037736,36.253814999999996
1171,840.1521739130435,916.7567567567568,1277.6964285714287,701.0227272727273,460.17021276595744,334.22727272727275,435.03333333333336,892.8666666666667,587.4444444444445,461.258064516129,493.2682926829268,348.1132075471698,36.28480116666667
1172,867.4782608695652,966.918918918919,1316.142857142857,706.4772727272727,478.0425531914894,367.95454545454544,429.6333333333333,884.1,609.4444444444445,478.83870967741933,534.4878048780488,363.1509433962264,36.31578733333333
1173,862.7608695652174,914.6216216216217,1274.0714285714287,731.0681818181819,498.7659574468085,393.54545454545456,366.43333333333334,901.2666666666667,627.7222222222222,444.48387096774195,580.5853658536586,376.79245283018867,36.3467735
1174,873.804347826087,909.0540540540541,1355.375,681.3181818181819,506.5531914893617,414.52272727272725,388.3666666666667,901.7,579.3333333333334,439.5806451612903,556.6585365853658,379.60377358490564,36.37775966666666
1175,805.4130434782609,910.4324324324324,1268.9464285714287,695.0681818181819,461.0,442.9318181818182,443.96666666666664,898.1,618.5277777777778,480.38709677419354,527.0975609756098,377.9811320754717,36.408745833333334
1176,836.804347826087,840.918918918919,1283.3035714285713,646.4090909090909,479.1276595744681,473.97727272727275,407.8,911.3,589.3333333333334,429.3225806451613,611.8048780487804,443.75471698113205,36.439732
1177,772.7608695652174,891.2432432432432,1283.6785714285713,630.6590909090909,445.93617021276594,488.52272727272725,386.4,896.3,562.9722222222222,416.2258064516129,544.0975609756098,457.1320754716981,36.470718166666664
1178,824.5,869.9459459459459,1271.6607142857142,668.0,476.63829787234044,523.6136363636364,419.03333333333336,854.2666666666667,478.6666666666667,434.96774193548384,570.219512195122,458.0377358490566,36.50170433333333
1179,868.9782608695652,893.1891891891892,1242.607142857143,640.8863636363636,511.0851063829787,574.75,435.06666666666666,859.8,533.6944444444445,374.9032258064516,563.439024390244,511.50943396226415,36.5326905
1180,840.804347826087,819.6756756756756,1205.7142857142858,685.4090909090909,484.3829787234043,576.4772727272727,450.53333333333336,909.6333333333333,511.27777777777777,412.64516129032256,563.0,477.22641509433964,36.563676666666666
1181,794.6739130434783,841.2702702702703,1269.5535714285713,633.8409090909091,483.531914893617,635.9545454545455,408.4,814.6,551.9166666666666,420.4516129032258,603.219512195122,518.3018867924528,36.59466283333333
1182,806.0652173913044,822.1621621621622,1127.2857142857142,667.1818181818181,539.2765957446809,675.5909090909091,399.6666666666667,768.2,482.19444444444446,399.48387096774195,567.6829268292682,615.6792452830189,36.625648999999996
1183,828.4347826086956,792.5945945945946,1163.142857142857,562.6136363636364,556.3404255319149,705.5227272727273,429.3,795.7,490.02777777777777,377.6774193548387,608.8536585365854,598.811320754717,36.65663516666667
1184,777.4782608695652,814.4594594594595,1068.7857142857142,560.3409090909091,496.468085106383,744.6363636363636,400.3,810.9666666666667,481.55555555555554,378.16129032258067,576.5121951219512,657.0,36.68762133333333
1185,866.4782608695652,807.8648648648649,1084.375,514.4545454545455,488.4468085106383,785.8636363636364,445.8333333333333,803.1666666666666,407.55555555555554,374.5806451612903,567.0731707317074,685.3962264150944,36.7186075
1186,821.1521739130435,743.081081081081,1078.732142857143,569.3863636363636,528.4468085106383,842.7727272727273,363.96666666666664,797.3,468.47222222222223,350.9032258064516,578.7317073170732,728.0188679245283,36.74959366666666
1187,824.6521739130435,734.1621621621622,1019.5892857142857,514.2727272727273,508.4468085106383,847.6818181818181,373.1666666666667,792.1666666666666,413.30555555555554,374.06451612903226,565.8048780487804,780.433962264151,36.780579833333334
1188,840.2391304347826,724.5675675675676,1029.8214285714287,467.20454545454544,590.8936170212766,864.9318181818181,376.6333333333333,757.9666666666667,370.44444444444446,325.7096774193548,583.0975609756098,804.377358490566,36.811566
1189,793.695652173913,732.6756756756756,1008.8214285714286,471.34090909090907,561.4042553191489,870.7272727272727,416.8333333333333,748.7333333333333,353.27777777777777,341.0967741935484,583.829268292683,829.7547169811321,36.842552166666664
1190,857.0,727.3783783783783,986.6785714285714,428.8636363636364,598.7234042553191,913.75,400.6333333333333,741.1333333333333,369.22222222222223,324.06451612903226,580.7073170731708,826.7358490566038,36.87353833333333
1191,802.1739130434783,737.7837837837837,918.2857142857143,414.0,569.5531914893617,981.4545454545455,405.03333333333336,709.3666666666667,372.19444444444446,351.6774193548387,634.0487804878048,837.3584905660377,36.9045245
1192,829.4347826086956,677.8648648648649,883.8392857142857,408.84090909090907,642.4468085106383,999.7045454545455,401.5,743.6333333333333,343.6388888888889,336.03225806451616,678.5121951219512,897.433962264151,36.935510666666666
1193,802.5434782608696,662.4594594594595,836.6428571428571,384.3636363636364,650.6595744680851,994.0227272727273,410.23333333333335,695.7,345.5833333333333,324.4516129032258,621.780487804878,926.6037735849056,36.96649683333333
1194,853.1086956521739,632.4324324324324,786.625,426.47727272727275,674.2127659574468,1066.909090909091,372.6666666666667,697.9666666666667,334.27777777777777,291.80645161290323,642.5853658536586,978.5471698113207,36.997482999999995
1195,875.2608695652174,631.2162162162163,783.5178571428571,380.5681818181818,737.2978723404256,1080.4772727272727,369.6333333333333,611.7333333333333,319.72222222222223,293.83870967741933,636.5853658536586,937.5471698113207,37.02846916666667
1196,828.4347826086956,575.9459459459459,727.7857142857143,354.47727272727275,714.7872340425532,1149.159090909091,432.76666666666665,614.2333333333333,306.3333333333333,314.4193548387097,697.5853658536586,961.0,37.05945533333333
1197,854.1086956521739,580.8918918918919,691.0892857142857,354.47727272727275,757.5531914893617,1103.4318181818182,350.96666666666664,614.9666666666667,300.5,321.0,715.9024390243902,1005.377358490566,37.0904415
1198,832.7391304347826,603.3243243243244,644.8571428571429,339.6363636363636,777.5531914893617,1182.4318181818182,378.0,575.5,297.3611111111111,293.6774193548387,752.8780487804878,996.8867924528302,37.12142766666666
1199,861.0434782608696,603.2702702702703,641.9285714285714,353.34090909090907,806.9574468085107,1140.3181818181818,400.6666666666667,571.2,288.5833333333333,268.1290322580645,806.8780487804878,1029.6603773584907,37.152413833333334
1200,787.9565217391304,576.4594594594595,573.7321428571429,350.25,838.3191489361702,1142.090909090909,408.9,560.8333333333334,294.5833333333333,294.3225806451613,831.1219512195122,1027.0188679245282,37.1834
1201,873.0434782608696,591.2972972972973,601.5714285714286,339.0681818181818,850.3191489361702,1224.8181818181818,386.53333333333336,569.3,274.77777777777777,317.51612903225805,825.6829268292682,1063.0754716981132,37.214386166666664
1202,828.8478260869565,625.0,565.3571428571429,330.8181818181818,859.3191489361702,1191.3636363636363,399.3,535.3666666666667,263.02777777777777,296.4193548387097,864.5121951219512,1061.5849056603774,37.24537233333333
1203,871.6521739130435,610.4864864864865,476.01785714285717,337.6363636363636,941.5106382978723,1227.9318181818182,391.46666666666664,517.3333333333334,287.72222222222223,287.0,859.0487804878048,1042.2264150943397,37.2763585
1204,849.7391304347826,520.6216216216217,483.625,315.34090909090907,931.1702127659574,1163.1818181818182,385.1,471.93333333333334,288.05555555555554,270.9032258064516,863.5365853658536,1063.1132075471698,37.307344666666665
1205,771.6086956521739,535.5405405405405,485.76785714285717,354.40909090909093,960.9148936170212,1289.9545454545455,398.3333333333333,497.8666666666667,248.97222222222223,266.1290322580645,919.3414634146342,1056.7358490566037,37.33833083333333
1206,720.5434782608696,547.8648648648649,455.5,313.90909090909093,1077.1914893617022,1197.909090909091,391.3666666666667,480.43333333333334,258.05555555555554,294.5806451612903,969.1463414634146,1144.3207547169811,37.369316999999995
1207,768.7391304347826,507.3783783783784,454.0,319.6136363636364,1046.8085106382978,1256.4545454545455,373.8666666666667,442.8333333333333,295.22222222222223,295.4516129032258,1049.9024390243903,1145.0377358490566,37.40030316666667
1208,838.7608695652174,506.7567567567568,440.60714285714283,317.75,1101.5106382978724,1310.7272727272727,446.3,461.7,252.27777777777777,268.80645161290323,1016.4634146341464,1127.867924528302,37.43128933333333
1209,752.695652173913,457.43243243243245,426.07142857142856,342.0,1103.5106382978724,1358.5681818181818,386.7,418.2,267.8333333333333,259.6774193548387,1086.5853658536585,1139.5849056603774,37.4622755
1210,776.5,458.3783783783784,403.9642857142857,315.54545454545456,1148.787234042553,1260.6136363636363,394.6,425.73333333333335,236.22222222222223,287.0,1103.9756097560976,1134.7735849056603,37.49326166666666
1211,777.5,448.05405405405406,396.39285714285717,325.0681818181818,1223.659574468085,1469.7727272727273,397.1666666666667,410.1,259.97222222222223,305.93548387096774,1180.4878048780488,1186.622641509434,37.524247833333334
1212,754.6739130434783,412.6756756756757,384.42857142857144,310.34090909090907,1253.0425531914893,1419.3863636363637,381.43333333333334,405.1333333333333,261.1666666666667,308.9032258064516,1178.219512195122,1194.0188679245282,37.555234
1213,777.5217391304348,401.94594594594594,377.89285714285717,336.9318181818182,1274.2553191489362,1356.8636363636363,401.0,344.0,260.94444444444446,280.7096774193548,1194.5853658536585,1231.433962264151,37.58622016666666
1214,803.0869565217391,393.94594594594594,364.67857142857144,330.1363636363636,1364.595744680851,1442.2954545454545,328.8333333333333,394.23333333333335,260.3888888888889,286.7741935483871,1266.4146341463415,1247.8301886792453,37.61720633333333
1215,789.9347826086956,388.5405405405405,368.94642857142856,302.8863636363636,1248.3617021276596,1428.659090909091,410.8333333333333,394.93333333333334,232.47222222222223,285.5483870967742,1229.8536585365853,1227.3962264150944,37.6481925
1216,804.3478260869565,385.6216216216216,365.9642857142857,329.8181818181818,1346.2340425531916,1430.4318181818182,335.5,356.03333333333336,251.77777777777777,292.83870967741933,1282.3902439024391,1202.9811320754718,37.679178666666665
1217,791.2391304347826,335.02702702702703,369.17857142857144,332.20454545454544,1392.7021276595744,1490.5454545454545,367.56666666666666,333.5,241.16666666666666,264.0967741935484,1309.878048780488,1244.188679245283,37.71016483333333
1218,773.2391304347826,352.56756756756755,347.3392857142857,326.1363636363636,1361.8936170212767,1458.7954545454545,406.4,318.8,232.25,273.8709677419355,1349.3902439024391,1296.3962264150944,37.741150999999995
1219,742.2173913043479,324.02702702702703,339.89285714285717,319.09090909090907,1327.6170212765958,1469.0681818181818,360.8333333333333,328.06666666666666,262.5833333333333,308.0,1404.8536585365853,1231.0377358490566,37.77213716666667
1220,784.9130434782609,322.7567567567568,333.125,331.84090909090907,1415.7021276595744,1419.0454545454545,378.96666666666664,325.6,241.80555555555554,282.5483870967742,1403.878048780488,1288.132075471698,37.80312333333333
1221,732.1086956521739,309.94594594594594,337.1607142857143,340.84090909090907,1379.7659574468084,1472.2954545454545,378.96666666666664,308.93333333333334,241.33333333333334,305.16129032258067,1413.2682926829268,1297.6603773584907,37.8341095
1222,772.0434782608696,318.7567567567568,324.44642857142856,361.1818181818182,1420.595744680851,1444.409090909091,352.56666666666666,288.23333333333335,250.38888888888889,308.06451612903226,1437.0,1280.132075471698,37.86509566666666
1223,753.7826086956521,286.5135135135135,334.82142857142856,380.29545454545456,1416.872340425532,1576.75,350.43333333333334,285.53333333333336,260.6388888888889,363.96774193548384,1508.2439024390244,1303.566037735849,37.896081833333334
1224,748.0217391304348,262.56756756756755,323.2142857142857,402.8863636363636,1530.659574468085,1549.409090909091,389.5,302.6333333333333,263.0,356.6774193548387,1452.6097560975609,1290.2830188679245,37.927068
1225,703.0434782608696,271.3243243243243,315.9642857142857,458.8636363636364,1533.9787234042553,1513.9545454545455,338.46666666666664,280.23333333333335,250.33333333333334,373.03225806451616,1458.341463414634,1322.9622641509434,37.95805416666666
1226,737.804347826087,259.86486486486484,295.10714285714283,446.4318181818182,1569.0425531914893,1509.0681818181818,340.3,294.0,256.1666666666667,395.19354838709677,1553.0731707317073,1327.6037735849056,37.98904033333333
1227,689.4347826086956,286.72972972972974,291.51785714285717,462.59090909090907,1546.8510638297873,1540.659090909091,321.8,310.76666666666665,242.08333333333334,404.96774193548384,1597.9024390243903,1389.8867924528302,38.0200265
1228,688.9782608695652,268.8918918918919,299.7142857142857,517.5681818181819,1613.7659574468084,1571.7954545454545,323.3333333333333,321.2,272.94444444444446,427.83870967741933,1622.4146341463415,1345.9056603773586,38.051012666666665
1229,704.9347826086956,279.3243243243243,288.9107142857143,538.7727272727273,1626.6170212765958,1586.7272727272727,312.1,298.7,263.80555555555554,437.35483870967744,1501.9512195121952,1339.7924528301887,38.08199883333333
1230,676.7391304347826,259.5405405405405,287.5357142857143,601.6363636363636,1568.276595744681,1559.0454545454545,371.8333333333333,314.56666666666666,232.0,498.83870967741933,1574.9024390243903,1330.2264150943397,38.112985
1231,705.5434782608696,242.21621621621622,302.89285714285717,619.8409090909091,1641.872340425532,1532.9318181818182,317.76666666666665,279.3666666666667,238.80555555555554,511.2258064516129,1598.2682926829268,1350.8301886792453,38.14397116666667
1232,668.8478260869565,254.45945945945945,299.4107142857143,633.8409090909091,1651.7446808510638,1589.3636363636363,324.06666666666666,271.3666666666667,255.36111111111111,558.8387096774194,1614.3170731707316,1303.8301886792453,38.17495733333333
1233,693.8913043478261,251.02702702702703,297.19642857142856,718.7045454545455,1654.0425531914893,1471.5454545454545,323.03333333333336,251.86666666666667,247.16666666666666,562.5806451612904,1585.7073170731708,1365.3584905660377,38.2059435
1234,641.9347826086956,251.75675675675674,270.69642857142856,720.4772727272727,1613.7021276595744,1587.6818181818182,324.76666666666665,251.7,242.58333333333334,588.9354838709677,1580.0975609756097,1400.8867924528302,38.23692966666667
1235,674.3260869565217,255.51351351351352,304.23214285714283,748.5227272727273,1663.3191489361702,1524.8636363636363,338.46666666666664,278.2,244.61111111111111,623.6451612903226,1618.2682926829268,1382.6603773584907,38.26791583333333
1236,646.4130434782609,251.48648648648648,279.8392857142857,783.0227272727273,1639.1063829787233,1580.2045454545455,301.03333333333336,277.1,245.94444444444446,649.3225806451613,1563.4146341463415,1350.0566037735848,38.298902
1237,661.0434782608696,245.48648648648648,293.89285714285717,812.8636363636364,1645.659574468085,1575.909090909091,324.73333333333335,268.03333333333336,239.69444444444446,721.3225806451613,1606.9756097560976,1361.566037735849,38.32988816666666
1238,654.2173913043479,209.2972972972973,277.35714285714283,841.25,1627.0212765957447,1551.4545454545455,305.7,267.0,233.38888888888889,738.6129032258065,1535.3658536585365,1357.4905660377358,38.360874333333335
1239,629.195652173913,259.4864864864865,273.7142857142857,877.7727272727273,1707.0,1526.4318181818182,299.3,271.56666666666666,226.69444444444446,844.5806451612904,1639.3658536585365,1355.5283018867924,38.3918605
1240,637.2173913043479,235.16216216216216,294.39285714285717,944.1136363636364,1676.6808510638298,1555.1818181818182,328.0,281.26666666666665,256.1666666666667,802.0,1615.7560975609756,1331.0,38.422846666666665
1241,638.7391304347826,228.6216216216216,295.42857142857144,1014.0227272727273,1644.0,1592.590909090909,302.1666666666667,272.1666666666667,269.6111111111111,853.1290322580645,1569.0,1374.9056603773586,38.45383283333333
1242,644.195652173913,245.86486486486487,285.625,1031.9318181818182,1725.9787234042553,1531.090909090909,316.93333333333334,270.9,262.80555555555554,880.0322580645161,1636.2682926829268,1323.6603773584907,38.484819
1243,626.8695652173913,231.72972972972974,274.26785714285717,1041.659090909091,1685.6808510638298,1638.7045454545455,310.76666666666665,267.96666666666664,257.3333333333333,945.2258064516129,1658.8048780487804,1431.7169811320755,38.51580516666667
1244,582.0434782608696,243.6216216216216,278.2142857142857,1026.7954545454545,1666.4893617021276,1611.6363636363637,264.1333333333333,284.6333333333333,242.36111111111111,978.3870967741935,1634.4878048780488,1380.4905660377358,38.54679133333333
1245,546.8913043478261,232.1891891891892,272.51785714285717,1137.340909090909,1734.1702127659576,1576.5,301.26666666666665,270.8666666666667,253.88888888888889,941.9354838709677,1664.2682926829268,1415.0377358490566,38.577777499999996
1246,545.8260869565217,226.0810810810811,286.60714285714283,1140.7272727272727,1676.4468085106382,1591.7272727272727,263.4,264.8333333333333,262.94444444444446,1012.6774193548387,1611.0243902439024,1321.3207547169811,38.60876366666667
1247,520.0,237.59459459459458,288.19642857142856,1179.7954545454545,1798.7659574468084,1611.3181818181818,271.3,268.96666666666664,267.3333333333333,1057.1935483870968,1650.0,1352.9245283018868,38.63974983333333
1248,459.5652173913044,255.8108108108108,296.94642857142856,1192.5681818181818,1725.531914893617,1639.6818181818182,271.76666666666665,276.93333333333334,254.69444444444446,1083.9032258064517,1713.7317073170732,1398.4716981132076,38.670736
1249,479.3478260869565,224.27027027027026,303.64285714285717,1258.8181818181818,1729.4468085106382,1543.409090909091,260.56666666666666,268.6666666666667,295.25,1107.225806451613,1751.121951219512,1426.0188679245282,38.70172216666666
1250,478.2173913043478,250.40540540540542,281.82142857142856,1281.75,1787.0851063829787,1544.409090909091,252.5,241.86666666666667,321.94444444444446,1090.3548387096773,1707.1951219512196,1377.3584905660377,38.732708333333335
1251,473.82608695652175,231.6216216216216,289.0892857142857,1258.5,1755.340425531915,1497.0454545454545,240.73333333333332,243.3,341.8888888888889,1125.258064516129,1744.4878048780488,1445.3396226415093,38.7636945
1252,426.89130434782606,256.18918918918916,307.125,1284.6818181818182,1724.5106382978724,1608.75,218.93333333333334,258.3,335.47222222222223,1173.4516129032259,1629.5365853658536,1397.754716981132,38.794680666666665
1253,422.4347826086956,232.3783783783784,340.64285714285717,1365.7045454545455,1690.8510638297873,1600.4318181818182,212.1,258.96666666666664,351.27777777777777,1164.0967741935483,1723.5853658536585,1359.1132075471698,38.82566683333333
1254,380.7173913043478,234.8918918918919,342.625,1342.4545454545455,1760.5106382978724,1602.0,243.06666666666666,265.6666666666667,415.19444444444446,1226.5483870967741,1753.3170731707316,1486.3207547169811,38.856653
1255,368.1521739130435,235.75675675675674,324.05357142857144,1349.9318181818182,1760.2978723404256,1488.3181818181818,240.33333333333334,241.16666666666666,469.6388888888889,1264.8064516129032,1685.7317073170732,1311.2641509433963,38.887639166666666
1256,362.30434782608694,220.8108108108108,390.1607142857143,1359.8636363636363,1815.1063829787233,1587.7954545454545,207.56666666666666,264.56666666666666,482.44444444444446,1203.2903225806451,1696.0487804878048,1376.9245283018868,38.91862533333333
1257,368.5,236.94594594594594,368.25,1420.8636363636363,1723.8085106382978,1596.1136363636363,192.53333333333333,257.3,558.9722222222222,1229.6129032258063,1603.560975609756,1340.7924528301887,38.949611499999996
1258,378.5652173913044,231.24324324324326,386.80357142857144,1421.1136363636363,1743.2553191489362,1531.5681818181818,176.6,281.93333333333334,512.25,1243.6129032258063,1702.1707317073171,1383.5283018867924,38.98059766666667
1259,316.6521739130435,236.97297297297297,428.7857142857143,1476.6818181818182,1761.3829787234042,1605.5454545454545,229.66666666666666,247.13333333333333,602.75,1306.1290322580646,1742.0487804878048,1378.867924528302,39.01158383333333
1260,321.0217391304348,232.6216216216216,460.67857142857144,1452.8863636363637,1737.3829787234042,1470.7045454545455,172.46666666666667,270.3,632.5833333333334,1225.8064516129032,1697.2682926829268,1361.9056603773586,39.04257
1261,304.5869565217391,218.9189189189189,484.3392857142857,1537.4772727272727,1681.5531914893618,1484.2954545454545,191.7,258.9,669.9444444444445,1283.6451612903227,1669.3658536585365,1399.245283018868,39.07355616666666
1262,306.5869565217391,243.9189189189189,513.1071428571429,1573.2727272727273,1729.3617021276596,1540.3636363636363,183.2,278.23333333333335,748.9722222222222,1290.774193548387,1768.658536585366,1410.7924528301887,39.104542333333335
1263,295.89130434782606,237.24324324324326,525.25,1520.0681818181818,1753.2340425531916,1576.659090909091,198.06666666666666,237.0,706.5833333333334,1402.5806451612902,1693.7073170731708,1441.245283018868,39.1355285
1264,283.0869565217391,225.94594594594594,564.7321428571429,1527.5227272727273,1695.2553191489362,1568.6818181818182,198.53333333333333,248.76666666666668,734.8888888888889,1293.258064516129,1744.4878048780488,1365.2830188679245,39.166514666666664
1265,290.5869565217391,240.94594594594594,603.1785714285714,1514.7727272727273,1684.468085106383,1564.6136363636363,173.13333333333333,289.96666666666664,858.9722222222222,1297.9032258064517,1706.780487804878,1346.9056603773586,39.19750083333333
1266,273.7608695652174,219.35135135135135,666.3928571428571,1553.4772727272727,1668.7446808510638,1583.0,164.33333333333334,262.1,878.9444444444445,1304.5483870967741,1626.0243902439024,1339.188679245283,39.228487
1267,243.97826086956522,237.59459459459458,680.6428571428571,1596.7272727272727,1753.8510638297873,1562.8863636363637,179.96666666666667,245.83333333333334,908.4166666666666,1391.6774193548388,1739.0243902439024,1348.622641509434,39.259473166666666
1268,256.3478260869565,237.56756756756758,699.9642857142857,1537.0,1695.0212765957447,1519.5227272727273,161.66666666666666,266.4,922.6944444444445,1407.8064516129032,1699.6829268292684,1307.6037735849056,39.29045933333333
1269,260.30434782608694,225.0810810810811,713.3214285714286,1584.8181818181818,1689.6808510638298,1513.5227272727273,170.03333333333333,246.93333333333334,935.25,1380.4193548387098,1694.0487804878048,1385.4150943396226,39.321445499999996
1270,253.0,209.83783783783784,766.0535714285714,1578.159090909091,1734.468085106383,1542.2954545454545,156.13333333333333,274.7,1005.5,1420.6774193548388,1656.0975609756097,1302.6792452830189,39.35243166666667
1271,267.7826086956522,243.78378378378378,840.9285714285714,1611.840909090909,1755.531914893617,1532.7272727272727,184.13333333333333,266.76666666666665,1027.3333333333333,1316.9354838709678,1612.0,1309.6415094339623,39.38341783333333
1272,255.56521739130434,227.72972972972974,825.125,1614.5454545454545,1654.5531914893618,1638.159090909091,160.16666666666666,269.46666666666664,1042.8055555555557,1455.967741935484,1615.9512195121952,1362.3396226415093,39.414404
1273,256.80434782608694,231.54054054054055,852.4285714285714,1620.8636363636363,1656.063829787234,1600.659090909091,162.43333333333334,291.9,1116.888888888889,1400.5483870967741,1660.8536585365853,1410.3584905660377,39.44539016666666
1274,251.52173913043478,220.83783783783784,927.5178571428571,1636.8636363636363,1661.276595744681,1688.409090909091,171.83333333333334,265.8333333333333,1107.2777777777778,1423.5483870967741,1614.1463414634147,1378.7169811320755,39.476376333333334
1275,237.2608695652174,238.0,902.3392857142857,1693.159090909091,1720.2340425531916,1601.8863636363637,167.33333333333334,242.03333333333333,1152.1944444444443,1391.2903225806451,1662.0,1353.1132075471698,39.5073625
