,A02l_A2R,A02l_A3R,A02l_A4R,A02l_A5R,A02l_A6R,A02l_A7R,A02l_A1L,A02l_A2L,A02l_A3L,time
1313,1178.342105263158,1392.6923076923076,1019.7,1016.796875,876.2285714285714,1169.8070175438597,755.1162790697674,1310.0,917.8571428571429,40.4358045
1314,1171.3157894736842,1320.8461538461538,1051.8,964.953125,895.2857142857143,1127.1929824561403,814.0930232558139,1231.8,983.0571428571428,40.466601000000004
1315,1163.2105263157894,1353.6923076923076,1066.05,1005.71875,835.6,1103.842105263158,785.2325581395348,1207.25,931.5714285714286,40.4973975
1316,1176.8157894736842,1299.3461538461538,1015.975,1010.40625,885.6,1131.2631578947369,811.2325581395348,1249.375,947.6571428571428,40.528194
1317,1170.657894736842,1347.7692307692307,1046.075,968.1875,843.2,1077.4736842105262,826.1162790697674,1298.425,945.2857142857143,40.5589905
1318,1177.7368421052631,1432.576923076923,1058.55,1002.46875,861.8857142857142,1018.0350877192982,926.0,1303.0,1038.942857142857,40.589787
1319,1222.2105263157894,1465.7692307692307,1103.125,953.421875,872.0857142857143,945.6491228070175,875.3255813953489,1300.375,955.0571428571428,40.6205835
1320,1212.7631578947369,1304.3846153846155,1092.125,972.984375,804.8571428571429,912.4736842105264,910.6976744186046,1351.875,1031.7142857142858,40.65138
1321,1184.6315789473683,1425.1538461538462,1040.9,942.171875,776.9714285714285,853.280701754386,873.9069767441861,1362.925,979.8285714285714,40.682176500000004
1322,1230.8947368421052,1370.6153846153845,1061.9,971.203125,789.0285714285715,843.1754385964912,913.2790697674419,1404.7,966.8571428571429,40.712973
1323,1312.7105263157894,1333.576923076923,1044.7,957.0625,777.0857142857143,832.140350877193,913.2093023255813,1329.45,1026.6,40.7437695
1324,1257.342105263158,1383.8846153846155,1105.75,963.484375,741.1428571428571,802.280701754386,919.8604651162791,1365.825,1000.9428571428572,40.774566
1325,1271.342105263158,1367.1153846153845,1060.35,1002.65625,742.5142857142857,767.2280701754386,991.046511627907,1407.825,1052.5142857142857,40.8053625
1326,1295.6842105263158,1388.2307692307693,1092.1,968.171875,774.0,754.561403508772,949.9069767441861,1422.475,1061.5714285714287,40.836159
1327,1211.7631578947369,1423.3846153846155,1051.7,970.40625,771.2571428571429,697.1754385964912,984.4418604651163,1450.45,1038.3142857142857,40.8669555
1328,1283.8684210526317,1387.2692307692307,1101.525,948.1875,690.8857142857142,657.4912280701755,1025.4418604651162,1411.95,1063.2571428571428,40.897752000000004
1329,1280.7368421052631,1404.2307692307693,1097.275,972.3125,758.2571428571429,587.0877192982456,975.2558139534884,1520.225,1036.2,40.9285485
1330,1266.657894736842,1390.2692307692307,1069.625,950.78125,746.5142857142857,622.2631578947369,975.4186046511628,1488.675,1043.2,40.959345
1331,1334.578947368421,1384.923076923077,1172.225,964.53125,686.1714285714286,585.4035087719299,984.8604651162791,1481.725,1034.8,40.9901415
1332,1231.8157894736842,1413.0,1095.225,941.515625,737.0857142857143,553.9122807017544,972.0930232558139,1443.825,1032.8857142857144,41.020938
1333,1314.7368421052631,1416.1153846153845,1098.775,899.453125,673.9714285714285,518.9824561403509,1054.1162790697674,1490.275,975.1142857142858,41.0517345
1334,1299.7105263157894,1338.4615384615386,1045.525,968.125,652.6571428571428,523.3508771929825,1024.0,1470.725,1051.9142857142858,41.082531
1335,1302.421052631579,1369.8076923076924,1085.525,969.046875,699.0285714285715,473.36842105263156,1002.8372093023256,1467.5,1089.4857142857143,41.113327500000004
1336,1329.157894736842,1491.076923076923,1087.175,990.03125,735.2,459.859649122807,1073.4883720930231,1399.425,1038.6285714285714,41.144124
1337,1305.7368421052631,1377.1538461538462,1106.025,972.65625,676.3428571428572,489.8070175438597,1012.3953488372093,1500.3,1082.0857142857142,41.1749205
1338,1288.7894736842106,1450.8076923076924,1053.45,950.109375,706.0285714285715,419.9122807017544,1010.7209302325581,1477.725,1010.2857142857143,41.205717
1339,1260.4736842105262,1395.423076923077,1044.45,963.15625,626.1714285714286,401.50877192982455,1015.3255813953489,1452.325,1036.0285714285715,41.2365135
1340,1347.421052631579,1384.0384615384614,1079.1,992.875,608.6285714285714,395.35087719298247,1083.4186046511627,1452.45,1054.7714285714285,41.26731
1341,1322.842105263158,1447.0384615384614,1097.725,965.859375,642.7714285714286,410.89473684210526,1055.8837209302326,1562.525,1081.1142857142856,41.2981065
1342,1325.5526315789473,1407.8461538461538,1054.875,970.171875,589.4571428571429,393.8070175438597,1104.2790697674418,1415.225,1086.7714285714285,41.328903000000004
1343,1353.3684210526317,1386.1923076923076,1118.025,1001.734375,557.4857142857143,408.05263157894734,1031.046511627907,1439.175,1072.3714285714286,41.3596995
1344,1295.8947368421052,1435.6923076923076,1056.025,989.578125,592.3428571428572,372.5964912280702,1049.6511627906978,1396.8,1058.8,41.390496
1345,1297.9736842105262,1456.2692307692307,1094.5,942.734375,582.4,344.8070175438597,1091.1162790697674,1480.35,1101.2,41.4212925
1346,1194.5,1437.423076923077,1030.725,962.40625,461.22857142857146,323.3333333333333,1066.7674418604652,1478.525,979.0,41.452089
1347,1317.0,1448.8461538461538,1072.25,939.578125,462.45714285714286,333.4035087719298,1057.7674418604652,1403.025,1095.7428571428572,41.4828855
1348,1266.7631578947369,1330.0384615384614,1027.85,882.25,512.6,345.2105263157895,1033.5581395348838,1427.625,1061.0857142857142,41.513682
1349,1298.7105263157894,1324.0,1088.35,919.109375,459.9142857142857,292.82456140350877,1030.1860465116279,1415.25,1012.6571428571428,41.544478500000004
1350,1335.842105263158,1376.3076923076924,995.85,896.421875,442.6857142857143,312.03508771929825,998.2558139534884,1398.2,1040.2285714285715,41.575275
1351,1274.657894736842,1434.0384615384614,1043.45,870.328125,450.0857142857143,310.1578947368421,1052.7441860465117,1393.3,1045.1714285714286,41.6060715
1352,1263.3157894736842,1333.4615384615386,1053.75,963.640625,438.22857142857146,292.94736842105266,968.4651162790698,1391.5,1028.0285714285715,41.636868
1353,1274.4473684210527,1441.7692307692307,991.025,948.828125,438.51428571428573,289.87719298245617,967.4883720930233,1392.225,1009.3428571428572,41.6676645
1354,1310.0263157894738,1389.0,1066.625,942.265625,433.37142857142857,339.2456140350877,969.7906976744187,1368.875,986.0285714285715,41.698461
1355,1237.3684210526317,1367.9615384615386,984.875,837.015625,465.9714285714286,328.2105263157895,956.1162790697674,1331.1,1024.2857142857142,41.7292575
1356,1300.0,1370.923076923077,1037.3,932.375,442.8285714285714,361.4035087719298,996.9302325581396,1375.375,947.2857142857143,41.760054000000004
1357,1311.0526315789473,1388.7307692307693,1025.8,852.15625,484.48571428571427,338.10526315789474,978.2558139534884,1305.85,958.0,41.790850500000005
1358,1285.1315789473683,1329.8846153846155,958.925,886.25,496.9142857142857,352.96491228070175,945.0697674418604,1314.35,972.2285714285714,41.821647
1359,1195.1315789473683,1345.923076923077,1017.65,861.09375,481.0285714285714,346.7894736842105,1010.3023255813954,1372.1,1009.2571428571429,41.8524435
1360,1189.342105263158,1388.6923076923076,1024.9,838.65625,469.6,347.2456140350877,1001.0930232558139,1396.05,1058.2,41.88324
1361,1214.657894736842,1328.576923076923,1027.475,816.015625,423.0,364.7368421052632,987.046511627907,1386.925,1076.4,41.9140365
1362,1229.842105263158,1468.5,998.1,852.171875,434.37142857142857,329.7368421052632,1033.3953488372092,1375.575,1037.6,41.944833
1363,1210.842105263158,1396.7307692307693,1075.15,782.90625,432.65714285714284,330.12280701754383,954.1395348837209,1409.5,1010.6,41.975629500000004
1364,1297.7368421052631,1348.0384615384614,1059.425,777.203125,425.48571428571427,314.64912280701753,974.2558139534884,1393.175,961.4285714285714,42.006426000000005
1365,1245.5263157894738,1368.1538461538462,1043.625,774.109375,399.54285714285714,314.42105263157896,971.8372093023256,1319.7,960.0857142857143,42.0372225
1366,1217.157894736842,1424.6153846153845,1053.3,829.296875,362.9142857142857,332.8421052631579,1020.046511627907,1429.6,1031.6857142857143,42.068019
1367,1291.4736842105262,1404.0,1013.125,769.5625,392.45714285714286,323.17543859649123,1023.8372093023256,1378.925,992.2857142857143,42.0988155
1368,1255.7105263157894,1391.0,1081.875,752.171875,389.7142857142857,306.63157894736844,1029.1860465116279,1430.275,1056.4857142857143,42.129612
1369,1223.078947368421,1458.1923076923076,1030.7,792.1875,322.2,327.8421052631579,976.5813953488372,1372.425,1074.6,42.1604085
1370,1223.578947368421,1267.0384615384614,1063.675,778.9375,388.3142857142857,327.5263157894737,1005.8372093023256,1349.1,987.0571428571428,42.191205000000004
1371,1249.4736842105262,1342.6153846153845,1038.275,769.28125,370.0571428571429,320.3859649122807,1007.1860465116279,1386.85,1027.142857142857,42.222001500000005
1372,1232.8684210526317,1359.3461538461538,1023.85,779.234375,338.25714285714287,320.0175438596491,1014.2093023255813,1405.7,993.8,42.252798
1373,1254.0526315789473,1316.2307692307693,993.4,766.453125,352.14285714285717,312.859649122807,1006.3953488372093,1400.625,964.4,42.2835945
1374,1268.6842105263158,1387.8846153846155,1080.225,729.78125,381.1714285714286,297.8070175438597,991.6046511627907,1257.075,1088.4,42.314391
1375,1202.1842105263158,1330.7692307692307,1037.0,732.53125,363.0857142857143,300.2456140350877,986.1162790697674,1296.425,981.0571428571428,42.3451875
1376,1214.842105263158,1328.5,1084.875,719.734375,344.8857142857143,279.03508771929825,1049.8372093023256,1338.475,1045.6571428571428,42.375984
1377,1235.921052631579,1316.4615384615386,1054.6,728.765625,375.25714285714287,330.36842105263156,1012.4186046511628,1325.75,990.3714285714286,42.4067805
1378,1179.7105263157894,1367.2692307692307,1020.75,735.8125,373.0,304.0175438596491,953.2093023255813,1345.525,933.1428571428571,42.437577000000005
1379,1161.842105263158,1308.4615384615386,978.85,741.421875,390.9142857142857,321.17543859649123,1005.8139534883721,1334.525,1003.1714285714286,42.4683735
1380,1174.078947368421,1380.3461538461538,1024.2,766.0,395.42857142857144,362.280701754386,1018.5116279069767,1250.3,942.2,42.49917
1381,1188.7368421052631,1411.1153846153845,1044.075,744.703125,384.45714285714286,352.0877192982456,972.046511627907,1324.775,1017.6857142857143,42.5299665
1382,1156.0,1446.5384615384614,1042.525,732.59375,384.2857142857143,370.4035087719298,947.6976744186046,1317.975,1021.6285714285714,42.560763
1383,1218.0526315789473,1335.9615384615386,1043.275,671.15625,361.0285714285714,371.87719298245617,1050.860465116279,1274.75,979.2,42.5915595
1384,1209.7105263157894,1267.1153846153845,971.775,713.578125,331.0285714285714,359.3859649122807,992.6046511627907,1273.5,1007.4,42.622356
1385,1208.6052631578948,1379.7307692307693,1010.05,647.765625,400.45714285714286,363.42105263157896,959.0232558139535,1361.375,937.7428571428571,42.653152500000004
1386,1248.3157894736842,1337.1153846153845,1052.35,650.234375,352.22857142857146,361.89473684210526,1000.1627906976744,1243.0,1008.2857142857143,42.683949
1387,1174.657894736842,1348.1923076923076,1077.3,613.0,315.34285714285716,338.56140350877195,1001.9302325581396,1275.3,1036.2857142857142,42.7147455
1388,1186.9736842105262,1422.423076923077,1024.25,610.34375,331.3142857142857,325.5964912280702,965.8604651162791,1320.1,926.7714285714286,42.745542
1389,1165.6315789473683,1259.4615384615386,1000.675,578.53125,323.85714285714283,339.4736842105263,1010.1860465116279,1311.05,1003.6285714285714,42.7763385
1390,1160.921052631579,1386.3461538461538,983.425,588.828125,321.34285714285716,328.43859649122805,976.9069767441861,1319.875,975.3714285714286,42.807135
1391,1223.7368421052631,1351.8846153846155,1037.7,603.15625,323.45714285714286,330.29824561403507,1010.6046511627907,1305.275,1001.5714285714286,42.8379315
1392,1213.342105263158,1304.5384615384614,1046.625,557.3125,312.34285714285716,330.0701754385965,1012.8139534883721,1222.85,1058.7714285714285,42.868728000000004
1393,1139.578947368421,1332.0,1030.4,536.34375,289.45714285714286,331.29824561403507,955.0232558139535,1398.3,1003.2,42.8995245
1394,1218.0,1336.0384615384614,984.675,524.59375,299.1714285714286,342.6666666666667,1072.5116279069769,1337.35,1028.2857142857142,42.930321
1395,1185.6842105263158,1297.3461538461538,1053.0,444.796875,303.48571428571427,330.9824561403509,1050.860465116279,1352.25,966.3428571428572,42.9611175
1396,1158.7631578947369,1293.0384615384614,983.8,471.953125,319.34285714285716,344.9122807017544,963.0930232558139,1344.15,995.4857142857143,42.991914
1397,1199.8947368421052,1293.4615384615386,1048.6,459.671875,349.14285714285717,343.7543859649123,971.6976744186046,1295.825,1006.8,43.0227105
1398,1207.9736842105262,1326.3076923076924,1048.425,465.734375,354.0285714285714,399.859649122807,966.8604651162791,1325.825,993.7142857142857,43.053507
1399,1194.1052631578948,1298.7692307692307,1005.375,424.78125,308.85714285714283,383.70175438596493,972.7441860465116,1368.525,974.8285714285714,43.084303500000004
1400,1216.157894736842,1347.7307692307693,1039.075,451.8125,297.8285714285714,426.3859649122807,1025.7209302325582,1284.1,996.2571428571429,43.1151
1401,1139.9736842105262,1315.6153846153845,1051.5,428.328125,310.57142857142856,434.35087719298247,961.1162790697674,1272.525,1043.6857142857143,43.1458965
1402,1098.0263157894738,1389.576923076923,978.6,344.171875,311.0,679.1052631578947,955.4651162790698,1247.7,1008.0857142857143,43.176693
1403,1229.5,1319.3461538461538,1008.45,352.9375,269.48571428571427,694.438596491228,993.7441860465116,1241.625,1041.7714285714285,43.2074895
1404,1151.1052631578948,1347.1153846153845,1005.025,370.96875,252.25714285714287,692.578947368421,934.4418604651163,1269.65,973.2,43.238286
1405,1189.3684210526317,1314.3846153846155,962.85,332.484375,282.1142857142857,770.7719298245614,908.0,1244.375,968.7142857142857,43.2690825
1406,1127.921052631579,1347.3076923076924,1004.75,318.625,273.9714285714286,778.5964912280701,968.2558139534884,1246.7,966.0,43.299879000000004
1407,1169.0263157894738,1307.3461538461538,1004.225,314.5625,254.4,789.561403508772,973.7906976744187,1304.475,966.4,43.3306755
1408,1258.8947368421052,1317.1153846153845,954.225,317.71875,265.51428571428573,825.6315789473684,899.2325581395348,1277.6,972.4285714285714,43.361472
1409,1132.1052631578948,1306.1153846153845,970.725,310.390625,261.85714285714283,836.4561403508771,992.6976744186046,1278.0,969.0571428571428,43.3922685
1410,1172.1315789473683,1347.5384615384614,982.3,334.390625,267.3142857142857,819.9649122807018,930.1860465116279,1219.75,899.1714285714286,43.423065
1411,1111.0263157894738,1334.0384615384614,932.55,310.109375,258.14285714285717,899.6842105263158,964.8837209302326,1300.475,980.4571428571429,43.4538615
1412,1176.1052631578948,1263.8846153846155,973.25,323.96875,269.25714285714287,895.2982456140351,930.953488372093,1231.05,959.9714285714285,43.484658
1413,1155.5263157894738,1339.3461538461538,1009.0,311.96875,275.0285714285714,931.8771929824561,944.1627906976744,1228.1,972.2571428571429,43.515454500000004
1414,1109.2894736842106,1270.6153846153845,968.375,315.734375,277.4,917.8070175438596,920.2790697674419,1255.0,977.9714285714285,43.546251
1415,1193.7894736842106,1304.3461538461538,991.575,309.109375,276.85714285714283,964.1228070175439,929.9069767441861,1279.575,965.8,43.5770475
1416,1145.8684210526317,1360.6538461538462,971.9,307.453125,285.45714285714286,962.6491228070175,922.7209302325581,1284.0,897.1428571428571,43.607844
1417,1106.1052631578948,1284.5,915.5,305.59375,272.48571428571427,982.7894736842105,929.9069767441861,1306.575,969.4857142857143,43.6386405
1418,1097.5,1323.5,948.075,323.71875,263.85714285714283,940.3157894736842,991.7906976744187,1206.475,975.4857142857143,43.669437
1419,1114.2894736842106,1299.8846153846155,949.2,309.859375,276.9428571428571,978.5438596491229,895.5581395348837,1217.625,949.4285714285714,43.7002335
1420,1142.1315789473683,1267.1538461538462,925.425,300.078125,322.9142857142857,1006.0,932.1162790697674,1297.25,908.5714285714286,43.731030000000004
1421,1101.8157894736842,1319.8846153846155,891.525,281.296875,277.9142857142857,957.5087719298245,938.0697674418604,1166.625,921.6571428571428,43.7618265
1422,1103.8684210526317,1277.076923076923,904.275,301.125,277.1142857142857,1024.8947368421052,920.3720930232558,1257.475,994.0285714285715,43.792623
1423,1117.1315789473683,1275.1538461538462,876.675,310.875,319.65714285714284,1019.438596491228,892.7906976744187,1238.25,954.6857142857143,43.8234195
1424,1134.8157894736842,1311.4615384615386,847.375,289.015625,297.48571428571427,1008.6140350877193,874.3023255813954,1211.375,916.2285714285714,43.854216
1425,1061.2368421052631,1220.2692307692307,906.1,306.984375,317.8857142857143,1070.2280701754387,919.3023255813954,1190.45,954.5714285714286,43.8850125
1426,1063.842105263158,1296.923076923077,905.325,307.265625,321.7142857142857,1044.9473684210527,916.953488372093,1177.55,999.1714285714286,43.915809
1427,1092.157894736842,1258.9615384615386,857.15,311.9375,321.77142857142854,1046.0877192982457,906.0,1220.125,947.0571428571428,43.946605500000004
1428,1113.7894736842106,1263.0384615384614,840.7,304.609375,365.14285714285717,1052.5964912280701,888.7441860465116,1169.125,939.8571428571429,43.977402
1429,1137.8684210526317,1356.6153846153845,832.95,287.40625,346.14285714285717,1064.2105263157894,890.2093023255813,1131.35,938.6571428571428,44.0081985
1430,1103.2368421052631,1231.5,790.1,295.140625,380.62857142857143,1025.122807017544,961.7209302325581,1155.925,955.3714285714286,44.038995
1431,1149.2894736842106,1291.923076923077,758.275,295.53125,392.74285714285713,1038.3859649122808,961.6976744186046,1198.925,968.4857142857143,44.0697915
1432,1179.5526315789473,1301.3846153846155,780.125,305.96875,401.45714285714286,1072.7719298245613,955.8372093023256,1196.925,965.8857142857142,44.100588
1433,1085.6052631578948,1301.3076923076924,745.325,296.296875,397.9142857142857,1055.6315789473683,955.3953488372093,1190.9,921.6857142857143,44.1313845
1434,1090.1842105263158,1254.576923076923,726.75,299.15625,447.9142857142857,1107.7543859649122,919.1627906976744,1228.4,960.0571428571428,44.162181000000004
1435,1185.842105263158,1250.3846153846155,714.575,295.515625,380.9428571428571,1094.877192982456,903.1395348837209,1135.9,915.9428571428572,44.192977500000005
1436,1102.6315789473683,1296.7692307692307,677.1,291.796875,443.0285714285714,1118.5964912280701,964.3488372093024,1198.575,913.8,44.223774
1437,1143.342105263158,1284.8461538461538,680.15,309.921875,440.25714285714287,1114.9473684210527,925.0697674418604,1114.45,861.4857142857143,44.2545705
1438,1096.7631578947369,1358.1153846153845,663.725,279.75,444.1714285714286,1130.6842105263158,956.0930232558139,1131.475,860.5142857142857,44.285367
1439,1113.7631578947369,1272.8461538461538,660.75,292.984375,456.65714285714284,1076.9122807017543,900.1860465116279,1190.3,988.1142857142858,44.3161635
1440,1046.3947368421052,1267.6923076923076,587.225,284.078125,490.65714285714284,1118.701754385965,911.8139534883721,1195.7,933.6857142857143,44.34696
1441,1133.3157894736842,1185.1923076923076,558.175,304.640625,495.9428571428571,1101.3333333333333,891.6976744186046,1203.125,907.7428571428571,44.377756500000004
1442,1129.5526315789473,1250.0384615384614,541.25,295.6875,541.9428571428572,1076.7894736842106,910.0930232558139,1181.225,913.3714285714286,44.408553000000005
1443,1076.5,1242.0384615384614,530.55,300.8125,539.2857142857143,1107.3157894736842,912.6279069767442,1210.725,925.6,44.4393495
1444,1085.078947368421,1267.1923076923076,486.025,297.890625,558.2571428571429,1142.4736842105262,901.9069767441861,1166.875,991.3428571428572,44.470146
1445,1035.0263157894738,1276.7307692307693,480.2,286.578125,549.3142857142857,1119.298245614035,911.8604651162791,1137.625,904.6857142857143,44.5009425
1446,1079.6842105263158,1243.0384615384614,470.325,302.6875,582.4,1148.2280701754387,939.7674418604652,1181.9,953.4857142857143,44.531739
1447,1094.5,1221.1538461538462,477.65,290.59375,571.0857142857143,1137.561403508772,914.4418604651163,1110.475,913.9142857142857,44.5625355
1448,1114.5526315789473,1250.0384615384614,487.9,310.5625,573.4857142857143,1166.438596491228,886.5348837209302,1151.95,904.4285714285714,44.593332000000004
1449,1058.1842105263158,1267.4615384615386,450.0,299.921875,606.3142857142857,1187.0526315789473,915.4651162790698,1092.625,930.6857142857143,44.624128500000005
1450,1056.5526315789473,1285.2307692307693,462.05,304.046875,614.8857142857142,1142.5087719298247,924.1395348837209,1084.85,828.0,44.654925
1451,1064.3157894736842,1248.0,429.975,263.140625,626.4571428571429,1164.3684210526317,947.6976744186046,1113.2,890.0,44.6857215
1452,1023.7894736842105,1190.3461538461538,410.55,295.625,627.0571428571428,1173.701754385965,902.3488372093024,1193.7,871.4571428571429,44.716518
1453,1073.842105263158,1293.8461538461538,363.5,280.421875,665.4571428571429,1169.9122807017543,927.4651162790698,1111.45,896.8,44.7473145
1454,1052.2894736842106,1231.1538461538462,370.925,293.203125,611.4285714285714,1125.7719298245613,932.2558139534884,1118.25,854.8285714285714,44.778111
1455,1016.7368421052631,1221.1923076923076,398.4,301.71875,631.3714285714286,1157.1929824561403,931.046511627907,1123.725,842.8571428571429,44.808907500000004
1456,1028.842105263158,1239.5384615384614,385.625,278.828125,666.3142857142857,1135.2280701754387,941.6976744186046,1162.725,853.7142857142857,44.839704000000005
1457,1040.7368421052631,1208.0384615384614,334.675,282.3125,699.5142857142857,1173.0877192982457,976.3720930232558,1110.025,826.5714285714286,44.8705005
1458,1039.4473684210527,1200.2307692307693,363.65,301.671875,680.7714285714286,1170.6140350877192,951.6976744186046,1125.2,847.8571428571429,44.901297
1459,1028.7894736842106,1224.3076923076924,340.2,305.3125,651.2857142857143,1156.0526315789473,874.6744186046511,1186.85,897.3142857142857,44.9320935
1460,1034.7894736842106,1240.576923076923,315.3,302.40625,671.0,1216.8947368421052,895.1162790697674,1120.875,881.6285714285714,44.96289
1461,993.5,1284.0,338.15,301.171875,661.0,1115.0701754385964,923.8139534883721,1141.95,875.1428571428571,44.9936865
1462,1019.578947368421,1235.1538461538462,312.05,297.609375,701.3428571428572,1201.3333333333333,913.8372093023256,1102.85,909.4,45.024483000000004
1463,1045.1315789473683,1279.6153846153845,334.05,310.53125,737.9714285714285,1168.7894736842106,985.2325581395348,1084.525,920.0285714285715,45.055279500000005
1464,1059.7368421052631,1278.6923076923076,332.325,274.078125,759.8571428571429,1182.140350877193,908.6279069767442,1098.575,829.2,45.086076
1465,967.8684210526316,1242.3076923076924,372.225,282.9375,706.5714285714286,1213.701754385965,942.4186046511628,1143.925,830.4,45.1168725
1466,1036.9473684210527,1261.7692307692307,329.275,284.671875,723.0571428571428,1156.0701754385964,950.0697674418604,1078.425,872.6285714285714,45.147669
1467,1014.5526315789474,1266.7307692307693,294.075,281.171875,698.3714285714286,1176.4736842105262,939.046511627907,1077.0,869.0571428571428,45.1784655
1468,1044.921052631579,1296.8461538461538,295.225,294.34375,748.4,1171.1052631578948,892.6046511627907,1081.3,895.4857142857143,45.209262
1469,979.8421052631579,1221.0,316.025,275.640625,757.5428571428571,1164.561403508772,903.6279069767442,1107.75,875.3142857142857,45.2400585
1470,1049.6842105263158,1235.3076923076924,322.75,298.890625,705.9428571428572,1166.719298245614,861.7209302325581,1090.4,850.2285714285714,45.270855000000005
1471,1023.1842105263158,1243.1153846153845,313.6,296.34375,750.9142857142857,1165.8245614035088,943.8139534883721,1129.275,835.2857142857143,45.3016515
1472,1011.9736842105264,1190.9615384615386,299.375,297.140625,770.3714285714286,1123.5263157894738,894.5116279069767,1097.85,842.0285714285715,45.332448
1473,1039.6052631578948,1324.3846153846155,336.5,302.640625,791.6571428571428,1142.017543859649,920.4651162790698,1064.675,883.5714285714286,45.3632445
1474,1027.8157894736842,1123.8846153846155,330.425,309.0,778.2,1152.4035087719299,838.1627906976744,1079.65,905.4571428571429,45.394041
1475,1033.7105263157894,1264.6538461538462,363.5,290.09375,735.2285714285714,1076.1754385964912,920.953488372093,1103.65,888.3714285714286,45.4248375
1476,1078.5526315789473,1207.8076923076924,420.65,299.25,710.8285714285714,1090.421052631579,889.7674418604652,1126.35,889.4285714285714,45.455634
1477,1078.5263157894738,1227.076923076923,426.775,300.75,683.0285714285715,1059.7368421052631,862.6976744186046,1120.3,828.9142857142857,45.486430500000004
1478,1043.7631578947369,1236.423076923077,467.725,274.34375,614.8,1008.9122807017544,932.9767441860465,1122.05,891.2,45.517227
1479,1096.4473684210527,1256.8846153846155,497.425,321.515625,652.5142857142857,959.8070175438596,984.2325581395348,1206.2,902.1714285714286,45.5480235
1480,1108.2105263157894,1260.3461538461538,513.875,305.640625,626.3714285714286,979.5964912280701,919.9069767441861,1207.1,937.0857142857143,45.57882
1481,1156.1842105263158,1256.1153846153845,571.625,280.953125,598.4571428571429,1004.7543859649123,952.5813953488372,1183.875,966.9714285714285,45.6096165
1482,1112.6052631578948,1260.423076923077,580.1,311.21875,559.6857142857143,920.5964912280701,953.4186046511628,1218.75,936.8,45.640413
1483,1144.078947368421,1241.7692307692307,571.5,310.421875,572.0285714285715,886.140350877193,995.4418604651163,1163.8,935.1714285714286,45.6712095
1484,1126.3947368421052,1323.5,594.475,308.96875,559.1714285714286,846.9298245614035,1022.6744186046511,1212.15,939.8857142857142,45.702006000000004
1485,1163.1842105263158,1336.1153846153845,571.375,302.046875,486.54285714285714,806.0350877192982,1026.5581395348838,1187.0,933.2,45.7328025
1486,1155.8684210526317,1320.1923076923076,629.4,288.640625,508.8857142857143,768.859649122807,1011.1162790697674,1215.275,998.3714285714286,45.763599
1487,1164.6315789473683,1255.8076923076924,617.8,321.015625,511.9142857142857,766.7543859649123,1040.2790697674418,1209.825,912.9714285714285,45.7943955
1488,1149.0526315789473,1263.576923076923,617.05,323.734375,541.3714285714286,659.3508771929825,1027.860465116279,1225.975,895.3714285714286,45.825192
1489,1233.9473684210527,1305.6153846153845,662.15,324.0625,530.8857142857142,693.8421052631579,1004.1860465116279,1281.675,970.8285714285714,45.8559885
1490,1227.0,1326.6153846153845,662.025,356.40625,576.0285714285715,700.5263157894736,1060.0232558139535,1194.075,959.5428571428571,45.886785
1491,1226.2894736842106,1343.6538461538462,728.55,344.96875,567.3142857142857,698.578947368421,970.3255813953489,1244.625,955.4857142857143,45.917581500000004
1492,1232.8157894736842,1257.923076923077,667.65,339.1875,517.3428571428572,713.1052631578947,925.3488372093024,1280.75,954.3714285714286,45.948378
1493,1227.5,1341.4615384615386,731.95,340.234375,598.7428571428571,760.0526315789474,982.2558139534884,1182.0,914.4857142857143,45.9791745
1494,1159.9736842105262,1336.3461538461538,713.9,332.96875,589.1142857142858,758.5964912280701,994.1162790697674,1243.55,957.9428571428572,46.009971
1495,1250.7631578947369,1261.1538461538462,759.525,352.09375,544.7142857142857,678.4561403508771,1037.5116279069769,1253.15,1007.0285714285715,46.0407675
1496,1217.2105263157894,1430.3846153846155,767.525,359.796875,529.4857142857143,660.7017543859649,1000.1395348837209,1297.85,972.0,46.071564
1497,1258.3157894736842,1313.1538461538462,742.95,349.984375,593.8857142857142,634.438596491228,1052.4883720930231,1346.775,939.6857142857143,46.1023605
1498,1228.157894736842,1289.2692307692307,766.8,367.484375,565.4285714285714,620.9473684210526,1060.7906976744187,1331.8,1000.6571428571428,46.133157000000004
1499,1240.8684210526317,1362.4615384615386,781.85,391.859375,583.4285714285714,582.9824561403509,1105.7209302325582,1358.05,980.9428571428572,46.1639535
1500,1296.6315789473683,1392.076923076923,799.3,386.25,546.0571428571428,588.2280701754386,1077.7441860465117,1351.225,1014.1428571428571,46.19475
1501,1350.3157894736842,1337.8846153846155,891.575,377.796875,571.9714285714285,551.0877192982456,1075.7906976744187,1336.85,988.1142857142858,46.2255465
1502,1256.078947368421,1332.9615384615386,876.875,401.0,606.4857142857143,518.140350877193,1083.2790697674418,1281.0,983.8,46.256343
1503,1295.921052631579,1329.0,846.325,413.65625,614.8285714285714,516.2280701754386,1137.2558139534883,1291.6,889.0285714285715,46.2871395
1504,1299.421052631579,1426.8461538461538,895.75,413.78125,578.0285714285715,455.96491228070175,1053.5116279069769,1242.85,968.0571428571428,46.317936
1505,1231.3684210526317,1332.3461538461538,789.0,382.140625,595.3714285714286,488.3157894736842,1014.4883720930233,1267.45,898.9142857142857,46.348732500000004
