,A02l_A1L,A02l_A2L,A02l_A3L,A02l_A4L,A02l_A5L,A02l_A6L,A02l_A7L,time
16,222.91071428571428,155.27083333333334,591.2372881355932,1383.8333333333333,1546.1764705882354,746.015625,656.8367346938776,0.4933253333333334
17,229.08928571428572,153.77083333333334,635.4745762711865,1363.462962962963,1530.0392156862745,706.0625,650.3061224489796,0.5241581666666667
18,228.03571428571428,143.83333333333334,679.4915254237288,1367.648148148148,1522.4313725490197,713.34375,624.2857142857143,0.554991
19,197.5,162.45833333333334,696.1525423728814,1416.0185185185185,1554.8039215686274,677.796875,644.4489795918367,0.5858238333333334
20,204.35714285714286,161.91666666666666,760.4067796610169,1377.6851851851852,1505.8235294117646,718.515625,637.530612244898,0.6166566666666667
21,194.19642857142858,162.70833333333334,724.8983050847457,1427.7407407407406,1501.9607843137255,704.375,679.3265306122449,0.6474895
22,188.53571428571428,155.20833333333334,787.7118644067797,1380.4814814814815,1511.137254901961,670.390625,685.9387755102041,0.6783223333333335
23,188.07142857142858,167.52083333333334,799.4067796610169,1398.2962962962963,1424.6470588235295,720.5625,643.5102040816327,0.7091551666666668
24,198.48214285714286,148.95833333333334,805.2033898305085,1397.0740740740741,1401.450980392157,732.109375,624.530612244898,0.7399880000000001
25,189.25,163.27083333333334,817.0677966101695,1448.0,1501.235294117647,701.65625,640.1020408163265,0.7708208333333334
26,185.67857142857142,165.89583333333334,904.8305084745763,1403.5,1469.9019607843138,722.109375,632.9591836734694,0.8016536666666667
27,202.26785714285714,152.54166666666666,876.8135593220339,1374.9074074074074,1450.1764705882354,687.53125,645.9387755102041,0.8324865000000001
28,189.375,174.125,946.5932203389831,1413.7407407407406,1445.1568627450981,676.9375,691.9387755102041,0.8633193333333334
29,185.28571428571428,178.14583333333334,944.8813559322034,1400.7962962962963,1427.921568627451,686.40625,678.6938775510204,0.8941521666666667
30,190.78571428571428,172.0625,949.7457627118644,1350.3703703703704,1429.6666666666667,709.765625,703.8571428571429,0.9249850000000002
31,191.35714285714286,187.6875,947.9661016949152,1385.2407407407406,1460.0392156862745,713.609375,692.0,0.9558178333333335
32,171.01785714285714,190.125,956.2203389830509,1385.9444444444443,1373.3725490196077,696.75,664.3877551020408,0.9866506666666668
33,177.60714285714286,202.60416666666666,957.6271186440678,1423.1666666666667,1490.2549019607843,695.234375,663.2448979591836,1.0174835000000002
34,165.28571428571428,217.54166666666666,948.4067796610169,1406.3703703703704,1322.5686274509803,722.28125,672.3265306122449,1.0483163333333334
35,174.42857142857142,208.10416666666666,951.9152542372881,1444.2592592592594,1413.6666666666667,734.53125,679.9591836734694,1.0791491666666668
36,186.125,232.64583333333334,1022.6779661016949,1419.9814814814815,1382.862745098039,737.890625,692.2448979591836,1.109982
37,160.39285714285714,218.04166666666666,1008.6949152542373,1368.5,1385.549019607843,735.65625,696.6326530612245,1.1408148333333334
38,163.83928571428572,256.875,943.4067796610169,1389.4259259259259,1347.4705882352941,692.515625,652.0612244897959,1.1716476666666669
39,161.91071428571428,282.1875,1025.3898305084747,1357.8148148148148,1344.862745098039,743.828125,658.795918367347,1.2024805
40,160.875,285.9166666666667,1006.2203389830509,1374.1851851851852,1362.5294117647059,753.921875,654.7755102040817,1.2333133333333335
41,165.35714285714286,302.25,990.1016949152543,1302.7962962962963,1366.450980392157,727.734375,685.1836734693877,1.264146166666667
42,173.57142857142858,314.6875,1018.9661016949152,1298.8703703703704,1341.9607843137255,686.140625,672.0,1.294979
43,154.32142857142858,298.9375,997.9322033898305,1328.7037037037037,1375.921568627451,714.453125,662.4285714285714,1.3258118333333335
44,156.28571428571428,289.3958333333333,1031.7627118644068,1275.3148148148148,1298.4705882352941,764.328125,674.1836734693877,1.356644666666667
45,167.39285714285714,318.8125,1050.864406779661,1313.5925925925926,1384.3921568627452,700.921875,633.6326530612245,1.3874775000000001
46,165.44642857142858,337.8541666666667,1020.1525423728814,1270.4074074074074,1328.4117647058824,725.65625,637.795918367347,1.4183103333333336
47,164.58928571428572,346.125,1011.0,1290.5,1332.1764705882354,744.859375,643.5510204081633,1.4491431666666668
48,160.85714285714286,350.9791666666667,1039.2542372881355,1265.9259259259259,1369.5294117647059,722.296875,670.4285714285714,1.4799760000000002
49,152.125,368.625,1053.050847457627,1227.4444444444443,1360.5294117647059,746.8125,643.4489795918367,1.5108088333333336
50,168.89285714285714,416.625,1031.7118644067796,1264.8333333333333,1393.1176470588234,751.421875,707.265306122449,1.5416416666666668
51,166.42857142857142,423.0625,1045.2542372881355,1231.2222222222222,1350.4705882352941,717.59375,677.1632653061224,1.5724745000000002
52,166.58928571428572,394.8958333333333,1069.5084745762713,1202.111111111111,1331.7843137254902,750.9375,650.6734693877551,1.6033073333333334
53,178.67857142857142,416.2291666666667,1043.4237288135594,1206.0185185185185,1318.3333333333333,750.765625,640.3265306122449,1.6341401666666668
54,187.83928571428572,475.0625,1034.135593220339,1215.8703703703704,1388.862745098039,736.828125,672.1836734693877,1.6649730000000003
55,181.44642857142858,459.3125,1059.3728813559321,1199.4259259259259,1352.3725490196077,719.796875,651.2244897959183,1.6958058333333335
56,194.83928571428572,474.2708333333333,1085.6101694915253,1167.3333333333333,1333.2745098039215,716.53125,696.9591836734694,1.7266386666666669
57,189.96428571428572,504.5416666666667,1086.7457627118645,1247.0740740740741,1421.0980392156862,745.140625,707.3673469387755,1.7574715000000003
58,192.80357142857142,492.2291666666667,1068.1186440677966,1175.8703703703704,1362.0196078431372,706.609375,713.469387755102,1.7883043333333335
59,199.73214285714286,522.0208333333334,1037.7118644067796,1215.5925925925926,1393.7450980392157,733.3125,670.530612244898,1.819137166666667
60,225.08928571428572,496.125,1033.2542372881355,1238.3148148148148,1322.0,731.859375,679.9591836734694,1.8499700000000003
61,227.96428571428572,499.8958333333333,1088.2372881355932,1173.0,1360.137254901961,743.21875,656.0816326530612,1.8808028333333335
62,246.94642857142858,509.375,1094.4406779661017,1167.2777777777778,1363.2745098039215,747.703125,689.469387755102,1.911635666666667
63,239.82142857142858,508.8333333333333,1042.542372881356,1184.0185185185185,1346.686274509804,700.71875,685.0612244897959,1.9424685000000002
64,281.3392857142857,534.5,1065.677966101695,1196.2222222222222,1313.137254901961,700.9375,673.9591836734694,1.9733013333333336
65,273.7857142857143,572.6666666666666,1099.3728813559321,1168.388888888889,1376.313725490196,707.953125,663.4897959183673,2.0041341666666668
66,295.14285714285717,552.3333333333334,1073.864406779661,1115.0,1343.7450980392157,710.1875,671.7142857142857,2.0349670000000004
67,304.44642857142856,563.6666666666666,1086.864406779661,1195.9444444444443,1317.686274509804,744.921875,667.4897959183673,2.0657998333333336
68,351.7857142857143,569.0833333333334,1096.9661016949153,1143.9444444444443,1415.078431372549,706.109375,645.1836734693877,2.096632666666667
69,346.01785714285717,565.25,1093.9830508474577,1157.7777777777778,1329.0980392156862,700.953125,654.5102040816327,2.1274655000000005
70,387.2142857142857,536.7916666666666,1056.8474576271187,1132.4259259259259,1390.3333333333333,709.171875,675.5714285714286,2.1582983333333337
71,349.57142857142856,570.5625,1063.406779661017,1147.7962962962963,1341.1764705882354,702.5625,692.2244897959183,2.189131166666667
72,393.32142857142856,573.125,1041.542372881356,1107.7222222222222,1320.4117647058824,685.1875,674.469387755102,2.219964
73,393.57142857142856,566.6458333333334,1045.7966101694915,1133.3148148148148,1277.5098039215686,696.484375,666.4081632653061,2.2507968333333337
74,376.23214285714283,543.1875,1024.457627118644,1125.037037037037,1339.5098039215686,677.71875,691.204081632653,2.281629666666667
75,415.82142857142856,544.3333333333334,1009.9322033898305,1131.1666666666667,1360.549019607843,686.3125,629.4081632653061,2.3124625
76,425.55357142857144,555.1875,1046.3728813559321,1146.4259259259259,1340.2745098039215,681.59375,645.1428571428571,2.3432953333333337
77,434.17857142857144,576.5,1024.8813559322034,1185.9074074074074,1309.686274509804,698.140625,679.8979591836735,2.374128166666667
78,481.6607142857143,564.3958333333334,995.0677966101695,1112.5555555555557,1297.4117647058824,708.640625,657.6734693877551,2.404961
79,456.0357142857143,542.0833333333334,1044.0169491525423,1154.3333333333333,1368.7450980392157,680.09375,658.5714285714286,2.4357938333333338
80,489.42857142857144,586.6458333333334,1023.7966101694915,1139.388888888889,1298.0980392156862,711.078125,656.4285714285714,2.466626666666667
81,511.30357142857144,597.625,1058.593220338983,1079.6296296296296,1359.862745098039,693.0625,619.3469387755102,2.4974595
82,512.9821428571429,530.4166666666666,994.5762711864406,1113.3148148148148,1259.1176470588234,674.125,661.6326530612245,2.528292333333334
83,505.9642857142857,538.4166666666666,1038.0169491525423,1157.3148148148148,1310.5098039215686,678.796875,661.1224489795918,2.559125166666667
84,526.9464285714286,601.375,994.1525423728814,1107.3703703703704,1283.1960784313726,676.5625,638.9183673469388,2.589958
85,569.9464285714286,532.1666666666666,1046.6610169491526,1132.2962962962963,1351.1176470588234,694.375,624.8775510204082,2.620790833333334
86,537.6071428571429,544.8125,1050.3559322033898,1050.3333333333333,1309.2941176470588,698.453125,622.0816326530612,2.651623666666667
87,563.1428571428571,555.3125,1012.3050847457627,1117.648148148148,1307.0392156862745,690.578125,604.0204081632653,2.6824565000000002
88,586.9821428571429,568.1041666666666,1025.2033898305085,1120.4074074074074,1294.9803921568628,659.5625,597.9183673469388,2.713289333333334
89,628.375,562.6875,1034.7796610169491,1113.3148148148148,1277.549019607843,683.625,643.2448979591836,2.744122166666667
90,588.6964285714286,558.8125,1011.0677966101695,1115.148148148148,1253.450980392157,693.5,632.0612244897959,2.7749550000000003
91,585.25,560.4791666666666,1009.271186440678,1065.7592592592594,1289.7843137254902,682.171875,631.5510204081633,2.8057878333333335
92,655.6428571428571,558.6875,965.0847457627119,1128.388888888889,1262.549019607843,672.5625,624.4489795918367,2.836620666666667
93,632.3035714285714,564.0833333333334,1050.2711864406779,1123.648148148148,1255.5294117647059,653.9375,676.4285714285714,2.8674535000000003
94,637.75,577.4791666666666,1010.9152542372881,1139.111111111111,1209.9607843137255,657.890625,632.8571428571429,2.8982863333333335
95,636.4464285714286,580.5208333333334,1005.1525423728814,1075.8703703703704,1276.235294117647,677.546875,586.3061224489796,2.929119166666667
96,657.4821428571429,579.2916666666666,1000.6101694915254,1019.3148148148148,1218.8431372549019,662.390625,568.3877551020408,2.9599520000000004
97,648.5714285714286,586.1875,977.2203389830509,1066.9444444444443,1194.8823529411766,642.625,596.6734693877551,2.9907848333333336
98,678.0,553.6458333333334,1032.5762711864406,1038.1851851851852,1254.9019607843138,677.875,528.0612244897959,3.021617666666667
99,665.0178571428571,567.0208333333334,1053.1016949152543,1073.037037037037,1286.4117647058824,617.828125,522.1020408163265,3.0524505000000004
100,667.3928571428571,572.75,1016.271186440678,1113.851851851852,1250.7254901960785,632.25,468.2857142857143,3.0832833333333336
101,695.875,530.5625,1061.8135593220338,1104.111111111111,1210.5882352941176,647.3125,460.3265306122449,3.1141161666666672
102,721.1964285714286,524.7083333333334,1043.5084745762713,1086.0925925925926,1243.764705882353,614.046875,459.57142857142856,3.1449490000000004
103,689.8392857142857,547.1666666666666,1072.593220338983,1108.7592592592594,1265.7058823529412,622.953125,396.83673469387753,3.1757818333333336
104,700.2142857142857,511.1875,1053.0,1078.5555555555557,1226.0588235294117,602.3125,421.16326530612247,3.206614666666667
105,692.3392857142857,564.5833333333334,1084.3389830508474,1110.2407407407406,1236.0196078431372,596.75,406.44897959183675,3.2374475000000005
106,716.0178571428571,538.2916666666666,994.6440677966102,1111.9259259259259,1283.8431372549019,555.109375,363.9795918367347,3.2682803333333337
107,750.8571428571429,541.8541666666666,1046.1694915254238,1040.0185185185185,1231.6470588235295,553.5,364.48979591836735,3.299113166666667
108,732.3035714285714,524.1041666666666,1044.7627118644068,1072.0925925925926,1230.0588235294117,545.21875,356.3061224489796,3.3299460000000005
109,693.1785714285714,553.2291666666666,1082.6949152542372,1101.7222222222222,1222.6078431372548,556.15625,338.16326530612247,3.3607788333333337
110,735.0357142857143,537.375,1099.9661016949153,1145.351851851852,1184.862745098039,587.59375,329.48979591836735,3.391611666666667
111,687.3571428571429,566.8541666666666,1059.6440677966102,1103.2777777777778,1197.4117647058824,541.828125,314.7142857142857,3.4224445000000006
112,739.5892857142857,551.875,1103.593220338983,1142.2037037037037,1198.0392156862745,530.53125,307.2040816326531,3.4532773333333338
113,755.6964285714286,537.25,1086.1525423728813,1095.4444444444443,1166.0,520.96875,287.55102040816325,3.484110166666667
114,702.1607142857143,509.125,1079.915254237288,1104.0,1187.6274509803923,522.65625,268.3469387755102,3.5149430000000006
115,698.8214285714286,551.4375,1064.1525423728813,1123.0185185185185,1235.5098039215686,475.25,273.9183673469388,3.545775833333334
116,724.5892857142857,555.5208333333334,1125.8983050847457,1068.1851851851852,1150.9019607843138,470.546875,274.51020408163265,3.576608666666667
117,741.6785714285714,566.7708333333334,1102.2203389830509,1092.9814814814815,1230.450980392157,463.5,266.9795918367347,3.6074415000000006
118,728.3035714285714,536.7291666666666,1086.457627118644,1099.0185185185185,1183.2941176470588,467.515625,257.40816326530614,3.638274333333334
119,706.1785714285714,523.4583333333334,1051.8305084745762,1081.8333333333333,1125.8039215686274,447.265625,256.2040816326531,3.669107166666667
120,764.4821428571429,536.125,1058.3728813559321,1064.462962962963,1193.2549019607843,459.5625,242.22448979591837,3.6999400000000007
121,724.8928571428571,502.8958333333333,1071.2881355932204,1057.8703703703704,1255.5098039215686,453.890625,245.73469387755102,3.730772833333334
122,716.625,525.625,1090.2542372881355,1065.4074074074074,1170.7058823529412,437.125,241.12244897959184,3.761605666666667
123,753.8214285714286,561.125,1084.1864406779662,1095.9444444444443,1192.686274509804,419.03125,231.75510204081633,3.7924385000000003
124,713.1785714285714,530.7083333333334,1075.1016949152543,1097.3148148148148,1225.6666666666667,424.78125,223.9795918367347,3.823271333333334
125,677.6607142857143,543.8125,1052.5762711864406,1091.388888888889,1212.7843137254902,427.46875,224.40816326530611,3.854104166666667
126,719.75,547.9791666666666,1081.1016949152543,1040.388888888889,1228.5882352941176,434.6875,214.0,3.8849370000000003
127,686.8214285714286,547.4166666666666,1052.5084745762713,1052.8703703703704,1213.1960784313726,416.953125,222.6326530612245,3.915769833333334
128,703.375,530.7083333333334,1076.4237288135594,984.8148148148148,1178.6078431372548,444.625,206.6122448979592,3.946602666666667
129,667.8392857142857,519.5416666666666,1022.542372881356,1075.2962962962963,1209.7843137254902,421.625,216.9387755102041,3.9774355000000003
130,735.2857142857143,520.9166666666666,1049.406779661017,1039.5555555555557,1184.686274509804,434.53125,223.14285714285714,4.0082683333333335
131,691.3214285714286,516.875,1065.6271186440679,1028.851851851852,1247.5294117647059,422.484375,202.48979591836735,4.039101166666667
132,712.3035714285714,538.5416666666666,1078.0169491525423,1066.851851851852,1198.1568627450981,416.484375,204.24489795918367,4.069934000000001
133,722.1071428571429,517.7291666666666,1010.1186440677966,1089.388888888889,1148.0196078431372,410.234375,213.73469387755102,4.100766833333334
134,673.1785714285714,502.0416666666667,1006.2203389830509,1049.148148148148,1185.078431372549,395.84375,218.89795918367346,4.131599666666667
135,658.5535714285714,513.1875,1013.1355932203389,1047.9074074074074,1212.8235294117646,433.875,201.3673469387755,4.1624325
136,682.7142857142857,506.5416666666667,1043.1525423728813,1043.0925925925926,1190.2156862745098,398.0625,212.10204081632654,4.193265333333334
137,697.5178571428571,532.8541666666666,1000.6271186440678,1049.2592592592594,1225.8039215686274,403.421875,195.6734693877551,4.224098166666667
138,640.1071428571429,505.75,1087.2542372881355,1060.2407407407406,1260.549019607843,383.828125,226.26530612244898,4.254931000000001
139,664.8214285714286,558.0625,1025.2711864406779,1110.5555555555557,1239.4313725490197,378.421875,195.10204081632654,4.285763833333334
140,654.1607142857143,523.0833333333334,1002.9830508474577,1058.6851851851852,1246.0588235294117,398.8125,191.77551020408163,4.316596666666667
141,620.7321428571429,529.4791666666666,996.8135593220339,1030.388888888889,1226.0588235294117,399.796875,206.9387755102041,4.3474295000000005
142,635.8214285714286,493.3333333333333,1059.7288135593221,1065.8703703703704,1167.1176470588234,382.890625,190.6734693877551,4.378262333333334
143,652.1607142857143,492.7291666666667,1013.0508474576271,1050.1851851851852,1192.3529411764705,363.984375,199.51020408163265,4.409095166666667
144,627.6607142857143,496.4583333333333,1047.1694915254238,1049.2592592592594,1191.686274509804,367.15625,209.0204081632653,4.439928
145,649.0714285714286,517.6458333333334,1040.8983050847457,1041.8333333333333,1198.5098039215686,367.078125,207.9591836734694,4.470760833333334
146,623.4285714285714,519.4375,1028.0169491525423,1017.5925925925926,1216.0980392156862,363.546875,190.10204081632654,4.501593666666667
147,656.875,528.4166666666666,1036.0169491525423,1045.0925925925926,1191.0588235294117,374.5625,202.3469387755102,4.532426500000001
148,660.9464285714286,523.5208333333334,1006.2033898305085,1054.5740740740741,1188.5882352941176,372.21875,192.22448979591837,4.563259333333334
149,649.7857142857143,487.75,1018.7457627118644,1067.3333333333333,1197.8823529411766,366.625,214.55102040816325,4.594092166666667
150,655.8035714285714,505.5,1056.8474576271187,1057.4814814814815,1203.450980392157,364.65625,185.69387755102042,4.624925
151,659.1607142857143,523.0625,1077.0338983050847,1075.4444444444443,1204.0,346.078125,196.57142857142858,4.655757833333334
152,637.0714285714286,467.1875,1055.6101694915253,1096.9259259259259,1174.2156862745098,340.859375,203.57142857142858,4.6865906666666675
153,621.375,497.3125,1071.406779661017,1045.5740740740741,1190.2745098039215,333.3125,189.48979591836735,4.717423500000001
154,677.7142857142857,501.4375,1007.8644067796611,1043.2962962962963,1168.0392156862745,330.6875,202.22448979591837,4.748256333333334
155,660.625,531.7708333333334,1058.8474576271187,1060.7222222222222,1186.1764705882354,329.703125,178.3877551020408,4.779089166666667
156,637.1428571428571,508.1666666666667,1015.5084745762712,1065.2592592592594,1194.2156862745098,319.71875,197.81632653061226,4.809922
157,618.6964285714286,523.5625,1024.8983050847457,1042.8333333333333,1185.1568627450981,321.171875,218.3265306122449,4.840754833333334
158,616.0357142857143,489.25,1040.1525423728813,1044.6666666666667,1158.6666666666667,305.671875,199.53061224489795,4.8715876666666675
159,635.4285714285714,547.5208333333334,1032.084745762712,1123.4259259259259,1182.0196078431372,288.40625,214.85714285714286,4.902420500000001
160,614.6964285714286,527.0208333333334,1029.6440677966102,1046.1296296296296,1173.1764705882354,291.109375,179.91836734693877,4.933253333333334
161,649.875,488.8333333333333,1008.6101694915254,1055.6851851851852,1175.7843137254902,276.03125,207.44897959183675,4.964086166666667
162,609.8035714285714,497.0625,981.6949152542373,1052.2777777777778,1143.6274509803923,300.34375,175.89795918367346,4.994919
163,608.9285714285714,510.9583333333333,1041.949152542373,1067.0555555555557,1224.2941176470588,285.828125,180.83673469387756,5.0257518333333335
164,602.9107142857143,500.5416666666667,1064.3050847457628,994.3148148148148,1152.078431372549,286.9375,199.57142857142858,5.056584666666668
165,630.5357142857143,497.6666666666667,1002.0847457627119,1059.5185185185185,1152.4705882352941,274.15625,181.16326530612244,5.087417500000001
166,655.0357142857143,522.6666666666666,1034.0338983050847,1061.2037037037037,1099.2941176470588,268.96875,188.9387755102041,5.118250333333334
167,645.8928571428571,509.25,1010.2203389830509,974.7222222222222,1142.0392156862745,271.375,196.51020408163265,5.149083166666667
168,660.6964285714286,507.9166666666667,1021.5762711864406,990.6296296296297,1086.5294117647059,264.59375,190.28571428571428,5.179916
169,626.25,500.25,966.8474576271186,1032.8333333333333,1163.8039215686274,254.734375,180.30612244897958,5.210748833333334
170,631.3392857142857,481.4583333333333,1027.8474576271187,964.6666666666666,1169.4901960784314,231.109375,182.87755102040816,5.241581666666668
171,635.0714285714286,489.5208333333333,1021.4237288135594,1029.0740740740741,1096.313725490196,245.96875,195.6326530612245,5.272414500000001
172,632.125,525.4583333333334,1021.6271186440678,1000.425925925926,1095.764705882353,246.15625,189.48979591836735,5.303247333333334
173,692.1071428571429,506.8333333333333,1015.8644067796611,1048.7777777777778,1139.1568627450981,237.078125,198.91836734693877,5.334080166666667
174,651.6071428571429,515.7916666666666,1008.2203389830509,1026.3703703703704,1099.5098039215686,240.671875,184.08163265306123,5.3649130000000005
175,654.1428571428571,511.3333333333333,1001.0677966101695,1014.7777777777778,1114.450980392157,234.8125,206.77551020408163,5.395745833333334
176,662.0892857142857,503.6458333333333,1027.406779661017,1005.2777777777778,1097.4705882352941,239.4375,187.24489795918367,5.426578666666668
177,611.3928571428571,495.25,1073.4237288135594,1000.7222222222222,1117.078431372549,223.578125,203.6122448979592,5.457411500000001
178,608.5714285714286,574.5625,1010.6610169491526,1031.3148148148148,1115.4313725490197,207.46875,198.3877551020408,5.488244333333334
179,605.3035714285714,559.8541666666666,1035.9661016949153,1026.2962962962963,1104.9411764705883,219.109375,201.24489795918367,5.519077166666667
180,592.1964285714286,549.5,1035.1016949152543,976.9629629629629,1060.7058823529412,221.296875,206.6122448979592,5.549910000000001
181,625.3214285714286,519.7083333333334,1066.1525423728813,995.4629629629629,1152.450980392157,216.953125,206.08163265306123,5.580742833333334
182,610.875,492.5833333333333,1044.084745762712,998.0185185185185,1101.137254901961,225.890625,182.18367346938774,5.611575666666667
183,630.4464285714286,527.4166666666666,1075.406779661017,981.8333333333334,1111.5882352941176,222.625,196.85714285714286,5.642408500000001
184,628.2142857142857,512.7708333333334,1022.3389830508474,1009.4814814814815,1051.6470588235295,222.484375,188.87755102040816,5.673241333333334
185,622.125,524.125,1010.6101694915254,960.8518518518518,1100.5882352941176,211.484375,195.9387755102041,5.7040741666666674
186,630.2321428571429,503.0833333333333,1004.8644067796611,984.1481481481482,1008.156862745098,208.53125,201.40816326530611,5.734907000000001
187,606.0535714285714,465.8333333333333,1088.0338983050847,1000.5925925925926,1064.235294117647,212.515625,190.83673469387756,5.765739833333334
188,607.1964285714286,505.5208333333333,1006.6779661016949,1015.3888888888889,1040.7254901960785,201.125,188.42857142857142,5.796572666666667
189,610.0178571428571,488.4583333333333,1015.3220338983051,1004.8518518518518,1032.0196078431372,212.625,203.26530612244898,5.827405500000001
190,613.0178571428571,518.125,1002.6949152542373,968.6666666666666,1030.9019607843138,221.28125,179.91836734693877,5.858238333333334
191,552.2678571428571,479.2083333333333,998.4406779661017,963.2962962962963,1001.6862745098039,189.578125,196.10204081632654,5.8890711666666675
192,593.75,513.4791666666666,994.0338983050848,998.3518518518518,1030.2745098039215,202.921875,204.55102040816325,5.919904000000001
193,564.3571428571429,488.6458333333333,1029.5084745762713,1004.5185185185185,1003.5490196078431,205.9375,187.57142857142858,5.950736833333334
194,625.8928571428571,514.5625,1018.8644067796611,1006.4444444444445,924.5490196078431,210.265625,190.30612244897958,5.981569666666667
195,610.4464285714286,477.9375,1047.7796610169491,965.7592592592592,961.7450980392157,217.328125,195.85714285714286,6.0124025
196,621.3571428571429,513.7291666666666,1013.1355932203389,1005.0,981.8039215686274,204.5625,192.0204081632653,6.043235333333334
197,583.9821428571429,493.2916666666667,987.3389830508474,998.7962962962963,934.9215686274509,211.796875,196.48979591836735,6.074068166666668
198,605.6071428571429,467.7083333333333,961.3220338983051,1015.8703703703703,976.2549019607843,204.90625,199.57142857142858,6.104901000000001
199,607.2857142857143,518.7291666666666,1039.7118644067796,990.5370370370371,1012.1176470588235,205.078125,171.71428571428572,6.135733833333334
200,594.125,461.0,981.0847457627119,1024.5185185185185,989.2156862745098,211.359375,183.9591836734694,6.166566666666667
201,612.0178571428571,507.0416666666667,1009.2542372881356,1006.8888888888889,941.843137254902,198.875,184.6326530612245,6.1973995
202,602.0,468.6041666666667,1030.9830508474577,1016.574074074074,961.7450980392157,195.140625,181.0408163265306,6.2282323333333345
203,590.5357142857143,506.1041666666667,995.9661016949152,960.8148148148148,971.4117647058823,204.28125,187.46938775510205,6.259065166666668
204,575.75,497.2916666666667,1053.7966101694915,930.9814814814815,978.843137254902,201.71875,186.73469387755102,6.289898000000001
205,591.2857142857143,501.8125,997.2881355932203,1011.8148148148148,888.6078431372549,201.78125,180.3469387755102,6.320730833333334
206,608.875,496.75,1012.3559322033898,1028.962962962963,943.1176470588235,207.15625,192.40816326530611,6.351563666666667
207,654.5714285714286,534.6875,1046.2203389830509,1019.4814814814815,925.2156862745098,200.203125,185.28571428571428,6.3823965000000005
208,608.0357142857143,486.7083333333333,973.7966101694915,982.9814814814815,969.3529411764706,225.421875,180.6122448979592,6.413229333333334
209,625.5357142857143,508.0625,964.8644067796611,954.2037037037037,928.9019607843137,208.828125,182.14285714285714,6.444062166666668
210,565.0535714285714,514.9375,995.6440677966102,982.8333333333334,967.0588235294117,192.6875,204.6530612244898,6.474895000000001
211,583.2857142857143,513.5416666666666,981.2542372881356,967.0185185185185,909.8627450980392,201.28125,197.55102040816325,6.505727833333334
212,615.9642857142857,482.8958333333333,1007.9661016949152,1006.2962962962963,982.9411764705883,210.296875,180.08163265306123,6.536560666666667
213,558.9642857142857,530.0,1018.2203389830509,961.6111111111111,953.2745098039215,205.875,200.12244897959184,6.5673935000000006
214,563.6964285714286,490.4583333333333,1007.1355932203389,946.5370370370371,942.0588235294117,221.671875,187.3877551020408,6.598226333333334
215,571.875,474.3125,981.5593220338983,985.0925925925926,972.4901960784314,199.171875,193.48979591836735,6.629059166666668
216,578.6964285714286,465.4583333333333,992.2372881355932,957.9629629629629,967.6470588235294,199.75,205.91836734693877,6.659892000000001
217,555.75,478.0,994.1864406779661,981.0,958.7450980392157,206.578125,204.40816326530611,6.690724833333334
218,588.2678571428571,504.0625,951.8644067796611,943.8148148148148,967.5686274509804,223.578125,179.9387755102041,6.721557666666667
219,560.4642857142857,487.25,963.1694915254237,884.8703703703703,965.156862745098,217.625,184.9591836734694,6.752390500000001
220,569.5,485.9166666666667,977.6101694915254,909.8333333333334,960.8627450980392,223.15625,198.3469387755102,6.783223333333334
