,A3L_before,A4L_before,A4R_before,A5L_before,A6L_before,A6R_before,A7L_before,A7R_before
0,1627.7108822361758,1911.7396028949297,1603.3057687108787,765.0986934176724,1831.5847607825829,1379.37040236699,1381.8321665094466,1874.2560043052472
