,A3R_after,A4L_after,A4R_after,A5L_after,A5R_after,A6L_after,A6R_after,A7L_after,A7R_after
0,837.3376170721479,701.0675011989862,924.9740585962986,1186.5257826106406,1066.029252898691,1009.5317705782649,866.4761350984485,1031.522151440257,1133.2475424224886
