,A3L_before,A4L_before,A4R_before,A5L_before,A5R_before,A6L_before,A6R_before,A7L_before,A7R_before
0,2131.950737119617,1472.8434432131326,2434.9222406028102,1516.5717512618344,2803.3729731067665,2888.3511617783142,2174.9760857984547,2111.4221742505542,1782.9451564944552
