,A3L_before,A4L_before,A4R_before,A5L_before,A5R_before,A6L_before,A6R_before,A7L_before,A7R_before
0,545.4666666666667,820.0,1596.8947368421052,1140.5384615384614,1931.3666666666666,1930.8157894736842,982.6410256410256,441.6,422.76666666666665
