,A3L_after,A3R_after,A4L_after,A5L_after,A5R_after,A6L_after,A6R_after,A7L_after,A7R_after
0,907.0122905317403,1067.634594922224,889.9335135238263,1425.4202569159409,706.6816885804874,647.6006520971683,1366.8117504966422,859.2002084461365,611.2907672059899
