,A3L_after,A4L_after,A4R_after,A5L_after,A5R_after,A6L_after,A6R_after,A7L_after,A7R_after
0,1349.195375204352,958.9622365612141,1388.710061524467,806.7062052592711,1491.9844350455492,1817.3644502090942,1380.724769807342,1368.9238850767072,1342.627537217091
