,A3L_before,A3R_before,A4L_before,A5L_before,A5R_before,A6L_before,A6R_before,A7L_before,A7R_before
0,915.0177159722572,1147.8671792986152,1046.8880149499416,1512.3053414578494,1164.8152296272492,1098.7013583389137,1700.9887967950476,1272.293281199928,762.2323333137678
