,A3L_after,A4L_after,A4R_after,A5L_after,A6L_after,A6R_after,A7L_after,A7R_after
0,712.9384185985093,754.7456778452922,796.2080612649868,454.6968902494766,641.9624777272396,674.6548825982735,543.3662065960317,780.5298669089484
