,A3R_before,A4L_before,A4R_before,A5L_before,A5R_before,A6L_before,A6R_before,A7L_before,A7R_before
0,1047.9846974218083,815.9622814289077,1067.152116156697,1081.4841003113543,998.4697719874862,1499.8573060664946,1223.2125326838286,924.673119557692,994.0781944405808
