,A02l_A1R,A02l_A2R,A02l_A3R,A02l_A4R,A02l_A5R,A02l_A6R,A02l_A7R,A02l_A1L,A02l_A2L,A02l_A3L,A02l_A4L,A02l_A5L,A02l_A6L,A02l_A7L,time
87,218.71794871794873,324.28205128205127,1118.5714285714287,942.3170731707318,347.6,321.04761904761904,249.5,385.0975609756098,1471.655737704918,772.4814814814815,1202.2222222222222,1231.047619047619,316.09090909090907,216.3877551020408,2.6752209999999996
88,223.5897435897436,299.05128205128204,1098.8979591836735,967.219512195122,385.54285714285714,379.6190476190476,253.65,373.6341463414634,1430.72131147541,780.7962962962963,1178.8253968253969,1174.6904761904761,375.02272727272725,218.6530612244898,2.7059706666666665
89,214.07692307692307,309.71794871794873,1045.061224489796,962.4146341463414,321.9714285714286,355.3809523809524,249.375,389.4878048780488,1432.049180327869,798.2777777777778,1087.079365079365,1185.642857142857,391.34090909090907,218.10204081632654,2.736720333333333
90,186.5897435897436,325.43589743589746,1051.4489795918366,898.7073170731708,338.8285714285714,341.6190476190476,236.625,345.7317073170732,1423.983606557377,761.7592592592592,1002.6666666666666,1160.5714285714287,449.0,236.0408163265306,2.76747
91,196.66666666666666,282.43589743589746,995.4489795918367,892.6585365853658,314.77142857142854,382.9047619047619,239.0,368.4390243902439,1387.6065573770493,785.1296296296297,981.968253968254,1161.1190476190477,505.1136363636364,219.0204081632653,2.7982196666666663
92,202.30769230769232,298.8205128205128,1020.5510204081633,915.9024390243902,320.45714285714286,378.6190476190476,246.325,394.5121951219512,1310.5409836065573,743.925925925926,894.6349206349206,1151.8809523809523,489.1363636363636,211.26530612244898,2.8289693333333332
93,186.82051282051282,320.4102564102564,1050.6938775510205,932.219512195122,325.6,375.85714285714283,239.75,335.6585365853659,1346.672131147541,755.5185185185185,836.1904761904761,1211.5,497.77272727272725,225.42857142857142,2.8597189999999997
94,183.89743589743588,273.5897435897436,1069.469387755102,943.0243902439024,370.2857142857143,415.57142857142856,253.425,381.609756097561,1354.0983606557377,755.2592592592592,804.3015873015873,1207.2142857142858,545.4772727272727,208.6326530612245,2.8904686666666666
95,172.71794871794873,309.6923076923077,1009.4285714285714,868.8536585365854,343.4,376.5238095238095,233.375,363.1219512195122,1345.983606557377,791.6111111111111,761.4126984126984,1158.5238095238096,561.0454545454545,203.3265306122449,2.921218333333333
96,167.17948717948718,293.0769230769231,1011.1224489795918,873.0975609756098,332.0,379.3809523809524,266.85,342.0487804878049,1335.8852459016393,745.7407407407408,706.015873015873,1185.095238095238,591.0909090909091,214.6326530612245,2.951968
97,164.7948717948718,313.56410256410254,946.7551020408164,938.1463414634146,336.74285714285713,375.9047619047619,275.25,321.1463414634146,1247.7868852459017,766.5185185185185,683.1269841269841,1157.5,587.0681818181819,206.91836734693877,2.9827176666666664
98,162.15384615384616,312.2307692307692,993.7142857142857,954.9756097560976,351.2857142857143,361.5238095238095,253.85,349.0,1257.7868852459017,723.0185185185185,663.4126984126984,1173.5238095238096,647.75,211.71428571428572,3.0134673333333333
99,163.0,301.56410256410254,996.1836734693877,957.2682926829268,354.7142857142857,378.57142857142856,240.325,328.7073170731707,1256.1803278688524,755.925925925926,617.4444444444445,1157.2857142857142,643.5454545454545,214.08163265306123,3.0442169999999997
100,150.51282051282053,281.6923076923077,898.9795918367347,902.0731707317074,367.4,355.6190476190476,241.05,334.1951219512195,1194.8852459016393,729.9074074074074,587.3333333333334,1162.904761904762,646.7272727272727,218.48979591836735,3.0749666666666666
101,149.2051282051282,282.4102564102564,912.2244897959183,906.5853658536586,326.37142857142857,372.3333333333333,254.25,328.8048780487805,1166.2622950819673,739.0925925925926,557.5396825396825,1123.8333333333333,623.6590909090909,214.87755102040816,3.105716333333333
102,152.56410256410257,281.4871794871795,877.9387755102041,892.1219512195122,323.0,334.85714285714283,265.425,338.4146341463415,1171.327868852459,707.5370370370371,569.7460317460317,1156.4285714285713,645.5909090909091,222.91836734693877,3.136466
103,160.84615384615384,266.7435897435897,842.734693877551,917.8780487804878,329.2,343.0952380952381,252.15,320.7560975609756,1116.688524590164,693.2037037037037,492.25396825396825,1182.5714285714287,682.5227272727273,202.59183673469389,3.1672156666666664
104,141.6153846153846,312.9230769230769,883.7551020408164,882.3170731707318,350.1714285714286,396.6190476190476,237.6,341.8292682926829,1113.8360655737704,689.3148148148148,462.25396825396825,1141.642857142857,648.9545454545455,226.6530612244898,3.1979653333333333
105,154.76923076923077,288.9230769230769,843.1020408163265,900.170731707317,332.3142857142857,395.23809523809524,252.25,323.1219512195122,1069.7868852459017,692.5,467.74603174603175,1105.142857142857,625.5909090909091,202.0204081632653,3.228715
106,151.76923076923077,305.87179487179486,826.6326530612245,863.829268292683,348.74285714285713,388.0,237.075,296.7560975609756,1064.5573770491803,693.3888888888889,456.04761904761904,1143.7619047619048,623.0227272727273,206.28571428571428,3.2594646666666667
107,152.35897435897436,260.28205128205127,744.265306122449,924.1951219512196,345.0857142857143,336.76190476190476,247.825,289.6341463414634,1052.0,691.6111111111111,443.46031746031747,1167.7857142857142,649.7727272727273,234.48979591836735,3.290214333333333
108,152.51282051282053,297.61538461538464,708.3469387755102,853.609756097561,329.2857142857143,337.57142857142856,237.45,311.8536585365854,1004.9508196721312,662.6851851851852,401.1904761904762,1055.1190476190477,605.1590909090909,215.0612244897959,3.3209639999999996
109,140.66666666666666,293.05128205128204,673.6734693877551,909.609756097561,317.9714285714286,361.85714285714283,236.55,275.4146341463415,934.4918032786885,681.925925925926,394.73015873015873,1034.8809523809523,597.9545454545455,224.59183673469389,3.3517136666666665
110,141.33333333333334,268.5897435897436,628.6122448979592,914.9512195121952,353.6,361.76190476190476,260.15,321.6585365853659,910.3934426229508,622.0185185185185,374.7936507936508,960.8571428571429,616.3863636363636,210.89795918367346,3.382463333333333
111,140.66666666666666,282.15384615384613,576.1836734693877,842.1463414634146,338.34285714285716,354.6666666666667,233.1,273.0487804878049,917.8688524590164,661.8333333333334,395.3968253968254,955.6666666666666,574.8636363636364,212.44897959183675,3.413213
