,A3R_before,A4L_before,A5L_before,A6L_before,A6R_before,A7L_before,A7R_before
0,1142.5203977475394,1237.5304017163376,1327.6468263551733,1617.3229667695948,2454.4232744212404,1211.9591206909022,1885.5546164036061
