,A4L_before,A4R_before,A5L_before,A5R_before,A6L_before,A6R_before,A7L_before,A7R_before
0,1678.9623746352372,914.54564266876,1789.660902205105,2256.2938326620542,2120.0680951076256,963.9793907830866,2014.594291325442,970.5255036457678
