,A3L_after,A4L_after,A4R_after,A5L_after,A5R_after,A6R_after,A7L_after,A7R_after
0,836.9381200882899,2146.7685230273555,1189.8569319813055,1397.6433554127264,1832.1317052254178,1175.0815083888267,1410.5282110300893,1444.7712364460024
