,A3R_before,A4R_before,A5L_before,A5R_before,A6L_before,A6R_before,A7L_before,A7R_before
0,838.7216328558035,1977.51142480239,638.9186797759097,1735.0661172140992,887.9685079757086,2138.8100504603494,1040.539021177899,1043.89723841641
