,A3R_before,A4L_before,A4R_before,A5L_before,A5R_before,A6L_before,A6R_before,A7L_before,A7R_before
0,670.7022457147137,1848.8316683876533,791.500770490859,1296.2735146494524,1271.5220041635946,1579.0537874292859,989.3399741790005,744.9740078595929,977.1832072647774
