,A3R_after,A4R_after,A5L_after,A5R_after,A6L_after,A6R_after,A7L_after,A7R_after
0,1039.5192865801246,1292.2603712639916,632.9051973710563,1379.8456581775224,834.7367665486117,1609.7861795537274,879.9904801245693,768.0560201547431
