,A3R_after,A4L_after,A4R_after,A5L_after,A5R_after,A6L_after,A6R_after,A7L_after,A7R_after
0,521.8536105305151,1413.3421321049352,672.4343600982006,721.4673453238019,963.0556611857978,1093.4244481192702,1068.1912323209742,695.4709250848705,1042.3887936648157
