,A3R_after,A4L_after,A5L_after,A6L_after,A6R_after,A7L_after,A7R_after
0,643.8220468198607,825.7550882854255,989.1010318668532,1118.343384839273,1433.4346391717972,704.1200991767367,965.6541252342884
