,A4L_after,A4R_after,A5L_after,A5R_after,A6L_after,A6R_after,A7L_after,A7R_after
0,1183.8818323833918,972.2828646425654,1769.4594775016958,1628.5575975065592,1852.061288576684,889.0661412526981,2085.3621622109085,860.3663931981773
