,A3L_before,A4L_before,A4R_before,A5L_before,A5R_before,A6R_before,A7L_before,A7R_before
0,1031.564190243105,2451.118873077839,1566.9479948684136,1195.6373192891695,2201.6368933404933,1801.3632743305907,2156.877874178538,2654.723258740251
