,Unnamed: 0,Synapse occupation (%)
0,"Saaghi-1
(A06l)",18.53281853281853
1,A05a,15.83011583011583
2,"GVLI
(A08a)",12.355212355212355
3,A31k,11.96911196911197
4,A31x,9.266409266409266
5,A27p,8.494208494208493
