Neurons,A02l [#2],T11v1 [#3],A18g [#5],A31x [#2],A14a1 [#2],A19f [#6],A02k [#2],dbd [#2],A06l [#2],A05a [#4],A08a [#2],A31k [#2],A27p [#2]
0,126,137,420,89,216,549,313,1,527,459,355,590,246
