,Unnamed: 0,Synapse occupation (%)
0,T11v1,20.634920634920633
1,"Canon
(A18g)",17.46031746031746
2,A31x,11.904761904761903
3,A14a1,11.904761904761903
4,"M
(A19f)",6.349206349206349
5,A02k,3.968253968253968
6,dbd,3.968253968253968
