,A02l_A4R,A02l_A5R,A02l_A6R,A02l_A7R,nSyb_A4R,nSyb_A5R,nSyb_A6R,nSyb_A7R,time
1126,744.0545454545454,864.922480620155,859.9448818897638,886.6078431372549,1352.7589743589745,1343.7243735763097,1204.0254452926208,861.5728155339806,113.59118524096385
1127,694.6636363636363,878.3875968992248,851.8740157480315,856.8039215686274,1347.1102564102564,1359.7608200455581,1188.501272264631,882.6504854368932,113.69206551204819
1128,734.0,870.2403100775193,881.0866141732283,872.7156862745098,1347.3461538461538,1350.763097949886,1194.2748091603053,892.3851132686084,113.79294578313254
1129,711.2363636363636,893.6201550387597,896.2755905511812,841.3333333333334,1362.9948717948719,1337.8974943052392,1203.7989821882952,853.4304207119741,113.89382605421687
1130,713.7272727272727,862.4651162790698,915.2992125984252,869.6372549019608,1357.6948717948717,1344.232346241458,1181.2417302798983,882.1521035598705,113.99470632530121
1131,729.6090909090909,880.6821705426356,944.3622047244095,835.9803921568628,1349.051282051282,1324.9293849658313,1204.1374045801526,867.4886731391585,114.09558659638554
1132,719.0090909090909,864.5658914728682,951.4330708661417,856.5,1342.674358974359,1324.3302961275626,1189.7022900763359,879.1229773462783,114.19646686746988
1133,699.5181818181818,874.3488372093024,973.6771653543307,833.8039215686274,1347.174358974359,1337.4100227790432,1147.1933842239187,846.3656957928803,114.29734713855422
1134,685.6,874.3255813953489,965.5196850393701,837.5294117647059,1349.3615384615384,1350.380410022779,1183.6921119592876,857.5210355987055,114.39822740963855
1135,691.1363636363636,892.6279069767442,984.8425196850394,797.6764705882352,1360.2205128205128,1319.8405466970387,1189.620865139949,873.8090614886731,114.49910768072289
1136,703.5545454545454,885.8294573643411,1002.6850393700787,816.5882352941177,1348.6179487179488,1340.4669703872437,1176.6921119592876,860.2394822006472,114.59998795180724
1137,689.4272727272727,879.1007751937984,999.2598425196851,791.8725490196078,1361.7615384615385,1326.373576309795,1200.8676844783715,863.1521035598705,114.70086822289157
1138,683.3363636363637,887.8062015503876,1013.1653543307086,822.7352941176471,1341.2410256410255,1335.1845102505695,1193.4656488549617,848.3915857605178,114.80174849397591
1139,700.0454545454545,899.2945736434109,1052.267716535433,814.7647058823529,1363.3666666666666,1328.742596810934,1181.1704834605598,864.0679611650486,114.90262876506024
1140,666.3090909090909,885.7286821705426,1065.7952755905512,813.5784313725491,1374.9564102564102,1333.0615034168566,1161.3715012722646,863.8090614886731,115.00350903614458
1141,661.790909090909,888.7441860465116,1076.6535433070867,837.7352941176471,1347.774358974359,1318.9407744874716,1188.793893129771,856.0453074433657,115.10438930722891
1142,658.8545454545455,900.4418604651163,1065.007874015748,809.3921568627451,1347.4641025641026,1331.2004555808655,1172.6463104325699,873.3300970873786,115.20526957831325
1143,664.3181818181819,880.9767441860465,1099.3307086614172,808.5294117647059,1344.2307692307693,1325.7722095671982,1164.5063613231553,855.2297734627832,115.30614984939758
1144,680.5363636363636,902.0232558139535,1128.8031496062993,801.8725490196078,1363.6051282051283,1344.1138952164008,1180.7455470737914,860.0582524271845,115.40703012048193
1145,656.1090909090909,878.7286821705426,1118.755905511811,807.7156862745098,1355.997435897436,1332.2551252847381,1191.086513994911,857.9838187702265,115.50791039156627
1146,659.3727272727273,880.9147286821706,1119.023622047244,819.7254901960785,1346.574358974359,1323.0842824601366,1159.1424936386768,860.495145631068,115.6087906626506
1147,670.6181818181818,882.984496124031,1145.8503937007874,788.1764705882352,1338.9435897435897,1318.104783599089,1191.9923664122136,861.2071197411003,115.70967093373494
1148,669.5090909090909,921.6821705426356,1164.5748031496064,809.0,1352.797435897436,1312.5626423690205,1170.6564885496184,853.3106796116505,115.81055120481928
1149,660.7363636363636,903.4263565891473,1138.732283464567,797.5588235294117,1355.4666666666667,1338.7858769931663,1163.6972010178117,836.5210355987055,115.91143147590361
1150,663.6,923.6589147286821,1164.6535433070867,817.2647058823529,1371.7153846153847,1328.2938496583145,1167.058524173028,863.537216828479,116.01231174698795
1151,658.9727272727273,924.8837209302326,1158.4015748031495,789.9215686274509,1340.423076923077,1318.1389521640092,1159.2493638676845,855.7799352750809,116.11319201807228
1152,662.9272727272727,976.3720930232558,1144.6535433070867,781.6960784313726,1361.6333333333334,1335.7084282460137,1162.8956743002545,862.2847896440129,116.21407228915663
1153,661.5181818181818,932.8759689922481,1115.8582677165355,800.2549019607843,1363.4358974358975,1307.1389521640092,1159.730279898219,854.8155339805825,116.31495256024097
1154,677.6818181818181,951.953488372093,1115.4251968503936,797.9509803921569,1356.6461538461538,1304.984054669704,1164.3104325699746,875.0388349514564,116.4158328313253
1155,672.4363636363636,973.3178294573644,1127.5275590551182,805.4509803921569,1366.4897435897435,1317.7015945330297,1184.4834605597964,865.3754045307444,116.51671310240964
1156,672.5454545454545,976.2558139534884,1138.7952755905512,838.0294117647059,1362.5589743589744,1326.3143507972666,1169.4478371501273,847.2686084142395,116.61759337349397
1157,668.0090909090909,999.031007751938,1096.5669291338584,813.7058823529412,1365.1410256410256,1313.0387243735763,1150.5470737913486,854.2912621359224,116.71847364457831
1158,679.4636363636364,967.5968992248062,1136.8267716535433,793.4803921568628,1359.197435897436,1303.236902050114,1160.4198473282443,847.588996763754,116.81935391566265
1159,679.2272727272727,1021.3410852713179,1169.1653543307086,774.0490196078431,1369.4128205128204,1309.8656036446469,1174.5216284987278,853.5016181229773,116.920234186747
1160,675.2363636363636,1063.0077519379845,1121.3228346456692,790.2352941176471,1358.2820512820513,1308.8223234624145,1172.4809160305344,851.2621359223301,117.02111445783133
1161,678.2636363636364,1049.2790697674418,1140.976377952756,795.9607843137255,1373.8153846153846,1302.3439635535308,1160.5648854961833,850.5825242718447,117.12199472891567
1162,662.9181818181818,1058.093023255814,1133.984251968504,784.4509803921569,1349.571794871795,1320.5626423690205,1159.9669211195928,851.2912621359224,117.222875
1163,676.6909090909091,1039.3333333333333,1118.2992125984251,803.5490196078431,1331.4205128205128,1313.4578587699316,1162.1094147582696,848.5501618122977,117.32375527108434
1164,676.4363636363636,1067.1162790697674,1140.1574803149606,783.0490196078431,1340.7358974358974,1309.0501138952163,1156.0992366412213,854.7249190938511,117.42463554216867
1165,694.8545454545455,1085.1782945736434,1100.5433070866143,785.0882352941177,1356.0230769230768,1319.2938496583145,1174.1857506361323,845.5307443365696,117.52551581325301
1166,679.6818181818181,1091.2945736434108,1122.7952755905512,751.6960784313726,1347.3794871794871,1308.380410022779,1165.0992366412213,855.5145631067961,117.62639608433734
1167,712.3818181818182,1119.922480620155,1106.5590551181103,754.5392156862745,1350.553846153846,1322.2118451025058,1153.8956743002545,843.6925566343042,117.7272763554217
1168,700.2636363636364,1107.8837209302326,1072.6614173228347,763.8921568627451,1352.2871794871794,1292.1480637813213,1167.3994910941476,848.9255663430421,117.82815662650603
1169,676.4090909090909,1140.4108527131782,1113.0472440944882,761.2745098039215,1330.1128205128205,1290.1184510250569,1169.9312977099237,849.1715210355987,117.92903689759036
1170,703.3,1149.062015503876,1103.5590551181103,750.3137254901961,1348.5179487179487,1312.2801822323463,1163.5445292620866,852.2168284789644,118.0299171686747
1171,700.4454545454546,1144.8372093023256,1104.6141732283465,747.4803921568628,1320.951282051282,1309.0478359908884,1161.1653944020356,858.7216828478964,118.13079743975904
1172,713.4636363636364,1128.3023255813953,1119.6850393700788,770.5098039215686,1345.8846153846155,1307.1571753986332,1162.445292620865,854.6245954692556,118.23167771084337
1173,725.1272727272727,1153.7829457364342,1100.7952755905512,789.0784313725491,1345.4589743589743,1294.0660592255126,1168.7989821882952,852.0906148867314,118.3325579819277
1174,746.1727272727272,1173.3410852713178,1089.4330708661416,754.2843137254902,1349.1923076923076,1307.9681093394076,1162.381679389313,851.3883495145631,118.43343825301204
1175,723.6636363636363,1143.15503875969,1080.6299212598426,735.8627450980392,1347.2666666666667,1307.73576309795,1148.854961832061,863.0647249190938,118.53431852409639
1176,736.9545454545455,1131.0232558139535,1114.3464566929133,765.1862745098039,1336.5897435897436,1282.382687927107,1155.5216284987278,841.8511326860842,118.63519879518073
1177,761.3545454545455,1153.7829457364342,1090.267716535433,758.4215686274509,1341.1076923076923,1275.3416856492026,1148.5954198473282,844.2233009708738,118.73607906626506
1178,782.5818181818182,1183.984496124031,1079.9212598425197,741.0784313725491,1329.8692307692309,1290.7972665148063,1150.972010178117,848.4012944983818,118.8369593373494
1179,772.2636363636364,1151.2558139534883,1079.0551181102362,745.6078431372549,1328.7076923076922,1308.5945330296126,1155.4809160305344,843.3559870550162,118.93783960843373
1180,789.5272727272727,1152.0387596899225,1096.6535433070867,774.5392156862745,1304.6641025641027,1281.4760820045558,1157.269720101781,849.252427184466,119.03871987951807
1181,771.5727272727273,1131.077519379845,1066.1811023622047,750.6666666666666,1331.4307692307693,1297.2300683371298,1135.0661577608143,835.9644012944984,119.1396001506024
1182,787.9454545454546,1158.4883720930231,1033.3307086614172,775.7843137254902,1335.7384615384615,1290.364464692483,1136.7201017811706,837.546925566343,119.24048042168675
1183,794.3090909090909,1148.4651162790697,1020.3464566929134,770.2352941176471,1310.9307692307693,1287.5922551252847,1147.8931297709923,828.3203883495146,119.34136069277109
1184,822.8727272727273,1106.0,1046.4645669291338,745.7352941176471,1314.2820512820513,1292.4738041002279,1145.437659033079,856.8770226537217,119.44224096385543
1185,839.5545454545454,1125.7829457364342,1048.283464566929,761.0294117647059,1318.697435897436,1274.619589977221,1142.1857506361323,840.5922330097087,119.54312123493976
1186,813.0545454545454,1082.139534883721,1019.6535433070866,738.8627450980392,1313.8384615384616,1301.2118451025058,1145.203562340967,835.8867313915857,119.6440015060241
1187,822.6181818181818,1099.2015503875969,1016.1968503937007,764.8137254901961,1328.2051282051282,1308.268792710706,1155.5343511450383,834.4012944983818,119.74488177710843
1188,849.6545454545454,1065.6666666666667,1015.3858267716536,764.3235294117648,1346.4410256410256,1289.5170842824602,1158.3842239185751,845.7961165048544,119.84576204819277
1189,833.2181818181818,1091.9147286821706,1030.3228346456692,765.4509803921569,1333.6435897435897,1282.874715261959,1160.0330788804072,833.462783171521,119.9466423192771
1190,818.3909090909091,1088.891472868217,1064.3464566929133,767.2058823529412,1332.4179487179488,1295.2277904328018,1139.323155216285,821.0809061488674,120.04752259036145
1191,799.8909090909091,1090.5581395348838,1056.8897637795276,768.7450980392157,1321.6307692307691,1286.8473804100229,1136.0330788804072,849.0485436893204,120.14840286144579
1192,836.1818181818181,1073.5038759689924,1033.0393700787401,793.0882352941177,1311.6538461538462,1299.5079726651481,1148.0508905852416,851.411003236246,120.24928313253012
1193,826.9181818181818,1056.5193798449613,1022.7322834645669,735.2058823529412,1305.3538461538462,1300.0296127562642,1155.9872773536895,836.915857605178,120.35016340361446
1194,802.8454545454546,1038.8837209302326,1004.0787401574803,765.3529411764706,1299.5153846153846,1282.109339407745,1140.6106870229007,822.242718446602,120.4510436746988
1195,783.0454545454545,1037.2635658914728,1002.0866141732283,764.6862745098039,1317.925641025641,1279.004555808656,1144.4834605597964,823.7637540453075,120.55192394578313
1196,780.5636363636364,1026.3953488372092,1028.5433070866143,771.6862745098039,1320.4307692307693,1284.015945330296,1140.1959287531806,849.9223300970874,120.65280421686747
1197,794.2545454545455,1041.6124031007753,1047.4881889763778,762.6372549019608,1309.946153846154,1267.7220956719818,1154.7150127226464,845.8996763754045,120.7536844879518
1198,792.0181818181818,1028.2868217054263,1025.6771653543308,775.4411764705883,1316.7076923076922,1290.6628701594534,1146.737913486005,836.0291262135922,120.85456475903615
1199,783.9363636363636,1010.9069767441861,985.3779527559055,758.9313725490196,1303.7102564102563,1280.7243735763097,1135.1221374045801,844.2491909385113,120.95544503012049
1200,745.8272727272728,1025.7131782945737,1040.7007874015749,778.2941176470588,1330.376923076923,1277.3097949886105,1129.1704834605598,852.2815533980582,121.05632530120482
1201,763.9909090909091,995.7519379844962,999.7086614173228,761.7058823529412,1296.1102564102564,1281.378132118451,1139.9618320610687,843.5954692556634,121.15720557228916
1202,783.7363636363636,999.8062015503876,988.7637795275591,741.2941176470588,1312.0615384615385,1275.373576309795,1129.1145038167938,853.2783171521036,121.2580858433735
1203,755.3090909090909,986.3643410852713,997.5748031496063,770.1176470588235,1310.048717948718,1286.3439635535308,1137.0483460559797,831.6569579288026,121.35896611445783
1204,763.8636363636364,1027.1317829457364,991.5748031496063,741.5588235294117,1298.5923076923077,1280.3462414578587,1158.4885496183206,845.9352750809062,121.45984638554216
1205,797.2363636363636,1010.9302325581396,974.7165354330708,775.2745098039215,1303.2615384615385,1285.4214123006834,1137.5139949109414,828.5275080906149,121.56072665662651
1206,756.6363636363636,1016.4728682170543,989.511811023622,733.156862745098,1304.2846153846153,1290.619589977221,1134.1043256997455,836.3236245954693,121.66160692771085
1207,750.8181818181819,993.8294573643411,965.6535433070866,738.6666666666666,1306.7,1276.4145785876992,1144.5801526717557,843.453074433657,121.76248719879518
1208,769.0727272727273,1031.139534883721,988.9763779527559,762.5980392156863,1306.4871794871794,1287.489749430524,1139.6259541984732,843.789644012945,121.86336746987952
1209,740.4090909090909,1016.7674418604652,972.8897637795276,730.2156862745098,1292.376923076923,1279.749430523918,1126.1221374045801,844.336569579288,121.96424774096386
1210,760.8818181818182,990.1007751937984,998.4645669291339,757.3137254901961,1317.2,1279.4168564920274,1142.437659033079,845.3430420711974,122.06512801204819
1211,756.4090909090909,960.1860465116279,963.2677165354331,764.9117647058823,1311.3435897435897,1268.872437357631,1138.0025445292622,822.0323624595469,122.16600828313253
1212,750.2181818181818,986.4031007751938,992.8031496062993,727.7549019607843,1302.2051282051282,1283.0478359908884,1143.8371501272266,834.5792880258899,122.26688855421686
1213,772.6,951.062015503876,978.4173228346457,755.8039215686274,1322.4846153846154,1285.8246013667426,1138.9465648854962,839.1067961165048,122.36776882530121
1214,745.1363636363636,983.5813953488372,986.8976377952756,754.9901960784314,1323.4717948717948,1265.0865603644647,1138.0788804071246,841.2556634304207,122.46864909638555
1215,759.6818181818181,994.8992248062016,990.5748031496063,769.0392156862745,1298.1025641025642,1270.7949886104784,1143.351145038168,840.9708737864078,122.56952936746988
1216,730.6454545454545,962.4418604651163,963.9055118110236,740.9803921568628,1311.053846153846,1276.0227790432803,1134.6463104325699,850.8187702265373,122.67040963855422
1217,735.2454545454545,983.7364341085271,974.7559055118111,733.3921568627451,1319.9589743589743,1273.1708428246013,1135.203562340967,836.8737864077669,122.77128990963855
1218,747.4363636363636,948.6356589147287,956.8818897637796,719.8529411764706,1293.8923076923077,1263.50569476082,1129.8218829516538,837.3333333333334,122.87217018072289
1219,735.3818181818182,995.0232558139535,946.8031496062993,754.3529411764706,1294.553846153846,1279.605922551253,1126.735368956743,842.9676375404531,122.97305045180723
1220,721.3818181818182,975.5426356589147,927.488188976378,703.1666666666666,1324.9076923076923,1274.9293849658313,1137.9796437659033,833.4724919093851,123.07393072289156
1221,748.9727272727273,947.4341085271318,943.9842519685039,746.3823529411765,1331.8974358974358,1289.0888382687926,1135.941475826972,856.5080906148868,123.17481099397591
1222,758.0,955.6744186046511,953.0236220472441,726.0882352941177,1323.8076923076924,1261.123006833713,1131.9770992366412,834.8996763754045,123.27569126506025
1223,758.8,958.6356589147287,969.0393700787401,703.4803921568628,1301.3282051282051,1284.7858769931663,1130.3842239185751,842.6893203883495,123.37657153614458
1224,752.3,963.2480620155038,932.6456692913385,753.7549019607843,1302.5589743589744,1264.5535307517084,1135.501272264631,833.4919093851132,123.47745180722892
1225,751.9272727272727,961.5503875968992,919.9212598425197,718.9509803921569,1299.371794871795,1256.5330296127563,1134.3587786259543,836.1812297734627,123.57833207831325
1226,719.0636363636364,954.8217054263566,928.8031496062993,727.4607843137255,1311.946153846154,1281.2733485193621,1130.9033078880407,831.0906148867314,123.67921234939759
1227,743.2818181818182,954.3643410852713,943.2047244094488,721.3039215686274,1299.4,1269.1822323462416,1116.8600508905852,841.1747572815534,123.78009262048192
1228,736.2727272727273,948.1317829457364,962.0236220472441,727.1078431372549,1296.6,1267.749430523918,1124.437659033079,843.252427184466,123.88097289156626
1229,719.8363636363637,924.5581395348837,938.9527559055118,750.7843137254902,1302.6589743589743,1271.0455580865603,1136.3104325699746,830.6084142394822,123.98185316265061
1230,735.0181818181818,995.1627906976744,934.6377952755905,721.9901960784314,1323.1641025641027,1273.3599088838268,1125.9770992366412,844.9126213592233,124.08273343373494
1231,751.7,965.2790697674419,963.4094488188977,756.5490196078431,1297.9717948717948,1268.4396355353076,1135.3765903307888,840.9093851132686,124.18361370481928
1232,741.8818181818182,958.1007751937984,933.992125984252,713.9901960784314,1318.179487179487,1262.7972665148063,1129.3536895674301,816.8770226537217,124.28449397590362
1233,752.290909090909,978.6976744186046,926.0157480314961,731.3627450980392,1312.3794871794871,1267.8382687927108,1141.2264631043256,821.8576051779935,124.38537424698795
1234,722.8363636363637,947.5193798449612,970.992125984252,716.2450980392157,1304.7128205128206,1273.0842824601366,1143.381679389313,840.1391585760517,124.48625451807229
1235,722.3,958.5658914728682,947.9055118110236,718.7745098039215,1286.0820512820512,1258.246013667426,1122.5063613231553,820.2200647249191,124.58713478915662
1236,738.9272727272727,950.7751937984497,925.6692913385826,712.6176470588235,1311.2410256410255,1281.1776765375855,1143.8804071246818,833.3203883495146,124.68801506024097
1237,726.1454545454545,954.7054263565891,930.3700787401575,720.9901960784314,1295.797435897436,1266.6788154897495,1143.8702290076335,826.7281553398059,124.7888953313253
1238,746.3272727272728,946.3333333333334,953.2834645669292,707.8725490196078,1295.8974358974358,1276.5489749430524,1127.5750636132316,826.915857605178,124.88977560240964
1239,737.8727272727273,952.3100775193799,925.3149606299213,706.8137254901961,1279.8692307692309,1275.2186788154897,1129.8269720101782,847.2491909385113,124.99065587349398
1240,693.8909090909091,926.2403100775193,931.7322834645669,727.9509803921569,1308.2820512820513,1256.9749430523918,1104.262086513995,829.0097087378641,125.09153614457831
1241,711.8636363636364,956.4573643410853,913.7086614173228,725.0686274509804,1301.2051282051282,1260.0455580865603,1151.0101781170483,838.8187702265373,125.19241641566265
1242,720.0,946.5116279069767,935.7952755905512,743.7058823529412,1297.8333333333333,1266.74715261959,1124.6412213740457,821.8446601941747,125.29329668674698
1243,717.4818181818182,956.3720930232558,951.5511811023622,715.6372549019608,1296.0641025641025,1256.630979498861,1128.1984732824428,840.4983818770227,125.39417695783132
1244,728.4636363636364,964.3333333333334,944.007874015748,728.5196078431372,1299.0384615384614,1276.6013667425968,1123.618320610687,834.5016181229773,125.49505722891567
1245,707.9727272727273,941.5891472868217,938.6220472440945,706.0490196078431,1279.1025641025642,1256.7835990888382,1109.0432569974555,815.9514563106796,125.5959375
1246,707.7727272727273,948.5968992248062,960.0472440944882,712.7450980392157,1289.4666666666667,1265.0387243735763,1115.5089058524172,832.9644012944984,125.69681777108434
1247,725.8,923.9922480620155,937.9370078740158,714.2058823529412,1299.0846153846153,1266.7767653758542,1127.7837150127227,852.0129449838188,125.79769804216868
1248,709.6454545454545,914.4961240310078,955.0393700787401,693.2450980392157,1310.9384615384615,1248.8861047835992,1149.3740458015268,831.9190938511326,125.89857831325301
1249,728.7363636363636,938.7054263565891,928.6299212598425,701.8235294117648,1292.7948717948718,1269.1389521640092,1124.6361323155215,828.5598705501618,125.99945858433735
1250,725.3727272727273,932.3023255813954,897.7480314960629,706.4705882352941,1282.1025641025642,1280.0,1128.3740458015268,825.7152103559871,126.10033885542168
1251,713.0363636363636,941.046511627907,919.0944881889764,723.8235294117648,1285.5794871794872,1246.6400911161732,1131.6743002544529,815.4692556634304,126.20121912650602
1252,695.9,957.1937984496124,933.6377952755905,717.9607843137255,1292.9897435897435,1253.2255125284737,1127.5877862595419,831.6990291262136,126.30209939759037
1253,722.9909090909091,941.5503875968992,920.992125984252,702.5588235294117,1302.071794871795,1257.0615034168566,1134.1959287531806,832.5922330097087,126.4029796686747
1254,718.6090909090909,913.1085271317829,925.6850393700787,701.2843137254902,1282.797435897436,1266.6674259681092,1135.9236641221373,829.0291262135922,126.50385993975904
1255,735.209090909091,911.4263565891473,950.6771653543307,715.8529411764706,1306.0615384615385,1259.74715261959,1123.3944020356234,839.1100323624595,126.60474021084337
1256,717.4363636363636,920.7286821705426,930.5590551181102,691.7254901960785,1295.8102564102564,1268.4419134396355,1132.1195928753182,829.799352750809,126.70562048192771
1257,715.6545454545454,912.3565891472869,911.6929133858267,730.0098039215686,1293.3589743589744,1273.9749430523918,1130.1068702290077,832.1779935275081,126.80650075301205
1258,703.1909090909091,912.1472868217054,925.0551181102362,675.0196078431372,1306.3461538461538,1268.605922551253,1121.6386768447837,818.6731391585761,126.90738102409638
1259,717.0454545454545,930.2790697674419,899.2519685039371,730.3725490196078,1317.851282051282,1258.9179954441913,1122.145038167939,834.0809061488674,127.00826129518073
1260,738.8727272727273,919.4263565891473,924.5590551181102,711.6764705882352,1289.2897435897437,1247.3394077448747,1124.5292620865139,835.0388349514564,127.10914156626507
1261,715.8181818181819,923.8682170542636,913.2362204724409,682.7450980392157,1281.0820512820512,1263.4328018223234,1126.211195928753,834.8899676375405,127.2100218373494
1262,708.3272727272728,917.5116279069767,957.1338582677165,693.5098039215686,1274.5871794871796,1243.104783599089,1117.7786259541986,843.0064724919093,127.31090210843374
1263,720.4818181818182,922.968992248062,900.9842519685039,705.0588235294117,1298.7076923076922,1248.2870159453303,1122.5241730279897,809.5307443365696,127.41178237951807
1264,716.5363636363636,929.2170542635658,900.8425196850394,709.9215686274509,1292.3179487179486,1228.394077448747,1111.9160305343512,825.1909385113269,127.51266265060241
1265,709.1454545454545,959.1395348837209,946.8661417322835,720.8921568627451,1299.0282051282052,1251.617312072893,1105.4249363867684,837.4757281553398,127.61354292168674
1266,709.1181818181818,913.3333333333334,925.6929133858267,727.4509803921569,1289.5846153846153,1250.6902050113895,1119.211195928753,832.294498381877,127.71442319277108
1267,709.8181818181819,904.9922480620155,935.0472440944882,703.7549019607843,1304.5410256410257,1250.9703872437358,1122.5114503816794,833.537216828479,127.81530346385543
1268,697.1181818181818,911.0,904.2992125984252,691.9803921568628,1282.7923076923078,1245.1913439635534,1124.2162849872773,829.6472491909385,127.91618373493976
1269,704.790909090909,950.4651162790698,916.9448818897638,683.3823529411765,1270.0923076923077,1256.7744874715263,1120.9389312977098,818.504854368932,128.0170640060241
1270,722.2454545454545,935.6279069767442,888.0787401574803,706.3235294117648,1290.2051282051282,1254.4760820045558,1131.3078880407124,814.1650485436893,128.11794427710842
1271,713.3727272727273,928.5658914728682,944.8582677165355,717.7647058823529,1273.623076923077,1266.0273348519363,1122.8091603053435,813.2880258899677,128.21882454819277
1272,722.2818181818182,926.0930232558139,949.9133858267717,698.4215686274509,1284.5589743589744,1256.2072892938497,1108.498727735369,831.5113268608415,128.31970481927712
1273,709.0272727272727,934.6356589147287,905.0629921259842,688.6274509803922,1286.323076923077,1237.50569476082,1120.910941475827,820.2038834951456,128.42058509036144
1274,692.6272727272727,934.4341085271318,935.1732283464567,700.2745098039215,1293.751282051282,1253.116173120729,1137.381679389313,832.0388349514564,128.5214653614458
1275,715.5636363636364,933.4961240310078,934.2598425196851,740.656862745098,1283.8282051282051,1250.3963553530753,1141.2544529262086,830.7605177993528,128.6223456325301
1276,712.0090909090909,927.6976744186046,889.7165354330708,709.8823529411765,1289.497435897436,1253.8041002277905,1112.8346055979644,816.168284789644,128.72322590361446
1277,722.1090909090909,933.3255813953489,914.3070866141733,712.4411764705883,1285.8564102564103,1242.3052391799545,1112.264631043257,828.9190938511326,128.82410617469878
1278,698.4181818181818,945.8217054263566,929.0157480314961,714.9509803921569,1294.8692307692309,1244.4533029612755,1116.1704834605598,812.4498381877023,128.92498644578313
1279,676.7818181818182,939.7829457364342,916.6850393700787,693.3039215686274,1278.5358974358974,1239.4009111617313,1134.0737913486005,830.9320388349514,129.02586671686748
1280,681.4636363636364,919.984496124031,912.0944881889764,694.1862745098039,1307.876923076923,1239.9567198177676,1109.8447837150127,817.4660194174758,129.1267469879518
1281,699.9818181818182,903.8914728682171,903.6377952755905,705.2647058823529,1281.874358974359,1248.4031890660592,1125.2239185750636,802.9805825242719,129.22762725903615
1282,696.9090909090909,927.4108527131783,908.3385826771654,722.6274509803922,1259.3974358974358,1244.8496583143508,1116.1704834605598,809.2071197411003,129.32850753012048
1283,702.9454545454546,954.968992248062,919.7007874015748,697.9509803921569,1277.2205128205128,1266.895216400911,1131.1832061068703,825.6957928802589,129.42938780120483
1284,682.0636363636364,929.0,891.2834645669292,714.9313725490196,1293.4205128205128,1246.0136674259682,1112.7811704834605,830.8187702265373,129.53026807228915
1285,683.7181818181818,948.2945736434109,887.5905511811023,694.9313725490196,1283.928205128205,1231.4123006833713,1110.6641221374045,815.1844660194175,129.6311483433735
1286,698.9545454545455,907.922480620155,904.007874015748,722.9803921568628,1273.9153846153847,1237.7608200455581,1106.8218829516538,837.168284789644,129.73202861445785
1287,700.3181818181819,911.5968992248062,911.8503937007874,696.6372549019608,1279.8076923076924,1236.1526195899771,1114.9872773536895,812.2362459546925,129.83290888554217
1288,680.0272727272727,935.4186046511628,890.7480314960629,718.7843137254902,1287.3282051282051,1244.49430523918,1119.0687022900763,817.2491909385113,129.93378915662652
1289,681.1545454545454,931.7441860465116,902.4803149606299,689.9117647058823,1266.3564102564103,1236.7107061503416,1123.9847328244275,807.8252427184466,130.03466942771084
1290,702.5272727272727,946.7286821705426,907.4803149606299,703.7941176470588,1290.4769230769232,1241.0387243735763,1130.4198473282443,819.5663430420713,130.1355496987952
1291,689.7363636363636,927.0077519379845,909.4724409448819,685.5980392156863,1291.8410256410257,1255.0911161731208,1129.2010178117048,825.2394822006472,130.2364299698795
1292,682.5545454545454,909.4186046511628,912.6850393700787,674.1862745098039,1274.5205128205127,1231.6742596810934,1123.0610687022902,824.7313915857605,130.33731024096386
1293,693.4,912.1007751937984,918.7322834645669,675.5980392156863,1281.4435897435897,1241.8359908883826,1122.5979643765904,828.9935275080907,130.43819051204818
1294,709.7454545454545,934.6046511627907,931.2047244094488,694.9509803921569,1282.0076923076922,1241.2938496583145,1111.381679389313,828.5987055016182,130.53907078313253
1295,704.9727272727273,905.4031007751938,918.2913385826772,671.9803921568628,1279.446153846154,1245.7175398633258,1120.737913486005,820.5987055016182,130.63995105421688
1296,671.0727272727273,915.031007751938,931.8976377952756,673.3725490196078,1268.8538461538462,1255.6583143507974,1122.0483460559797,821.4368932038835,130.7408313253012
1297,702.3,929.0387596899225,909.0629921259842,711.5,1270.5051282051281,1245.7129840546697,1113.2951653944021,803.8058252427185,130.84171159638555
1298,730.7181818181818,898.8062015503876,906.7716535433071,666.2941176470588,1274.8384615384616,1241.3348519362187,1122.7455470737914,818.1618122977346,130.94259186746987
1299,701.7818181818182,935.6589147286821,873.6771653543307,688.4705882352941,1270.123076923077,1246.1503416856492,1114.2188295165395,818.8478964401295,131.04347213855422
1300,678.9454545454546,944.5581395348837,922.3385826771654,700.4215686274509,1280.1615384615384,1250.626423690205,1113.4631043256998,813.8446601941747,131.14435240963854
1301,699.5727272727273,912.5891472868217,906.9370078740158,692.8039215686274,1280.2948717948718,1231.5444191343963,1106.824427480916,829.3754045307444,131.2452326807229
1302,712.3454545454546,937.3100775193799,926.6141732283464,670.8039215686274,1274.6564102564103,1246.26423690205,1109.8396946564885,824.2038834951456,131.34611295180724
1303,696.3,928.6201550387597,920.4566929133858,690.4215686274509,1277.8974358974358,1245.993166287016,1119.1908396946565,823.3430420711974,131.44699322289156
1304,688.3636363636364,937.0852713178294,941.3937007874016,697.4019607843137,1277.1923076923076,1238.362186788155,1118.0432569974555,819.2653721682848,131.5478734939759
1305,688.8181818181819,885.2325581395348,922.1889763779527,688.6960784313726,1268.2333333333333,1243.2118451025058,1107.7430025445292,820.957928802589,131.64875376506023
